y,x,frame,t,vial,geno,sex,day,rep
25.08,239.44,27,0.931,2,w1118,m,2,1
9.28,258.02,27,0.931,2,w1118,m,2,1
6.4,300.27,27,0.931,2,w1118,m,2,1
92.96,236.89,28,0.966,2,w1118,m,2,1
58.83,310.66,28,0.966,2,w1118,m,2,1
53.52,328.2,28,0.966,2,w1118,m,2,1
52.51,287.42,28,0.966,2,w1118,m,2,1
39.72,236.85,28,0.966,2,w1118,m,2,1
33.63,269.78,28,0.966,2,w1118,m,2,1
27.74,239.25,28,0.966,2,w1118,m,2,1
9.35,257.18,28,0.966,2,w1118,m,2,1
6.53,300.16,28,0.966,2,w1118,m,2,1
94.75,236.22,29,1.0,2,w1118,m,2,1
61.81,309.82,29,1.0,2,w1118,m,2,1
55.56,328.36,29,1.0,2,w1118,m,2,1
48.79,287.93,29,1.0,2,w1118,m,2,1
40.8,236.71,29,1.0,2,w1118,m,2,1
31.71,269.26,29,1.0,2,w1118,m,2,1
29.01,239.39,29,1.0,2,w1118,m,2,1
13.54,296.1,29,1.0,2,w1118,m,2,1
9.36,256.23,29,1.0,2,w1118,m,2,1
6.5,299.97,29,1.0,2,w1118,m,2,1
98.46,235.81,30,1.034,2,w1118,m,2,1
63.83,309.75,30,1.034,2,w1118,m,2,1
57.42,328.4,30,1.034,2,w1118,m,2,1
55.64,285.83,30,1.034,2,w1118,m,2,1
42.76,236.72,30,1.034,2,w1118,m,2,1
33.65,269.72,30,1.034,2,w1118,m,2,1
30.88,239.17,30,1.034,2,w1118,m,2,1
13.4,294.93,30,1.034,2,w1118,m,2,1
9.44,255.28,30,1.034,2,w1118,m,2,1
6.59,299.93,30,1.034,2,w1118,m,2,1
100.53,235.5,31,1.069,2,w1118,m,2,1
66.76,309.16,31,1.069,2,w1118,m,2,1
59.56,328.43,31,1.069,2,w1118,m,2,1
58.45,285.17,31,1.069,2,w1118,m,2,1
44.55,236.73,31,1.069,2,w1118,m,2,1
33.64,269.21,31,1.069,2,w1118,m,2,1
32.73,238.85,31,1.069,2,w1118,m,2,1
13.04,294.69,31,1.069,2,w1118,m,2,1
9.7,254.33,31,1.069,2,w1118,m,2,1
6.68,300.1,31,1.069,2,w1118,m,2,1
100.64,234.64,32,1.103,2,w1118,m,2,1
69.61,308.22,32,1.103,2,w1118,m,2,1
61.14,284.18,32,1.103,2,w1118,m,2,1
57.83,328.41,32,1.103,2,w1118,m,2,1
44.7,236.54,32,1.103,2,w1118,m,2,1
33.8,238.81,32,1.103,2,w1118,m,2,1
33.69,269.22,32,1.103,2,w1118,m,2,1
13.08,292.99,32,1.103,2,w1118,m,2,1
10.03,253.76,32,1.103,2,w1118,m,2,1
7.59,300.72,32,1.103,2,w1118,m,2,1
100.84,234.32,33,1.138,2,w1118,m,2,1
70.72,307.95,33,1.138,2,w1118,m,2,1
63.44,283.29,33,1.138,2,w1118,m,2,1
60.01,328.65,33,1.138,2,w1118,m,2,1
46.6,236.51,33,1.138,2,w1118,m,2,1
35.72,238.24,33,1.138,2,w1118,m,2,1
33.83,269.09,33,1.138,2,w1118,m,2,1
12.83,292.81,33,1.138,2,w1118,m,2,1
10.22,253.01,33,1.138,2,w1118,m,2,1
6.8,301.06,33,1.138,2,w1118,m,2,1
102.71,234.06,34,1.172,2,w1118,m,2,1
71.83,307.83,34,1.172,2,w1118,m,2,1
63.7,328.36,34,1.172,2,w1118,m,2,1
61.75,284.07,34,1.172,2,w1118,m,2,1
48.28,236.28,34,1.172,2,w1118,m,2,1
36.8,238.23,34,1.172,2,w1118,m,2,1
34.68,269.21,34,1.172,2,w1118,m,2,1
12.72,291.88,34,1.172,2,w1118,m,2,1
10.99,251.73,34,1.172,2,w1118,m,2,1
6.84,301.29,34,1.172,2,w1118,m,2,1
103.22,234.0,35,1.207,2,w1118,m,2,1
74.77,306.97,35,1.207,2,w1118,m,2,1
64.92,328.77,35,1.207,2,w1118,m,2,1
62.67,284.69,35,1.207,2,w1118,m,2,1
49.36,236.24,35,1.207,2,w1118,m,2,1
38.82,238.23,35,1.207,2,w1118,m,2,1
34.84,269.12,35,1.207,2,w1118,m,2,1
12.72,288.28,35,1.207,2,w1118,m,2,1
11.65,250.13,35,1.207,2,w1118,m,2,1
7.86,301.62,35,1.207,2,w1118,m,2,1
105.72,234.05,36,1.241,2,w1118,m,2,1
76.77,306.16,36,1.241,2,w1118,m,2,1
69.52,282.17,36,1.241,2,w1118,m,2,1
66.85,328.93,36,1.241,2,w1118,m,2,1
49.32,236.2,36,1.241,2,w1118,m,2,1
39.88,238.23,36,1.241,2,w1118,m,2,1
36.77,268.81,36,1.241,2,w1118,m,2,1
12.5,288.13,36,1.241,2,w1118,m,2,1
11.89,248.94,36,1.241,2,w1118,m,2,1
9.82,301.11,36,1.241,2,w1118,m,2,1
106.78,234.02,37,1.276,2,w1118,m,2,1
78.78,305.86,37,1.276,2,w1118,m,2,1
70.63,281.84,37,1.276,2,w1118,m,2,1
69.79,328.93,37,1.276,2,w1118,m,2,1
41.79,238.11,37,1.276,2,w1118,m,2,1
37.76,268.77,37,1.276,2,w1118,m,2,1
13.28,244.35,37,1.276,2,w1118,m,2,1
12.32,287.14,37,1.276,2,w1118,m,2,1
10.8,301.39,37,1.276,2,w1118,m,2,1
107.13,234.16,38,1.31,2,w1118,m,2,1
83.63,304.9,38,1.31,2,w1118,m,2,1
74.29,281.36,38,1.31,2,w1118,m,2,1
70.96,328.57,38,1.31,2,w1118,m,2,1
44.35,267.87,38,1.31,2,w1118,m,2,1
43.83,238.09,38,1.31,2,w1118,m,2,1
13.4,301.45,38,1.31,2,w1118,m,2,1
12.79,243.01,38,1.31,2,w1118,m,2,1
12.02,287.79,38,1.31,2,w1118,m,2,1
110.6,234.85,39,1.345,2,w1118,m,2,1
86.31,304.27,39,1.345,2,w1118,m,2,1
75.65,281.86,39,1.345,2,w1118,m,2,1
73.78,329.1,39,1.345,2,w1118,m,2,1
46.54,267.28,39,1.345,2,w1118,m,2,1
45.79,237.63,39,1.345,2,w1118,m,2,1
13.48,241.17,39,1.345,2,w1118,m,2,1
13.47,301.42,39,1.345,2,w1118,m,2,1
11.68,284.24,39,1.345,2,w1118,m,2,1
112.54,234.95,40,1.379,2,w1118,m,2,1
88.49,304.23,40,1.379,2,w1118,m,2,1
74.81,328.97,40,1.379,2,w1118,m,2,1
73.79,281.83,40,1.379,2,w1118,m,2,1
52.37,236.89,40,1.379,2,w1118,m,2,1
44.77,267.03,40,1.379,2,w1118,m,2,1
19.7,302.19,40,1.379,2,w1118,m,2,1
13.88,241.21,40,1.379,2,w1118,m,2,1
11.51,283.14,40,1.379,2,w1118,m,2,1
114.17,235.14,41,1.414,2,w1118,m,2,1
90.65,304.34,41,1.414,2,w1118,m,2,1
80.62,328.78,41,1.414,2,w1118,m,2,1
76.69,281.08,41,1.414,2,w1118,m,2,1
53.25,237.71,41,1.414,2,w1118,m,2,1
47.79,266.26,41,1.414,2,w1118,m,2,1
20.01,301.9,41,1.414,2,w1118,m,2,1
13.53,241.7,41,1.414,2,w1118,m,2,1
10.9,281.87,41,1.414,2,w1118,m,2,1
115.33,235.56,42,1.448,2,w1118,m,2,1
94.21,304.02,42,1.448,2,w1118,m,2,1
82.68,328.79,42,1.448,2,w1118,m,2,1
78.72,280.92,42,1.448,2,w1118,m,2,1
55.51,265.14,42,1.448,2,w1118,m,2,1
49.05,237.79,42,1.448,2,w1118,m,2,1
20.57,302.03,42,1.448,2,w1118,m,2,1
13.56,241.79,42,1.448,2,w1118,m,2,1
10.49,278.93,42,1.448,2,w1118,m,2,1
115.58,235.61,43,1.483,2,w1118,m,2,1
96.33,303.97,43,1.483,2,w1118,m,2,1
85.6,328.98,43,1.483,2,w1118,m,2,1
85.37,280.29,43,1.483,2,w1118,m,2,1
55.66,264.97,43,1.483,2,w1118,m,2,1
50.91,237.5,43,1.483,2,w1118,m,2,1
20.19,302.09,43,1.483,2,w1118,m,2,1
18.71,240.3,43,1.483,2,w1118,m,2,1
10.28,275.1,43,1.483,2,w1118,m,2,1
115.71,235.93,44,1.517,2,w1118,m,2,1
96.72,304.33,44,1.517,2,w1118,m,2,1
86.69,328.79,44,1.517,2,w1118,m,2,1
82.81,279.95,44,1.517,2,w1118,m,2,1
55.87,264.44,44,1.517,2,w1118,m,2,1
52.78,236.88,44,1.517,2,w1118,m,2,1
20.28,302.64,44,1.517,2,w1118,m,2,1
19.59,239.96,44,1.517,2,w1118,m,2,1
9.86,274.72,44,1.517,2,w1118,m,2,1
115.81,235.92,45,1.552,2,w1118,m,2,1
98.75,304.69,45,1.552,2,w1118,m,2,1
89.54,328.72,45,1.552,2,w1118,m,2,1
85.74,278.94,45,1.552,2,w1118,m,2,1
58.8,263.44,45,1.552,2,w1118,m,2,1
58.73,238.88,45,1.552,2,w1118,m,2,1
21.06,302.78,45,1.552,2,w1118,m,2,1
19.88,239.98,45,1.552,2,w1118,m,2,1
9.08,268.44,45,1.552,2,w1118,m,2,1
118.45,236.68,46,1.586,2,w1118,m,2,1
101.66,304.27,46,1.586,2,w1118,m,2,1
91.5,328.42,46,1.586,2,w1118,m,2,1
88.74,279.14,46,1.586,2,w1118,m,2,1
59.77,263.25,46,1.586,2,w1118,m,2,1
58.75,238.82,46,1.586,2,w1118,m,2,1
24.71,303.14,46,1.586,2,w1118,m,2,1
20.79,239.75,46,1.586,2,w1118,m,2,1
8.46,266.89,46,1.586,2,w1118,m,2,1
119.41,236.73,47,1.621,2,w1118,m,2,1
102.81,304.28,47,1.621,2,w1118,m,2,1
94.66,279.01,47,1.621,2,w1118,m,2,1
94.3,328.47,47,1.621,2,w1118,m,2,1
59.86,263.24,47,1.621,2,w1118,m,2,1
59.7,238.79,47,1.621,2,w1118,m,2,1
26.77,303.57,47,1.621,2,w1118,m,2,1
20.93,239.35,47,1.621,2,w1118,m,2,1
8.05,262.45,47,1.621,2,w1118,m,2,1
119.64,236.97,48,1.655,2,w1118,m,2,1
105.71,304.89,48,1.655,2,w1118,m,2,1
95.68,277.93,48,1.655,2,w1118,m,2,1
95.49,328.35,48,1.655,2,w1118,m,2,1
60.81,263.18,48,1.655,2,w1118,m,2,1
60.65,238.88,48,1.655,2,w1118,m,2,1
27.72,303.97,48,1.655,2,w1118,m,2,1
21.11,239.29,48,1.655,2,w1118,m,2,1
7.6,261.11,48,1.655,2,w1118,m,2,1
121.45,237.66,49,1.69,2,w1118,m,2,1
108.65,305.12,49,1.69,2,w1118,m,2,1
97.69,277.07,49,1.69,2,w1118,m,2,1
97.61,328.29,49,1.69,2,w1118,m,2,1
64.36,239.14,49,1.69,2,w1118,m,2,1
61.74,262.95,49,1.69,2,w1118,m,2,1
28.75,304.32,49,1.69,2,w1118,m,2,1
24.02,239.13,49,1.69,2,w1118,m,2,1
7.09,259.82,49,1.69,2,w1118,m,2,1
122.45,238.0,50,1.724,2,w1118,m,2,1
110.7,304.83,50,1.724,2,w1118,m,2,1
99.7,277.09,50,1.724,2,w1118,m,2,1
98.71,328.17,50,1.724,2,w1118,m,2,1
66.24,262.24,50,1.724,2,w1118,m,2,1
63.73,238.9,50,1.724,2,w1118,m,2,1
30.69,304.38,50,1.724,2,w1118,m,2,1
25.84,239.04,50,1.724,2,w1118,m,2,1
6.9,256.18,50,1.724,2,w1118,m,2,1
122.73,237.89,51,1.759,2,w1118,m,2,1
112.71,305.35,51,1.759,2,w1118,m,2,1
102.54,328.36,51,1.759,2,w1118,m,2,1
100.71,277.25,51,1.759,2,w1118,m,2,1
66.48,262.11,51,1.759,2,w1118,m,2,1
65.7,238.85,51,1.759,2,w1118,m,2,1
34.61,304.86,51,1.759,2,w1118,m,2,1
28.68,238.89,51,1.759,2,w1118,m,2,1
6.7,255.13,51,1.759,2,w1118,m,2,1
124.44,238.63,52,1.793,2,w1118,m,2,1
113.87,305.61,52,1.793,2,w1118,m,2,1
106.52,275.32,52,1.793,2,w1118,m,2,1
104.47,328.21,52,1.793,2,w1118,m,2,1
66.73,238.72,52,1.793,2,w1118,m,2,1
65.63,262.22,52,1.793,2,w1118,m,2,1
35.67,305.23,52,1.793,2,w1118,m,2,1
29.68,238.76,52,1.793,2,w1118,m,2,1
5.99,253.21,52,1.793,2,w1118,m,2,1
123.76,238.31,53,1.828,2,w1118,m,2,1
116.74,305.4,53,1.828,2,w1118,m,2,1
105.7,275.21,53,1.828,2,w1118,m,2,1
105.58,328.35,53,1.828,2,w1118,m,2,1
65.8,238.97,53,1.828,2,w1118,m,2,1
64.67,262.31,53,1.828,2,w1118,m,2,1
56.72,234.23,53,1.828,2,w1118,m,2,1
37.61,305.99,53,1.828,2,w1118,m,2,1
29.91,238.26,53,1.828,2,w1118,m,2,1
5.76,251.88,53,1.828,2,w1118,m,2,1
127.62,239.6,54,1.862,2,w1118,m,2,1
118.82,305.06,54,1.862,2,w1118,m,2,1
108.55,327.92,54,1.862,2,w1118,m,2,1
107.7,275.25,54,1.862,2,w1118,m,2,1
67.42,262.0,54,1.862,2,w1118,m,2,1
66.86,238.75,54,1.862,2,w1118,m,2,1
57.74,234.23,54,1.862,2,w1118,m,2,1
36.74,306.08,54,1.862,2,w1118,m,2,1
35.3,238.35,54,1.862,2,w1118,m,2,1
5.9,250.98,54,1.862,2,w1118,m,2,1
127.65,239.01,55,1.897,2,w1118,m,2,1
120.88,305.7,55,1.897,2,w1118,m,2,1
111.69,274.91,55,1.897,2,w1118,m,2,1
110.56,328.29,55,1.897,2,w1118,m,2,1
71.67,238.04,55,1.897,2,w1118,m,2,1
67.44,261.99,55,1.897,2,w1118,m,2,1
57.88,234.18,55,1.897,2,w1118,m,2,1
37.78,306.25,55,1.897,2,w1118,m,2,1
36.56,238.08,55,1.897,2,w1118,m,2,1
6.55,250.93,55,1.897,2,w1118,m,2,1
128.73,238.96,56,1.931,2,w1118,m,2,1
123.72,305.9,56,1.931,2,w1118,m,2,1
115.28,273.34,56,1.931,2,w1118,m,2,1
108.78,328.03,56,1.931,2,w1118,m,2,1
72.71,237.61,56,1.931,2,w1118,m,2,1
67.52,262.02,56,1.931,2,w1118,m,2,1
58.0,234.23,56,1.931,2,w1118,m,2,1
40.61,306.94,56,1.931,2,w1118,m,2,1
36.71,237.95,56,1.931,2,w1118,m,2,1
5.79,251.73,56,1.931,2,w1118,m,2,1
131.68,240.01,57,1.966,2,w1118,m,2,1
125.74,305.6,57,1.966,2,w1118,m,2,1
111.84,273.88,57,1.966,2,w1118,m,2,1
110.84,328.02,57,1.966,2,w1118,m,2,1
73.73,238.03,57,1.966,2,w1118,m,2,1
63.76,262.39,57,1.966,2,w1118,m,2,1
58.88,234.37,57,1.966,2,w1118,m,2,1
41.68,307.19,57,1.966,2,w1118,m,2,1
38.64,237.87,57,1.966,2,w1118,m,2,1
7.46,249.94,57,1.966,2,w1118,m,2,1
131.85,240.05,58,2.0,2,w1118,m,2,1
127.8,305.12,58,2.0,2,w1118,m,2,1
114.86,273.25,58,2.0,2,w1118,m,2,1
111.88,327.8,58,2.0,2,w1118,m,2,1
73.7,237.77,58,2.0,2,w1118,m,2,1
63.75,262.37,58,2.0,2,w1118,m,2,1
58.96,234.27,58,2.0,2,w1118,m,2,1
43.65,307.75,58,2.0,2,w1118,m,2,1
40.63,237.93,58,2.0,2,w1118,m,2,1
7.64,249.19,58,2.0,2,w1118,m,2,1
133.76,240.23,59,2.034,2,w1118,m,2,1
130.68,305.44,59,2.034,2,w1118,m,2,1
116.79,273.84,59,2.034,2,w1118,m,2,1
113.88,328.02,59,2.034,2,w1118,m,2,1
72.91,237.86,59,2.034,2,w1118,m,2,1
63.77,262.25,59,2.034,2,w1118,m,2,1
59.09,234.28,59,2.034,2,w1118,m,2,1
43.73,308.03,59,2.034,2,w1118,m,2,1
41.7,237.77,59,2.034,2,w1118,m,2,1
7.62,249.14,59,2.034,2,w1118,m,2,1
136.7,240.94,60,2.069,2,w1118,m,2,1
132.71,305.21,60,2.069,2,w1118,m,2,1
124.35,271.32,60,2.069,2,w1118,m,2,1
119.61,327.34,60,2.069,2,w1118,m,2,1
74.78,237.34,60,2.069,2,w1118,m,2,1
64.69,262.07,60,2.069,2,w1118,m,2,1
59.1,234.33,60,2.069,2,w1118,m,2,1
45.65,308.77,60,2.069,2,w1118,m,2,1
41.77,237.62,60,2.069,2,w1118,m,2,1
5.61,251.53,60,2.069,2,w1118,m,2,1
138.75,241.82,61,2.103,2,w1118,m,2,1
136.62,304.27,61,2.103,2,w1118,m,2,1
122.69,270.87,61,2.103,2,w1118,m,2,1
121.59,327.27,61,2.103,2,w1118,m,2,1
75.81,237.17,61,2.103,2,w1118,m,2,1
64.79,261.92,61,2.103,2,w1118,m,2,1
59.2,234.17,61,2.103,2,w1118,m,2,1
46.63,308.85,61,2.103,2,w1118,m,2,1
41.11,237.42,61,2.103,2,w1118,m,2,1
7.44,249.2,61,2.103,2,w1118,m,2,1
139.62,242.03,62,2.138,2,w1118,m,2,1
138.69,304.66,62,2.138,2,w1118,m,2,1
124.84,271.3,62,2.138,2,w1118,m,2,1
124.44,326.93,62,2.138,2,w1118,m,2,1
76.83,236.98,62,2.138,2,w1118,m,2,1
69.59,261.07,62,2.138,2,w1118,m,2,1
59.21,234.19,62,2.138,2,w1118,m,2,1
46.71,308.88,62,2.138,2,w1118,m,2,1
43.02,237.14,62,2.138,2,w1118,m,2,1
6.79,250.29,62,2.138,2,w1118,m,2,1
140.79,242.87,63,2.172,2,w1118,m,2,1
140.75,304.96,63,2.172,2,w1118,m,2,1
126.88,271.41,63,2.172,2,w1118,m,2,1
126.51,326.82,63,2.172,2,w1118,m,2,1
78.91,237.08,63,2.172,2,w1118,m,2,1
67.78,261.03,63,2.172,2,w1118,m,2,1
59.87,234.21,63,2.172,2,w1118,m,2,1
47.76,309.14,63,2.172,2,w1118,m,2,1
44.82,237.11,63,2.172,2,w1118,m,2,1
6.57,250.0,63,2.172,2,w1118,m,2,1
142.73,304.68,64,2.207,2,w1118,m,2,1
142.71,244.02,64,2.207,2,w1118,m,2,1
128.84,270.24,64,2.207,2,w1118,m,2,1
126.78,326.7,64,2.207,2,w1118,m,2,1
80.75,236.79,64,2.207,2,w1118,m,2,1
71.65,260.74,64,2.207,2,w1118,m,2,1
60.78,234.24,64,2.207,2,w1118,m,2,1
48.72,309.11,64,2.207,2,w1118,m,2,1
46.76,236.78,64,2.207,2,w1118,m,2,1
6.53,249.75,64,2.207,2,w1118,m,2,1
145.76,246.69,65,2.241,2,w1118,m,2,1
145.67,304.32,65,2.241,2,w1118,m,2,1
130.79,269.02,65,2.241,2,w1118,m,2,1
129.71,326.31,65,2.241,2,w1118,m,2,1
81.06,236.39,65,2.241,2,w1118,m,2,1
74.63,261.0,65,2.241,2,w1118,m,2,1
60.91,234.14,65,2.241,2,w1118,m,2,1
49.79,309.71,65,2.241,2,w1118,m,2,1
47.74,236.87,65,2.241,2,w1118,m,2,1
6.6,249.41,65,2.241,2,w1118,m,2,1
146.72,305.14,66,2.276,2,w1118,m,2,1
144.7,246.03,66,2.276,2,w1118,m,2,1
132.87,268.89,66,2.276,2,w1118,m,2,1
131.69,326.12,66,2.276,2,w1118,m,2,1
82.93,236.4,66,2.276,2,w1118,m,2,1
74.73,260.99,66,2.276,2,w1118,m,2,1
60.99,234.06,66,2.276,2,w1118,m,2,1
50.78,309.92,66,2.276,2,w1118,m,2,1
48.73,236.79,66,2.276,2,w1118,m,2,1
6.72,250.27,66,2.276,2,w1118,m,2,1
150.61,305.24,67,2.31,2,w1118,m,2,1
146.52,248.87,67,2.31,2,w1118,m,2,1
134.86,269.37,67,2.31,2,w1118,m,2,1
133.62,326.1,67,2.31,2,w1118,m,2,1
84.0,236.25,67,2.31,2,w1118,m,2,1
76.76,261.93,67,2.31,2,w1118,m,2,1
61.27,234.14,67,2.31,2,w1118,m,2,1
51.88,310.09,67,2.31,2,w1118,m,2,1
51.51,236.71,67,2.31,2,w1118,m,2,1
7.52,249.75,67,2.31,2,w1118,m,2,1
150.83,304.75,68,2.345,2,w1118,m,2,1
146.84,250.64,68,2.345,2,w1118,m,2,1
142.15,267.39,68,2.345,2,w1118,m,2,1
134.67,325.92,68,2.345,2,w1118,m,2,1
85.07,236.27,68,2.345,2,w1118,m,2,1
81.48,264.94,68,2.345,2,w1118,m,2,1
62.26,234.33,68,2.345,2,w1118,m,2,1
54.66,311.0,68,2.345,2,w1118,m,2,1
51.65,236.78,68,2.345,2,w1118,m,2,1
6.7,249.28,68,2.345,2,w1118,m,2,1
155.55,304.69,69,2.379,2,w1118,m,2,1
146.59,250.0,69,2.379,2,w1118,m,2,1
140.7,267.1,69,2.379,2,w1118,m,2,1
135.75,325.84,69,2.379,2,w1118,m,2,1
87.02,236.21,69,2.379,2,w1118,m,2,1
79.72,263.92,69,2.379,2,w1118,m,2,1
65.78,235.23,69,2.379,2,w1118,m,2,1
55.66,311.14,69,2.379,2,w1118,m,2,1
52.59,236.67,69,2.379,2,w1118,m,2,1
6.82,249.22,69,2.379,2,w1118,m,2,1
156.64,305.31,70,2.414,2,w1118,m,2,1
146.56,251.08,70,2.414,2,w1118,m,2,1
144.65,266.13,70,2.414,2,w1118,m,2,1
135.82,325.8,70,2.414,2,w1118,m,2,1
88.77,235.84,70,2.414,2,w1118,m,2,1
79.79,264.09,70,2.414,2,w1118,m,2,1
56.72,311.72,70,2.414,2,w1118,m,2,1
53.35,236.57,70,2.414,2,w1118,m,2,1
7.73,249.12,70,2.414,2,w1118,m,2,1
156.82,305.64,71,2.448,2,w1118,m,2,1
147.7,252.97,71,2.448,2,w1118,m,2,1
146.68,267.06,71,2.448,2,w1118,m,2,1
137.82,325.68,71,2.448,2,w1118,m,2,1
89.76,235.62,71,2.448,2,w1118,m,2,1
82.35,265.94,71,2.448,2,w1118,m,2,1
65.77,235.35,71,2.448,2,w1118,m,2,1
57.73,311.96,71,2.448,2,w1118,m,2,1
52.75,236.31,71,2.448,2,w1118,m,2,1
8.65,249.73,71,2.448,2,w1118,m,2,1
157.87,305.53,72,2.483,2,w1118,m,2,1
148.64,267.07,72,2.483,2,w1118,m,2,1
147.83,254.09,72,2.483,2,w1118,m,2,1
142.62,325.01,72,2.483,2,w1118,m,2,1
90.82,235.73,72,2.483,2,w1118,m,2,1
82.45,265.86,72,2.483,2,w1118,m,2,1
65.91,235.31,72,2.483,2,w1118,m,2,1
58.73,312.18,72,2.483,2,w1118,m,2,1
52.85,236.04,72,2.483,2,w1118,m,2,1
9.57,249.72,72,2.483,2,w1118,m,2,1
163.48,305.67,73,2.517,2,w1118,m,2,1
150.63,266.15,73,2.517,2,w1118,m,2,1
148.82,256.87,73,2.517,2,w1118,m,2,1
144.66,324.8,73,2.517,2,w1118,m,2,1
91.92,235.79,73,2.517,2,w1118,m,2,1
82.9,265.81,73,2.517,2,w1118,m,2,1
66.16,235.4,73,2.517,2,w1118,m,2,1
61.63,312.82,73,2.517,2,w1118,m,2,1
53.46,236.08,73,2.517,2,w1118,m,2,1
9.73,249.06,73,2.517,2,w1118,m,2,1
165.53,306.09,74,2.552,2,w1118,m,2,1
148.65,257.0,74,2.552,2,w1118,m,2,1
143.04,325.02,74,2.552,2,w1118,m,2,1
97.61,235.71,74,2.552,2,w1118,m,2,1
83.56,266.05,74,2.552,2,w1118,m,2,1
61.74,312.93,74,2.552,2,w1118,m,2,1
53.77,235.92,74,2.552,2,w1118,m,2,1
12.66,249.83,74,2.552,2,w1118,m,2,1
166.66,306.45,75,2.586,2,w1118,m,2,1
149.66,258.72,75,2.586,2,w1118,m,2,1
149.48,324.35,75,2.586,2,w1118,m,2,1
99.65,235.93,75,2.586,2,w1118,m,2,1
90.44,270.63,75,2.586,2,w1118,m,2,1
62.72,313.28,75,2.586,2,w1118,m,2,1
54.03,235.73,75,2.586,2,w1118,m,2,1
18.52,251.56,75,2.586,2,w1118,m,2,1
168.65,306.22,76,2.621,2,w1118,m,2,1
157.71,266.04,76,2.621,2,w1118,m,2,1
150.63,323.93,76,2.621,2,w1118,m,2,1
150.28,259.95,76,2.621,2,w1118,m,2,1
100.66,235.71,76,2.621,2,w1118,m,2,1
90.66,270.66,76,2.621,2,w1118,m,2,1
63.83,313.6,76,2.621,2,w1118,m,2,1
54.56,235.44,76,2.621,2,w1118,m,2,1
18.78,251.12,76,2.621,2,w1118,m,2,1
169.77,306.23,77,2.655,2,w1118,m,2,1
156.82,265.89,77,2.655,2,w1118,m,2,1
151.64,324.02,77,2.655,2,w1118,m,2,1
150.58,260.83,77,2.655,2,w1118,m,2,1
90.18,270.16,77,2.655,2,w1118,m,2,1
65.73,313.94,77,2.655,2,w1118,m,2,1
54.81,235.41,77,2.655,2,w1118,m,2,1
19.66,250.7,77,2.655,2,w1118,m,2,1
171.68,307.26,78,2.69,2,w1118,m,2,1
162.47,264.12,78,2.69,2,w1118,m,2,1
150.91,262.02,78,2.69,2,w1118,m,2,1
150.75,324.08,78,2.69,2,w1118,m,2,1
98.83,235.28,78,2.69,2,w1118,m,2,1
90.61,270.33,78,2.69,2,w1118,m,2,1
70.43,314.92,78,2.69,2,w1118,m,2,1
19.8,250.73,78,2.69,2,w1118,m,2,1
174.68,307.95,79,2.724,2,w1118,m,2,1
159.96,264.22,79,2.724,2,w1118,m,2,1
152.72,324.04,79,2.724,2,w1118,m,2,1
99.97,235.33,79,2.724,2,w1118,m,2,1
90.67,270.24,79,2.724,2,w1118,m,2,1
68.89,314.91,79,2.724,2,w1118,m,2,1
19.98,251.31,79,2.724,2,w1118,m,2,1
178.36,307.85,80,2.759,2,w1118,m,2,1
161.77,265.0,80,2.759,2,w1118,m,2,1
154.66,269.99,80,2.759,2,w1118,m,2,1
153.76,323.96,80,2.759,2,w1118,m,2,1
104.68,235.13,80,2.759,2,w1118,m,2,1
90.69,270.21,80,2.759,2,w1118,m,2,1
70.71,316.1,80,2.759,2,w1118,m,2,1
22.71,251.11,80,2.759,2,w1118,m,2,1
181.3,308.1,81,2.793,2,w1118,m,2,1
163.86,265.35,81,2.793,2,w1118,m,2,1
154.82,323.72,81,2.793,2,w1118,m,2,1
154.79,269.9,81,2.793,2,w1118,m,2,1
106.73,234.96,81,2.793,2,w1118,m,2,1
90.86,269.94,81,2.793,2,w1118,m,2,1
73.62,316.76,81,2.793,2,w1118,m,2,1
69.51,235.04,81,2.793,2,w1118,m,2,1
23.79,251.3,81,2.793,2,w1118,m,2,1
179.86,308.83,82,2.828,2,w1118,m,2,1
165.75,263.84,82,2.828,2,w1118,m,2,1
158.74,322.83,82,2.828,2,w1118,m,2,1
155.72,270.99,82,2.828,2,w1118,m,2,1
106.7,235.07,82,2.828,2,w1118,m,2,1
90.89,269.88,82,2.828,2,w1118,m,2,1
74.67,316.83,82,2.828,2,w1118,m,2,1
69.52,235.1,82,2.828,2,w1118,m,2,1
25.72,251.4,82,2.828,2,w1118,m,2,1
185.34,309.84,83,2.862,2,w1118,m,2,1
166.71,262.71,83,2.862,2,w1118,m,2,1
162.55,322.35,83,2.862,2,w1118,m,2,1
156.86,273.06,83,2.862,2,w1118,m,2,1
104.81,235.04,83,2.862,2,w1118,m,2,1
90.85,269.94,83,2.862,2,w1118,m,2,1
75.7,317.24,83,2.862,2,w1118,m,2,1
70.21,234.88,83,2.862,2,w1118,m,2,1
27.7,252.05,83,2.862,2,w1118,m,2,1
184.73,309.25,84,2.897,2,w1118,m,2,1
168.85,262.28,84,2.897,2,w1118,m,2,1
164.57,322.1,84,2.897,2,w1118,m,2,1
157.88,274.9,84,2.897,2,w1118,m,2,1
105.86,234.76,84,2.897,2,w1118,m,2,1
90.89,269.92,84,2.897,2,w1118,m,2,1
77.69,317.78,84,2.897,2,w1118,m,2,1
70.14,234.9,84,2.897,2,w1118,m,2,1
28.85,251.79,84,2.897,2,w1118,m,2,1
