y,x,frame,t,vial,geno,sex,day,rep
251.65,119.28,112,3.862,1,w1118,m,2,1
231.8,89.95,112,3.862,1,w1118,m,2,1
214.85,87.92,112,3.862,1,w1118,m,2,1
205.62,142.72,112,3.862,1,w1118,m,2,1
164.7,125.17,112,3.862,1,w1118,m,2,1
147.79,96.09,112,3.862,1,w1118,m,2,1
144.58,108.91,112,3.862,1,w1118,m,2,1
124.87,67.88,112,3.862,1,w1118,m,2,1
104.39,102.85,112,3.862,1,w1118,m,2,1
254.45,119.93,113,3.897,1,w1118,m,2,1
232.89,90.1,113,3.897,1,w1118,m,2,1
216.77,87.73,113,3.897,1,w1118,m,2,1
203.84,142.91,113,3.897,1,w1118,m,2,1
166.72,124.2,113,3.897,1,w1118,m,2,1
148.87,96.22,113,3.897,1,w1118,m,2,1
144.65,108.94,113,3.897,1,w1118,m,2,1
125.53,68.36,113,3.897,1,w1118,m,2,1
100.93,102.99,113,3.897,1,w1118,m,2,1
256.56,119.92,114,3.931,1,w1118,m,2,1
234.71,91.06,114,3.931,1,w1118,m,2,1
217.93,87.84,114,3.931,1,w1118,m,2,1
205.77,143.1,114,3.931,1,w1118,m,2,1
171.24,123.06,114,3.931,1,w1118,m,2,1
149.92,95.9,114,3.931,1,w1118,m,2,1
144.82,108.85,114,3.931,1,w1118,m,2,1
126.64,69.08,114,3.931,1,w1118,m,2,1
105.68,102.4,114,3.931,1,w1118,m,2,1
258.38,119.71,115,3.966,1,w1118,m,2,1
235.79,92.09,115,3.966,1,w1118,m,2,1
225.18,89.05,115,3.966,1,w1118,m,2,1
206.85,142.92,115,3.966,1,w1118,m,2,1
170.64,123.12,115,3.966,1,w1118,m,2,1
151.86,95.21,115,3.966,1,w1118,m,2,1
150.5,107.05,115,3.966,1,w1118,m,2,1
127.75,69.87,115,3.966,1,w1118,m,2,1
109.5,102.85,115,3.966,1,w1118,m,2,1
260.35,119.44,116,4.0,1,w1118,m,2,1
236.74,93.07,116,4.0,1,w1118,m,2,1
226.41,89.29,116,4.0,1,w1118,m,2,1
213.54,142.27,116,4.0,1,w1118,m,2,1
172.63,122.94,116,4.0,1,w1118,m,2,1
153.84,94.46,116,4.0,1,w1118,m,2,1
149.65,107.15,116,4.0,1,w1118,m,2,1
127.91,69.84,116,4.0,1,w1118,m,2,1
109.69,103.02,116,4.0,1,w1118,m,2,1
261.53,120.19,117,4.034,1,w1118,m,2,1
237.72,93.22,117,4.034,1,w1118,m,2,1
222.76,89.08,117,4.034,1,w1118,m,2,1
214.59,142.28,117,4.034,1,w1118,m,2,1
172.66,123.08,117,4.034,1,w1118,m,2,1
156.72,93.78,117,4.034,1,w1118,m,2,1
148.73,107.1,117,4.034,1,w1118,m,2,1
127.9,69.93,117,4.034,1,w1118,m,2,1
113.32,102.77,117,4.034,1,w1118,m,2,1
262.58,120.39,118,4.069,1,w1118,m,2,1
240.58,94.03,118,4.069,1,w1118,m,2,1
226.66,88.83,118,4.069,1,w1118,m,2,1
212.81,142.88,118,4.069,1,w1118,m,2,1
172.64,122.92,118,4.069,1,w1118,m,2,1
157.81,93.87,118,4.069,1,w1118,m,2,1
148.87,107.15,118,4.069,1,w1118,m,2,1
127.89,70.02,118,4.069,1,w1118,m,2,1
110.77,102.74,118,4.069,1,w1118,m,2,1
262.68,120.1,119,4.103,1,w1118,m,2,1
241.74,95.06,119,4.103,1,w1118,m,2,1
223.78,88.02,119,4.103,1,w1118,m,2,1
214.74,143.07,119,4.103,1,w1118,m,2,1
174.7,122.15,119,4.103,1,w1118,m,2,1
164.44,92.16,119,4.103,1,w1118,m,2,1
149.87,107.16,119,4.103,1,w1118,m,2,1
128.8,70.83,119,4.103,1,w1118,m,2,1
116.41,101.74,119,4.103,1,w1118,m,2,1
262.72,120.08,120,4.138,1,w1118,m,2,1
243.61,96.98,120,4.138,1,w1118,m,2,1
228.53,88.06,120,4.138,1,w1118,m,2,1
215.8,142.73,120,4.138,1,w1118,m,2,1
178.54,121.17,120,4.138,1,w1118,m,2,1
160.88,92.99,120,4.138,1,w1118,m,2,1
150.77,106.92,120,4.138,1,w1118,m,2,1
128.8,71.0,120,4.138,1,w1118,m,2,1
116.64,101.92,120,4.138,1,w1118,m,2,1
268.62,119.67,121,4.172,1,w1118,m,2,1
245.68,97.93,121,4.172,1,w1118,m,2,1
225.69,88.07,121,4.172,1,w1118,m,2,1
217.85,142.72,121,4.172,1,w1118,m,2,1
179.52,120.97,121,4.172,1,w1118,m,2,1
164.68,92.2,121,4.172,1,w1118,m,2,1
151.82,106.49,121,4.172,1,w1118,m,2,1
128.83,71.15,121,4.172,1,w1118,m,2,1
115.83,102.13,121,4.172,1,w1118,m,2,1
269.67,120.23,122,4.207,1,w1118,m,2,1
246.79,98.08,122,4.207,1,w1118,m,2,1
225.96,88.15,122,4.207,1,w1118,m,2,1
224.41,142.61,122,4.207,1,w1118,m,2,1
177.78,121.3,122,4.207,1,w1118,m,2,1
164.8,92.28,122,4.207,1,w1118,m,2,1
152.68,106.28,122,4.207,1,w1118,m,2,1
128.77,71.3,122,4.207,1,w1118,m,2,1
122.4,101.3,122,4.207,1,w1118,m,2,1
272.66,119.86,123,4.241,1,w1118,m,2,1
247.81,99.25,123,4.241,1,w1118,m,2,1
227.92,88.08,123,4.241,1,w1118,m,2,1
226.24,142.66,123,4.241,1,w1118,m,2,1
178.69,121.03,123,4.241,1,w1118,m,2,1
166.9,92.3,123,4.241,1,w1118,m,2,1
152.77,106.2,123,4.241,1,w1118,m,2,1
128.76,71.32,123,4.241,1,w1118,m,2,1
124.36,100.8,123,4.241,1,w1118,m,2,1
273.63,119.39,124,4.276,1,w1118,m,2,1
248.77,100.12,124,4.276,1,w1118,m,2,1
232.63,87.2,124,4.276,1,w1118,m,2,1
224.72,142.89,124,4.276,1,w1118,m,2,1
178.8,121.02,124,4.276,1,w1118,m,2,1
173.42,90.96,124,4.276,1,w1118,m,2,1
152.87,106.0,124,4.276,1,w1118,m,2,1
129.71,71.91,124,4.276,1,w1118,m,2,1
120.84,101.09,124,4.276,1,w1118,m,2,1
275.55,119.05,125,4.31,1,w1118,m,2,1
250.7,101.27,125,4.31,1,w1118,m,2,1
234.6,86.84,125,4.31,1,w1118,m,2,1
226.75,142.72,125,4.31,1,w1118,m,2,1
179.78,120.82,125,4.31,1,w1118,m,2,1
169.86,91.12,125,4.31,1,w1118,m,2,1
155.66,105.39,125,4.31,1,w1118,m,2,1
129.62,72.01,125,4.31,1,w1118,m,2,1
122.85,100.98,125,4.31,1,w1118,m,2,1
278.39,119.24,126,4.345,1,w1118,m,2,1
252.72,101.98,126,4.345,1,w1118,m,2,1
236.52,86.18,126,4.345,1,w1118,m,2,1
229.72,142.18,126,4.345,1,w1118,m,2,1
182.7,119.1,126,4.345,1,w1118,m,2,1
171.86,91.24,126,4.345,1,w1118,m,2,1
154.76,105.4,126,4.345,1,w1118,m,2,1
129.65,72.0,126,4.345,1,w1118,m,2,1
124.81,101.24,126,4.345,1,w1118,m,2,1
279.55,119.79,127,4.379,1,w1118,m,2,1
254.7,103.12,127,4.379,1,w1118,m,2,1
238.26,86.08,127,4.379,1,w1118,m,2,1
230.75,142.67,127,4.379,1,w1118,m,2,1
183.79,119.19,127,4.379,1,w1118,m,2,1
173.76,91.2,127,4.379,1,w1118,m,2,1
154.82,105.46,127,4.379,1,w1118,m,2,1
129.63,72.05,127,4.379,1,w1118,m,2,1
126.85,100.89,127,4.379,1,w1118,m,2,1
281.53,119.02,128,4.414,1,w1118,m,2,1
257.64,105.59,128,4.414,1,w1118,m,2,1
237.64,86.27,128,4.414,1,w1118,m,2,1
230.74,142.92,128,4.414,1,w1118,m,2,1
184.72,119.04,128,4.414,1,w1118,m,2,1
174.86,90.99,128,4.414,1,w1118,m,2,1
160.31,104.92,128,4.414,1,w1118,m,2,1
133.26,100.16,128,4.414,1,w1118,m,2,1
129.68,72.08,128,4.414,1,w1118,m,2,1
283.4,118.25,129,4.448,1,w1118,m,2,1
256.67,104.98,129,4.448,1,w1118,m,2,1
239.64,86.1,129,4.448,1,w1118,m,2,1
232.74,142.85,129,4.448,1,w1118,m,2,1
189.47,116.87,129,4.448,1,w1118,m,2,1
175.92,90.95,129,4.448,1,w1118,m,2,1
155.82,105.46,129,4.448,1,w1118,m,2,1
134.49,100.14,129,4.448,1,w1118,m,2,1
129.67,71.94,129,4.448,1,w1118,m,2,1
284.61,118.1,130,4.483,1,w1118,m,2,1
257.64,105.07,130,4.483,1,w1118,m,2,1
237.87,85.68,130,4.483,1,w1118,m,2,1
235.67,142.43,130,4.483,1,w1118,m,2,1
187.72,117.12,130,4.483,1,w1118,m,2,1
183.31,89.84,130,4.483,1,w1118,m,2,1
155.86,105.41,130,4.483,1,w1118,m,2,1
132.74,100.08,130,4.483,1,w1118,m,2,1
129.67,72.08,130,4.483,1,w1118,m,2,1
286.5,118.34,131,4.517,1,w1118,m,2,1
258.65,105.38,131,4.517,1,w1118,m,2,1
239.71,84.77,131,4.517,1,w1118,m,2,1
237.69,142.06,131,4.517,1,w1118,m,2,1
187.74,117.02,131,4.517,1,w1118,m,2,1
184.47,89.96,131,4.517,1,w1118,m,2,1
155.85,105.32,131,4.517,1,w1118,m,2,1
138.33,100.27,131,4.517,1,w1118,m,2,1
129.68,72.07,131,4.517,1,w1118,m,2,1
288.41,118.22,132,4.552,1,w1118,m,2,1
259.68,106.29,132,4.552,1,w1118,m,2,1
243.63,83.86,132,4.552,1,w1118,m,2,1
239.59,142.4,132,4.552,1,w1118,m,2,1
188.77,116.94,132,4.552,1,w1118,m,2,1
181.71,91.06,132,4.552,1,w1118,m,2,1
155.87,105.38,132,4.552,1,w1118,m,2,1
140.44,99.95,132,4.552,1,w1118,m,2,1
129.02,71.79,132,4.552,1,w1118,m,2,1
286.75,118.16,133,4.586,1,w1118,m,2,1
260.86,107.13,133,4.586,1,w1118,m,2,1
244.6,83.78,133,4.586,1,w1118,m,2,1
240.72,142.38,133,4.586,1,w1118,m,2,1
189.85,116.88,133,4.586,1,w1118,m,2,1
184.66,90.08,133,4.586,1,w1118,m,2,1
155.85,105.38,133,4.586,1,w1118,m,2,1
136.87,99.85,133,4.586,1,w1118,m,2,1
128.98,71.82,133,4.586,1,w1118,m,2,1
292.21,116.5,134,4.621,1,w1118,m,2,1
261.91,107.06,134,4.621,1,w1118,m,2,1
244.73,83.92,134,4.621,1,w1118,m,2,1
242.64,142.25,134,4.621,1,w1118,m,2,1
194.64,114.95,134,4.621,1,w1118,m,2,1
184.81,89.73,134,4.621,1,w1118,m,2,1
155.88,105.4,134,4.621,1,w1118,m,2,1
141.69,99.31,134,4.621,1,w1118,m,2,1
129.65,72.06,134,4.621,1,w1118,m,2,1
291.73,116.97,135,4.655,1,w1118,m,2,1
263.79,107.31,135,4.655,1,w1118,m,2,1
244.87,83.68,135,4.655,1,w1118,m,2,1
244.57,142.2,135,4.655,1,w1118,m,2,1
193.63,114.94,135,4.655,1,w1118,m,2,1
191.42,88.97,135,4.655,1,w1118,m,2,1
155.83,105.4,135,4.655,1,w1118,m,2,1
140.81,99.22,135,4.655,1,w1118,m,2,1
129.65,72.05,135,4.655,1,w1118,m,2,1
293.72,117.22,136,4.69,1,w1118,m,2,1
265.75,108.13,136,4.69,1,w1118,m,2,1
246.46,141.82,136,4.69,1,w1118,m,2,1
245.95,82.94,136,4.69,1,w1118,m,2,1
195.68,114.14,136,4.69,1,w1118,m,2,1
187.87,90.05,136,4.69,1,w1118,m,2,1
161.22,104.99,136,4.69,1,w1118,m,2,1
141.95,99.33,136,4.69,1,w1118,m,2,1
129.67,72.07,136,4.69,1,w1118,m,2,1
295.72,117.18,137,4.724,1,w1118,m,2,1
266.71,108.86,137,4.724,1,w1118,m,2,1
247.81,82.23,137,4.724,1,w1118,m,2,1
242.89,142.87,137,4.724,1,w1118,m,2,1
196.61,113.93,137,4.724,1,w1118,m,2,1
189.92,89.95,137,4.724,1,w1118,m,2,1
155.87,105.42,137,4.724,1,w1118,m,2,1
144.83,98.75,137,4.724,1,w1118,m,2,1
129.7,72.05,137,4.724,1,w1118,m,2,1
293.92,116.9,138,4.759,1,w1118,m,2,1
267.77,109.03,138,4.759,1,w1118,m,2,1
249.7,81.97,138,4.759,1,w1118,m,2,1
248.59,142.71,138,4.759,1,w1118,m,2,1
196.78,114.13,138,4.759,1,w1118,m,2,1
196.36,88.08,138,4.759,1,w1118,m,2,1
155.89,105.38,138,4.759,1,w1118,m,2,1
145.92,98.2,138,4.759,1,w1118,m,2,1
129.71,72.04,138,4.759,1,w1118,m,2,1
300.47,115.31,139,4.793,1,w1118,m,2,1
269.72,108.98,139,4.793,1,w1118,m,2,1
250.75,81.91,139,4.793,1,w1118,m,2,1
250.66,142.41,139,4.793,1,w1118,m,2,1
197.79,113.97,139,4.793,1,w1118,m,2,1
192.75,88.45,139,4.793,1,w1118,m,2,1
155.91,105.4,139,4.793,1,w1118,m,2,1
151.61,97.09,139,4.793,1,w1118,m,2,1
129.67,72.06,139,4.793,1,w1118,m,2,1
300.67,115.79,140,4.828,1,w1118,m,2,1
271.72,109.24,140,4.828,1,w1118,m,2,1
252.63,142.33,140,4.828,1,w1118,m,2,1
251.83,82.0,140,4.828,1,w1118,m,2,1
202.48,112.14,140,4.828,1,w1118,m,2,1
193.86,88.89,140,4.828,1,w1118,m,2,1
161.3,104.88,140,4.828,1,w1118,m,2,1
148.78,96.81,140,4.828,1,w1118,m,2,1
129.65,72.09,140,4.828,1,w1118,m,2,1
302.61,115.77,141,4.862,1,w1118,m,2,1
272.67,109.99,141,4.862,1,w1118,m,2,1
255.6,80.76,141,4.862,1,w1118,m,2,1
254.54,141.91,141,4.862,1,w1118,m,2,1
199.77,113.01,141,4.862,1,w1118,m,2,1
195.78,88.78,141,4.862,1,w1118,m,2,1
155.92,105.21,141,4.862,1,w1118,m,2,1
149.81,96.84,141,4.862,1,w1118,m,2,1
129.68,72.09,141,4.862,1,w1118,m,2,1
303.63,115.98,142,4.897,1,w1118,m,2,1
277.42,111.71,142,4.897,1,w1118,m,2,1
254.73,141.93,142,4.897,1,w1118,m,2,1
254.71,80.74,142,4.897,1,w1118,m,2,1
201.77,112.03,142,4.897,1,w1118,m,2,1
197.73,87.7,142,4.897,1,w1118,m,2,1
155.89,105.23,142,4.897,1,w1118,m,2,1
155.55,95.89,142,4.897,1,w1118,m,2,1
129.69,72.11,142,4.897,1,w1118,m,2,1
303.72,116.14,143,4.931,1,w1118,m,2,1
275.71,110.98,143,4.931,1,w1118,m,2,1
260.44,79.12,143,4.931,1,w1118,m,2,1
256.61,142.22,143,4.931,1,w1118,m,2,1
202.86,111.99,143,4.931,1,w1118,m,2,1
198.82,87.33,143,4.931,1,w1118,m,2,1
161.42,105.02,143,4.931,1,w1118,m,2,1
157.53,95.07,143,4.931,1,w1118,m,2,1
129.68,72.09,143,4.931,1,w1118,m,2,1
303.76,116.25,144,4.966,1,w1118,m,2,1
278.65,111.01,144,4.966,1,w1118,m,2,1
262.27,78.89,144,4.966,1,w1118,m,2,1
257.7,142.05,144,4.966,1,w1118,m,2,1
204.69,111.93,144,4.966,1,w1118,m,2,1
199.82,87.05,144,4.966,1,w1118,m,2,1
161.42,104.97,144,4.966,1,w1118,m,2,1
155.67,95.25,144,4.966,1,w1118,m,2,1
129.04,71.83,144,4.966,1,w1118,m,2,1
30.5,267.07,0,0.0,2,w1118,m,2,1
17.74,301.99,0,0.0,2,w1118,m,2,1
12.84,327.52,0,0.0,2,w1118,m,2,1
10.5,307.31,0,0.0,2,w1118,m,2,1
10.02,240.0,0,0.0,2,w1118,m,2,1
8.84,288.05,0,0.0,2,w1118,m,2,1
8.54,275.84,0,0.0,2,w1118,m,2,1
31.53,266.61,1,0.034,2,w1118,m,2,1
18.65,305.73,1,0.034,2,w1118,m,2,1
11.29,238.38,1,0.034,2,w1118,m,2,1
10.54,308.2,1,0.034,2,w1118,m,2,1
9.22,286.05,1,0.034,2,w1118,m,2,1
8.41,274.9,1,0.034,2,w1118,m,2,1
31.98,265.13,2,0.069,2,w1118,m,2,1
19.01,307.05,2,0.069,2,w1118,m,2,1
13.39,327.64,2,0.069,2,w1118,m,2,1
11.58,239.94,2,0.069,2,w1118,m,2,1
11.3,309.32,2,0.069,2,w1118,m,2,1
11.17,269.73,2,0.069,2,w1118,m,2,1
9.59,286.14,2,0.069,2,w1118,m,2,1
39.21,262.85,3,0.103,2,w1118,m,2,1
19.02,310.88,3,0.103,2,w1118,m,2,1
13.56,327.25,3,0.103,2,w1118,m,2,1
12.46,238.99,3,0.103,2,w1118,m,2,1
10.37,269.25,3,0.103,2,w1118,m,2,1
9.53,308.95,3,0.103,2,w1118,m,2,1
8.93,286.92,3,0.103,2,w1118,m,2,1
42.5,261.3,4,0.138,2,w1118,m,2,1
19.0,313.89,4,0.138,2,w1118,m,2,1
13.63,325.76,4,0.138,2,w1118,m,2,1
11.82,239.03,4,0.138,2,w1118,m,2,1
9.45,268.99,4,0.138,2,w1118,m,2,1
8.84,285.84,4,0.138,2,w1118,m,2,1
7.66,308.43,4,0.138,2,w1118,m,2,1
41.77,259.97,5,0.172,2,w1118,m,2,1
19.53,316.62,5,0.172,2,w1118,m,2,1
13.89,324.93,5,0.172,2,w1118,m,2,1
12.78,291.68,5,0.172,2,w1118,m,2,1
12.61,238.17,5,0.172,2,w1118,m,2,1
10.71,314.23,5,0.172,2,w1118,m,2,1
9.65,267.02,5,0.172,2,w1118,m,2,1
9.51,282.25,5,0.172,2,w1118,m,2,1
44.79,259.03,6,0.207,2,w1118,m,2,1
19.85,314.16,6,0.207,2,w1118,m,2,1
13.89,324.85,6,0.207,2,w1118,m,2,1
13.12,291.78,6,0.207,2,w1118,m,2,1
12.74,238.22,6,0.207,2,w1118,m,2,1
10.67,316.83,6,0.207,2,w1118,m,2,1
9.99,281.97,6,0.207,2,w1118,m,2,1
9.84,263.01,6,0.207,2,w1118,m,2,1
8.21,272.79,6,0.207,2,w1118,m,2,1
7.76,308.23,6,0.207,2,w1118,m,2,1
48.77,258.13,7,0.241,2,w1118,m,2,1
20.08,314.9,7,0.241,2,w1118,m,2,1
12.71,291.77,7,0.241,2,w1118,m,2,1
10.95,239.02,7,0.241,2,w1118,m,2,1
10.4,282.28,7,0.241,2,w1118,m,2,1
10.02,317.16,7,0.241,2,w1118,m,2,1
9.7,260.04,7,0.241,2,w1118,m,2,1
7.51,307.24,7,0.241,2,w1118,m,2,1
7.42,271.08,7,0.241,2,w1118,m,2,1
49.85,256.18,8,0.276,2,w1118,m,2,1
20.12,314.94,8,0.276,2,w1118,m,2,1
12.42,291.72,8,0.276,2,w1118,m,2,1
10.85,238.78,8,0.276,2,w1118,m,2,1
10.17,281.1,8,0.276,2,w1118,m,2,1
9.42,319.03,8,0.276,2,w1118,m,2,1
8.71,256.4,8,0.276,2,w1118,m,2,1
7.0,270.97,8,0.276,2,w1118,m,2,1
6.94,306.94,8,0.276,2,w1118,m,2,1
52.9,255.14,9,0.31,2,w1118,m,2,1
20.15,315.01,9,0.31,2,w1118,m,2,1
12.8,238.11,9,0.31,2,w1118,m,2,1
12.63,291.65,9,0.31,2,w1118,m,2,1
9.68,280.06,9,0.31,2,w1118,m,2,1
8.41,253.11,9,0.31,2,w1118,m,2,1
8.05,307.11,9,0.31,2,w1118,m,2,1
6.92,270.23,9,0.31,2,w1118,m,2,1
60.51,253.29,10,0.345,2,w1118,m,2,1
24.49,316.24,10,0.345,2,w1118,m,2,1
13.78,237.78,10,0.345,2,w1118,m,2,1
13.49,322.94,10,0.345,2,w1118,m,2,1
12.91,291.66,10,0.345,2,w1118,m,2,1
10.66,304.07,10,0.345,2,w1118,m,2,1
9.05,278.36,10,0.345,2,w1118,m,2,1
8.68,251.07,10,0.345,2,w1118,m,2,1
6.29,269.84,10,0.345,2,w1118,m,2,1
61.61,251.84,11,0.379,2,w1118,m,2,1
23.73,315.89,11,0.379,2,w1118,m,2,1
14.68,237.23,11,0.379,2,w1118,m,2,1
13.69,322.01,11,0.379,2,w1118,m,2,1
12.18,291.84,11,0.379,2,w1118,m,2,1
10.62,303.03,11,0.379,2,w1118,m,2,1
8.64,277.23,11,0.379,2,w1118,m,2,1
7.61,249.02,11,0.379,2,w1118,m,2,1
5.64,268.82,11,0.379,2,w1118,m,2,1
64.45,250.11,12,0.414,2,w1118,m,2,1
27.53,315.94,12,0.414,2,w1118,m,2,1
14.12,237.01,12,0.414,2,w1118,m,2,1
12.79,322.67,12,0.414,2,w1118,m,2,1
12.65,302.93,12,0.414,2,w1118,m,2,1
12.1,292.38,12,0.414,2,w1118,m,2,1
8.54,276.26,12,0.414,2,w1118,m,2,1
7.46,246.88,12,0.414,2,w1118,m,2,1
6.5,267.7,12,0.414,2,w1118,m,2,1
66.52,249.22,13,0.448,2,w1118,m,2,1
28.63,316.03,13,0.448,2,w1118,m,2,1
19.62,237.12,13,0.448,2,w1118,m,2,1
19.49,298.72,13,0.448,2,w1118,m,2,1
18.96,324.44,13,0.448,2,w1118,m,2,1
11.48,292.68,13,0.448,2,w1118,m,2,1
7.98,277.73,13,0.448,2,w1118,m,2,1
7.75,246.98,13,0.448,2,w1118,m,2,1
6.67,266.98,13,0.448,2,w1118,m,2,1
69.5,248.31,14,0.483,2,w1118,m,2,1
31.37,316.25,14,0.483,2,w1118,m,2,1
20.62,297.98,14,0.483,2,w1118,m,2,1
20.56,237.04,14,0.483,2,w1118,m,2,1
19.88,324.42,14,0.483,2,w1118,m,2,1
11.0,292.88,14,0.483,2,w1118,m,2,1
8.01,275.82,14,0.483,2,w1118,m,2,1
7.72,247.02,14,0.483,2,w1118,m,2,1
6.04,267.7,14,0.483,2,w1118,m,2,1
66.87,248.8,15,0.517,2,w1118,m,2,1
30.8,315.87,15,0.517,2,w1118,m,2,1
20.76,236.98,15,0.517,2,w1118,m,2,1
20.15,298.98,15,0.517,2,w1118,m,2,1
19.92,324.47,15,0.517,2,w1118,m,2,1
10.46,293.15,15,0.517,2,w1118,m,2,1
9.34,267.33,15,0.517,2,w1118,m,2,1
7.15,245.88,15,0.517,2,w1118,m,2,1
68.92,247.88,16,0.552,2,w1118,m,2,1
32.79,315.81,16,0.552,2,w1118,m,2,1
21.78,324.95,16,0.552,2,w1118,m,2,1
20.93,237.03,16,0.552,2,w1118,m,2,1
20.92,298.06,16,0.552,2,w1118,m,2,1
13.96,320.89,16,0.552,2,w1118,m,2,1
9.96,293.85,16,0.552,2,w1118,m,2,1
7.86,244.8,16,0.552,2,w1118,m,2,1
7.33,272.09,16,0.552,2,w1118,m,2,1
70.96,247.19,17,0.586,2,w1118,m,2,1
36.68,315.26,17,0.586,2,w1118,m,2,1
27.54,293.98,17,0.586,2,w1118,m,2,1
23.84,325.1,17,0.586,2,w1118,m,2,1
21.81,236.8,17,0.586,2,w1118,m,2,1
14.13,320.94,17,0.586,2,w1118,m,2,1
12.53,242.79,17,0.586,2,w1118,m,2,1
10.59,266.23,17,0.586,2,w1118,m,2,1
9.41,294.55,17,0.586,2,w1118,m,2,1
72.9,246.06,18,0.621,2,w1118,m,2,1
37.82,314.65,18,0.621,2,w1118,m,2,1
26.88,294.31,18,0.621,2,w1118,m,2,1
26.76,325.35,18,0.621,2,w1118,m,2,1
23.69,236.97,18,0.621,2,w1118,m,2,1
14.22,319.92,18,0.621,2,w1118,m,2,1
12.61,242.22,18,0.621,2,w1118,m,2,1
12.33,267.0,18,0.621,2,w1118,m,2,1
8.97,295.05,18,0.621,2,w1118,m,2,1
74.88,244.98,19,0.655,2,w1118,m,2,1
42.62,314.19,19,0.655,2,w1118,m,2,1
28.81,326.07,19,0.655,2,w1118,m,2,1
27.78,294.91,19,0.655,2,w1118,m,2,1
24.69,237.05,19,0.655,2,w1118,m,2,1
14.14,318.76,19,0.655,2,w1118,m,2,1
13.44,241.71,19,0.655,2,w1118,m,2,1
13.37,267.3,19,0.655,2,w1118,m,2,1
8.19,295.94,19,0.655,2,w1118,m,2,1
77.9,244.22,20,0.69,2,w1118,m,2,1
42.72,314.16,20,0.69,2,w1118,m,2,1
35.52,326.45,20,0.69,2,w1118,m,2,1
34.63,291.52,20,0.69,2,w1118,m,2,1
26.72,236.93,20,0.69,2,w1118,m,2,1
18.86,241.94,20,0.69,2,w1118,m,2,1
14.19,316.73,20,0.69,2,w1118,m,2,1
7.57,296.69,20,0.69,2,w1118,m,2,1
83.49,241.88,21,0.724,2,w1118,m,2,1
44.8,313.64,21,0.724,2,w1118,m,2,1
34.76,291.25,21,0.724,2,w1118,m,2,1
33.81,326.61,21,0.724,2,w1118,m,2,1
27.67,236.94,21,0.724,2,w1118,m,2,1
19.75,241.86,21,0.724,2,w1118,m,2,1
19.55,267.72,21,0.724,2,w1118,m,2,1
14.28,315.31,21,0.724,2,w1118,m,2,1
7.95,265.49,21,0.724,2,w1118,m,2,1
7.07,297.56,21,0.724,2,w1118,m,2,1
84.6,241.05,22,0.759,2,w1118,m,2,1
46.79,313.14,22,0.759,2,w1118,m,2,1
38.59,289.87,22,0.759,2,w1118,m,2,1
35.93,326.83,22,0.759,2,w1118,m,2,1
29.72,236.82,22,0.759,2,w1118,m,2,1
19.72,240.97,22,0.759,2,w1118,m,2,1
19.09,268.12,22,0.759,2,w1118,m,2,1
15.03,308.78,22,0.759,2,w1118,m,2,1
8.53,263.04,22,0.759,2,w1118,m,2,1
6.64,298.07,22,0.759,2,w1118,m,2,1
84.85,240.41,23,0.793,2,w1118,m,2,1
49.69,312.92,23,0.793,2,w1118,m,2,1
40.59,289.59,23,0.793,2,w1118,m,2,1
37.91,327.01,23,0.793,2,w1118,m,2,1
30.83,236.89,23,0.793,2,w1118,m,2,1
19.94,267.69,23,0.793,2,w1118,m,2,1
19.85,241.04,23,0.793,2,w1118,m,2,1
14.52,307.03,23,0.793,2,w1118,m,2,1
8.74,262.27,23,0.793,2,w1118,m,2,1
5.87,298.9,23,0.793,2,w1118,m,2,1
86.86,240.08,24,0.828,2,w1118,m,2,1
52.58,312.1,24,0.828,2,w1118,m,2,1
45.35,327.69,24,0.828,2,w1118,m,2,1
43.27,288.92,24,0.828,2,w1118,m,2,1
32.8,236.81,24,0.828,2,w1118,m,2,1
26.62,268.94,24,0.828,2,w1118,m,2,1
20.79,240.35,24,0.828,2,w1118,m,2,1
14.53,305.02,24,0.828,2,w1118,m,2,1
8.76,261.99,24,0.828,2,w1118,m,2,1
5.76,300.01,24,0.828,2,w1118,m,2,1
88.85,238.42,25,0.862,2,w1118,m,2,1
52.83,311.92,25,0.862,2,w1118,m,2,1
45.51,288.06,25,0.862,2,w1118,m,2,1
42.93,327.28,25,0.862,2,w1118,m,2,1
34.77,236.96,25,0.862,2,w1118,m,2,1
26.66,269.04,25,0.862,2,w1118,m,2,1
22.74,240.06,25,0.862,2,w1118,m,2,1
14.49,304.08,25,0.862,2,w1118,m,2,1
8.85,261.04,25,0.862,2,w1118,m,2,1
6.09,300.06,25,0.862,2,w1118,m,2,1
89.81,237.85,26,0.897,2,w1118,m,2,1
54.84,311.86,26,0.897,2,w1118,m,2,1
48.53,288.23,26,0.897,2,w1118,m,2,1
44.96,327.33,26,0.897,2,w1118,m,2,1
35.88,236.93,26,0.897,2,w1118,m,2,1
28.68,269.04,26,0.897,2,w1118,m,2,1
23.87,239.9,26,0.897,2,w1118,m,2,1
9.36,258.29,26,0.897,2,w1118,m,2,1
6.47,300.78,26,0.897,2,w1118,m,2,1
91.11,237.68,27,0.931,2,w1118,m,2,1
57.74,311.21,27,0.931,2,w1118,m,2,1
49.62,288.87,27,0.931,2,w1118,m,2,1
47.86,327.88,27,0.931,2,w1118,m,2,1
37.81,236.79,27,0.931,2,w1118,m,2,1
30.65,269.02,27,0.931,2,w1118,m,2,1
