y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
278.51,85.22,536,42900,0.237,46.59,536,0.0,26,0.897,True,1.0
290.04,483.0,730,42900,0.327,49.36,730,0.0,26,0.897,True,3.0
294.89,104.35,761,42900,0.195,48.66,761,0.0,26,0.897,True,1.0
306.87,311.86,648,42900,0.29,45.9,648,0.0,26,0.897,True,2.0
308.22,451.68,662,42900,0.29,47.51,662,0.0,26,0.897,True,3.0
274.98,102.76,737,42900,0.24,46.82,737,0.0,26,0.897,True,1.0
341.21,431.73,767,42900,0.265,53.43,767,0.0,27,0.931,True,3.0
325.06,459.07,737,42900,0.378,53.66,737,0.0,27,0.931,True,3.0
331.06,269.02,766,42900,0.244,47.45,766,0.0,27,0.931,True,2.0
334.23,140.21,699,42900,0.269,49.52,699,0.0,27,0.931,True,1.0
336.63,239.44,701,42900,0.069,47.22,701,0.0,27,0.931,True,2.0
351.09,61.71,535,42900,0.222,38.92,535,0.0,27,0.931,True,1.0
323.9,236.79,665,42900,0.31,52.74,665,0.0,27,0.931,True,2.0
351.31,458.23,532,42900,0.16,45.6,532,0.0,27,0.931,True,3.0
351.61,131.82,786,42900,0.385,58.73,786,0.0,27,0.931,True,1.0
352.43,258.02,574,42900,0.328,43.07,574,0.0,27,0.931,True,2.0
353.06,114.99,686,42900,0.513,48.14,686,0.0,27,0.931,True,1.0
355.31,300.27,599,42900,0.278,42.38,599,0.0,27,0.931,True,2.0
361.13,117.74,243,42900,0.35,16.58,243,0.0,27,0.931,False,0.0
323.75,59.6,586,42900,0.252,44.22,586,0.0,27,0.931,True,1.0
350.88,439.05,573,42900,0.51,42.61,573,0.0,27,0.931,True,3.0
312.09,288.87,663,42900,0.306,43.53,663,0.0,27,0.931,True,2.0
72.78,423.19,642,42900,0.338,52.05,642,0.0,27,0.931,True,3.0
245.01,76.8,719,42900,0.284,49.06,719,0.0,27,0.931,True,1.0
254.01,494.05,659,42900,0.364,49.29,659,0.0,27,0.931,True,3.0
268.13,432.12,638,42900,0.31,46.06,638,0.0,27,0.931,True,3.0
270.6,237.68,719,42900,0.122,45.14,719,0.0,27,0.931,True,2.0
270.88,501.7,750,42900,0.225,50.67,750,0.0,27,0.931,True,3.0
313.85,327.88,607,42900,0.177,38.92,607,0.0,27,0.931,True,2.0
277.26,84.14,625,42900,0.299,48.83,625,0.0,27,0.931,True,1.0
288.99,482.87,728,42900,0.313,49.29,728,0.0,27,0.931,True,3.0
292.83,104.09,739,42900,0.185,48.37,739,0.0,27,0.931,True,1.0
297.92,120.18,747,42900,0.191,47.68,747,0.0,27,0.931,True,1.0
303.97,311.21,670,42900,0.33,44.91,670,0.0,27,0.931,True,2.0
310.91,451.42,689,42900,0.258,46.99,689,0.0,27,0.931,True,3.0
274.76,102.96,717,42900,0.162,51.13,717,0.0,27,0.931,True,1.0
323.07,459.13,748,42900,0.36,55.15,748,0.0,28,0.966,True,3.0
328.08,269.78,706,42900,0.323,46.79,706,0.0,28,0.966,True,2.0
333.97,239.25,773,42900,0.186,46.79,773,0.0,28,0.966,True,2.0
335.01,140.4,775,42900,0.267,49.05,775,0.0,28,0.966,True,1.0
341.21,431.78,772,42900,0.278,53.57,772,0.0,28,0.966,True,3.0
350.14,61.84,536,42900,0.264,38.2,536,0.0,28,0.966,True,1.0
351.82,437.99,546,42900,0.479,41.59,546,0.0,28,0.966,True,3.0
351.67,130.84,736,42900,0.388,57.64,736,0.0,28,0.966,True,1.0
352.36,257.18,530,42900,0.351,40.91,530,0.0,28,0.966,True,2.0
353.15,115.14,644,42900,0.491,48.14,644,0.0,28,0.966,True,1.0
355.18,300.16,586,42900,0.255,41.14,586,0.0,28,0.966,True,2.0
360.94,119.54,238,42900,0.339,17.4,238,0.0,28,0.966,False,0.0
321.99,236.85,654,42900,0.353,51.76,654,0.0,28,0.966,True,2.0
351.29,458.15,549,42900,0.198,47.01,549,0.0,28,0.966,True,3.0
321.1,59.15,619,42900,0.34,46.79,619,0.0,28,0.966,True,1.0
310.9,451.42,690,42900,0.262,47.24,690,0.0,28,0.966,True,3.0
309.2,287.42,602,42900,0.214,44.3,602,0.0,28,0.966,True,2.0
71.8,423.35,622,42900,0.3,48.6,622,0.0,28,0.966,True,3.0
243.98,76.68,719,42900,0.243,45.43,719,0.0,28,0.966,True,1.0
252.87,493.95,622,42900,0.373,46.79,622,0.0,28,0.966,True,3.0
262.86,435.12,593,42900,0.312,44.75,593,0.0,28,0.966,True,3.0
268.86,501.72,732,42900,0.212,48.37,732,0.0,28,0.966,True,3.0
272.93,103.26,719,42900,0.191,50.4,719,0.0,28,0.966,True,1.0
268.75,236.89,762,42900,0.058,47.24,762,0.0,28,0.966,True,2.0
287.1,482.27,706,42900,0.254,54.25,706,0.0,28,0.966,True,3.0
290.69,103.97,687,42900,0.139,46.79,687,0.0,28,0.966,True,1.0
291.27,120.89,635,42900,0.266,48.82,635,0.0,28,0.966,True,1.0
302.88,310.66,633,42900,0.246,45.2,633,0.0,28,0.966,True,2.0
308.19,328.2,591,42900,0.228,40.46,591,0.0,28,0.966,True,2.0
276.16,82.97,695,42900,0.33,46.79,695,0.0,28,0.966,True,1.0
341.2,431.77,781,42900,0.272,54.46,781,0.0,29,1.0,True,3.0
321.02,459.03,756,42900,0.375,56.91,756,0.0,29,1.0,True,3.0
330.0,269.26,763,42900,0.21,47.99,763,0.0,29,1.0,True,2.0
333.01,140.4,787,42900,0.279,49.77,787,0.0,29,1.0,True,1.0
332.7,239.39,719,42900,0.081,47.32,719,0.0,29,1.0,True,2.0
348.17,296.1,489,42900,0.487,38.84,489,0.0,29,1.0,True,2.0
355.21,299.97,558,42900,0.251,39.28,558,0.0,29,1.0,True,2.0
351.31,458.1,562,42900,0.177,49.33,562,0.0,29,1.0,True,3.0
351.65,61.25,538,42900,0.122,36.6,538,0.0,29,1.0,True,1.0
360.77,120.68,217,42900,0.376,16.29,217,0.0,29,1.0,False,0.0
352.35,256.23,537,42900,0.297,41.51,537,0.0,29,1.0,True,2.0
352.87,117.04,657,42900,0.516,49.33,657,0.0,29,1.0,True,1.0
320.91,236.71,633,42900,0.305,49.77,633,0.0,29,1.0,True,2.0
351.35,434.93,604,42900,0.434,43.75,604,0.0,29,1.0,True,3.0
320.98,58.88,641,42900,0.343,50.22,641,0.0,29,1.0,True,1.0
351.81,128.93,707,42900,0.442,53.79,707,0.0,29,1.0,True,1.0
308.19,451.71,665,42900,0.301,47.09,665,0.0,29,1.0,True,3.0
66.05,424.14,662,42900,0.367,48.21,662,0.0,29,1.0,True,3.0
242.87,76.16,697,42900,0.25,49.77,697,0.0,29,1.0,True,1.0
248.1,493.33,654,42900,0.306,49.55,654,0.0,29,1.0,True,3.0
312.92,287.93,654,42900,0.207,42.41,654,0.0,29,1.0,True,2.0
266.96,236.22,798,42900,0.156,46.65,798,0.0,29,1.0,True,2.0
266.84,501.34,755,42900,0.225,49.33,755,0.0,29,1.0,True,3.0
261.05,435.87,645,42900,0.348,45.53,645,0.0,29,1.0,True,3.0
273.06,81.26,644,42900,0.31,44.19,644,0.0,29,1.0,True,1.0
286.15,482.34,653,42900,0.187,51.78,653,0.0,29,1.0,True,3.0
287.86,103.59,745,42900,0.182,48.43,745,0.0,29,1.0,True,1.0
289.26,120.63,634,42900,0.221,47.76,634,0.0,29,1.0,True,1.0
299.9,309.82,656,42900,0.294,46.2,656,0.0,29,1.0,True,2.0
306.15,328.36,593,42900,0.237,39.51,593,0.0,29,1.0,True,2.0
272.05,103.35,719,42900,0.199,48.88,719,0.0,29,1.0,True,1.0
320.81,58.75,614,42900,0.301,48.24,614,0.0,30,1.034,True,1.0
328.06,269.72,761,42900,0.264,47.79,761,0.0,30,1.034,True,2.0
330.06,140.41,778,42900,0.274,50.47,778,0.0,30,1.034,True,1.0
330.83,239.17,734,42900,0.129,48.01,734,0.0,30,1.034,True,2.0
341.06,431.97,749,42900,0.297,52.48,749,0.0,30,1.034,True,3.0
348.31,294.93,515,42900,0.465,38.86,515,0.0,30,1.034,True,2.0
359.88,129.14,323,42900,0.427,23.9,323,0.0,30,1.034,False,0.0
351.38,433.01,615,42900,0.44,40.87,615,0.0,30,1.034,True,3.0
352.27,255.28,501,42900,0.274,39.3,501,0.0,30,1.034,True,2.0
351.58,458.02,557,42900,0.204,45.56,557,0.0,30,1.034,True,3.0
352.89,117.08,614,42900,0.515,48.46,614,0.0,30,1.034,True,1.0
355.12,299.93,548,42900,0.265,38.86,548,0.0,30,1.034,True,2.0
320.0,459.09,742,42900,0.357,54.94,742,0.0,30,1.034,True,3.0
349.91,62.08,604,42900,0.209,39.75,604,0.0,30,1.034,True,1.0
318.95,236.72,591,42900,0.274,45.56,591,0.0,30,1.034,True,2.0
352.13,126.87,646,42900,0.493,48.24,646,0.0,30,1.034,True,1.0
306.07,285.83,657,42900,0.304,43.55,657,0.0,30,1.034,True,2.0
308.19,451.69,667,42900,0.298,46.9,667,0.0,30,1.034,True,3.0
66.94,423.88,663,42900,0.351,49.35,663,0.0,30,1.034,True,3.0
237.22,75.2,638,42900,0.337,47.12,638,0.0,30,1.034,True,1.0
246.14,492.96,673,42900,0.361,56.72,673,0.0,30,1.034,True,3.0
263.25,235.81,695,42900,0.219,47.57,695,0.0,30,1.034,True,2.0
264.89,500.81,725,42900,0.247,48.68,725,0.0,30,1.034,True,3.0
260.78,435.7,663,42900,0.292,44.89,663,0.0,30,1.034,True,3.0
271.94,81.17,713,42900,0.318,46.0,713,0.0,30,1.034,True,1.0
279.3,480.29,552,42900,0.236,49.13,552,0.0,30,1.034,True,3.0
285.92,103.27,762,42900,0.208,49.13,762,0.0,30,1.034,True,1.0
287.28,120.81,658,42900,0.301,49.58,658,0.0,30,1.034,True,1.0
297.88,309.75,653,42900,0.284,46.67,653,0.0,30,1.034,True,2.0
304.29,328.4,552,42900,0.196,39.97,552,0.0,30,1.034,True,2.0
270.74,103.17,688,42900,0.181,48.68,688,0.0,30,1.034,True,1.0
341.06,432.02,750,42900,0.267,51.74,750,0.0,31,1.069,True,3.0
318.2,58.13,582,42900,0.323,44.18,582,0.0,31,1.069,True,1.0
328.07,269.21,771,42900,0.225,46.84,771,0.0,31,1.069,True,2.0
329.05,140.96,765,42900,0.345,51.95,765,0.0,31,1.069,True,1.0
328.98,238.85,763,42900,0.158,44.38,763,0.0,31,1.069,True,2.0
348.67,294.69,472,42900,0.479,37.84,472,0.0,31,1.069,True,2.0
360.07,128.14,299,42900,0.473,23.32,299,0.0,31,1.069,False,0.0
351.52,457.88,552,42900,0.187,46.02,552,0.0,31,1.069,True,3.0
351.98,125.02,676,42900,0.506,48.27,676,0.0,31,1.069,True,1.0
352.01,254.33,412,42900,0.282,37.02,412,0.0,31,1.069,True,2.0
351.71,429.28,576,42900,0.423,45.2,576,0.0,31,1.069,True,3.0
355.03,300.1,539,42900,0.214,39.47,539,0.0,31,1.069,True,2.0
317.16,236.73,579,42900,0.26,44.59,579,0.0,31,1.069,True,2.0
349.52,62.22,528,42900,0.127,36.81,528,0.0,31,1.069,True,1.0
315.23,459.07,618,42900,0.348,50.52,618,0.0,31,1.069,True,3.0
288.92,120.64,730,42900,0.211,44.79,730,0.0,31,1.069,True,1.0
303.26,285.17,602,42900,0.26,46.63,602,0.0,31,1.069,True,2.0
64.95,424.09,661,42900,0.376,49.7,661,0.0,31,1.069,True,3.0
238.82,75.23,707,42900,0.276,51.95,707,0.0,31,1.069,True,1.0
243.5,492.45,559,42900,0.252,50.93,559,0.0,31,1.069,True,3.0
307.51,451.74,562,42900,0.248,45.81,562,0.0,31,1.069,True,3.0
260.01,500.0,746,42900,0.32,47.04,746,0.0,31,1.069,True,3.0
261.18,235.5,728,42900,0.188,45.0,728,0.0,31,1.069,True,2.0
259.74,435.96,614,42900,0.267,43.97,614,0.0,31,1.069,True,3.0
269.96,79.2,693,42900,0.315,45.2,693,0.0,31,1.069,True,1.0
279.85,480.87,659,42900,0.326,49.9,659,0.0,31,1.069,True,3.0
283.89,103.41,742,42900,0.209,48.27,742,0.0,31,1.069,True,1.0
294.95,309.16,662,42900,0.328,47.86,662,0.0,31,1.069,True,2.0
302.15,328.43,575,42900,0.203,39.88,575,0.0,31,1.069,True,2.0
268.81,104.03,711,42900,0.198,47.25,711,0.0,31,1.069,True,1.0
341.6,431.82,692,42900,0.182,56.02,692,0.0,32,1.103,True,3.0
317.01,236.54,588,42900,0.249,41.74,588,0.0,32,1.103,True,2.0
327.05,141.09,748,42900,0.333,50.09,748,0.0,32,1.103,True,1.0
327.91,238.81,734,42900,0.149,43.28,734,0.0,32,1.103,True,2.0
328.02,269.22,769,42900,0.22,47.89,769,0.0,32,1.103,True,2.0
347.97,63.32,527,42900,0.083,38.22,527,0.0,32,1.103,True,1.0
317.03,58.02,601,42900,0.323,44.59,601,0.0,32,1.103,True,1.0
351.68,253.76,351,42900,0.281,31.41,351,0.0,32,1.103,True,2.0
351.71,427.29,552,42900,0.417,43.28,552,0.0,32,1.103,True,3.0
351.63,457.92,562,42900,0.245,45.25,562,0.0,32,1.103,True,3.0
354.12,300.72,528,42900,0.318,37.78,528,0.0,32,1.103,True,2.0
360.68,125.95,271,42900,0.433,19.77,271,0.0,32,1.103,False,0.0
348.63,292.99,545,42900,0.455,39.32,545,0.0,32,1.103,True,2.0
315.02,459.11,688,42900,0.384,51.18,688,0.0,32,1.103,True,3.0
352.0,123.97,693,42900,0.505,49.87,693,0.0,32,1.103,True,1.0
303.88,328.41,590,42900,0.217,38.66,590,0.0,32,1.103,True,2.0
236.85,75.07,729,42900,0.261,51.18,729,0.0,32,1.103,True,1.0
242.24,492.08,609,42900,0.354,48.55,609,0.0,32,1.103,True,3.0
255.05,438.99,681,42900,0.399,47.23,681,0.0,32,1.103,True,3.0
256.29,499.4,639,42900,0.236,50.74,639,0.0,32,1.103,True,3.0
309.98,451.62,720,42900,0.283,48.33,720,0.0,32,1.103,True,3.0
261.07,234.64,780,42900,0.224,45.47,780,0.0,32,1.103,True,2.0
63.9,424.1,639,42900,0.383,49.43,639,0.0,32,1.103,True,3.0
268.87,78.27,703,42900,0.235,46.35,703,0.0,32,1.103,True,1.0
279.81,480.78,689,42900,0.277,50.74,689,0.0,32,1.103,True,3.0
281.95,103.51,730,42900,0.19,45.91,730,0.0,32,1.103,True,1.0
282.49,120.26,576,42900,0.213,48.99,576,0.0,32,1.103,True,1.0
292.1,308.22,667,42900,0.342,47.45,667,0.0,32,1.103,True,2.0
300.57,284.18,518,42900,0.194,43.5,518,0.0,32,1.103,True,2.0
266.93,104.65,729,42900,0.202,48.11,729,0.0,32,1.103,True,1.0
315.99,57.59,654,42900,0.235,47.3,654,0.0,33,1.138,True,1.0
325.01,141.33,766,42900,0.294,50.19,766,0.0,33,1.138,True,1.0
325.99,238.24,740,42900,0.151,46.89,740,0.0,33,1.138,True,2.0
327.88,269.09,766,42900,0.193,48.95,766,0.0,33,1.138,True,2.0
341.02,431.01,745,42900,0.263,51.43,745,0.0,33,1.138,True,3.0
342.1,65.45,535,42900,0.19,52.26,535,0.0,33,1.138,True,1.0
351.82,430.85,569,42900,0.438,43.58,569,0.0,33,1.138,True,3.0
351.84,118.36,620,42900,0.41,48.54,620,0.0,33,1.138,True,1.0
351.49,253.01,332,42900,0.234,29.33,332,0.0,33,1.138,True,2.0
351.63,457.92,563,42900,0.236,46.27,563,0.0,33,1.138,True,3.0
354.91,301.06,533,42900,0.276,38.83,533,0.0,33,1.138,True,2.0
360.76,124.78,255,42900,0.429,20.03,255,0.0,33,1.138,False,0.0
314.98,459.21,714,42900,0.337,50.6,714,0.0,33,1.138,True,3.0
348.88,292.81,508,42900,0.523,41.52,508,0.0,33,1.138,True,2.0
315.11,236.51,549,42900,0.241,38.42,549,0.0,33,1.138,True,2.0
309.99,451.66,717,42900,0.306,48.74,717,0.0,33,1.138,True,3.0
301.7,328.65,542,42900,0.173,37.8,542,0.0,33,1.138,True,2.0
233.95,74.76,718,42900,0.269,49.16,718,0.0,33,1.138,True,1.0
242.0,491.98,665,42900,0.365,48.95,665,0.0,33,1.138,True,3.0
254.33,499.21,663,42900,0.279,50.6,663,0.0,33,1.138,True,3.0
254.78,439.02,645,42900,0.29,45.85,645,0.0,33,1.138,True,3.0
260.87,234.32,729,42900,0.196,45.85,729,0.0,33,1.138,True,2.0
265.04,105.0,764,42900,0.24,52.67,764,0.0,33,1.138,True,1.0
58.29,424.87,608,42900,0.325,51.84,608,0.0,33,1.138,True,3.0
277.94,480.36,723,42900,0.283,52.46,723,0.0,33,1.138,True,3.0
278.98,103.28,774,42900,0.247,49.57,774,0.0,33,1.138,True,1.0
286.82,120.1,684,42900,0.206,46.27,684,0.0,33,1.138,True,1.0
290.99,307.95,658,42900,0.32,45.85,658,0.0,33,1.138,True,2.0
298.27,283.29,566,42900,0.255,43.37,566,0.0,33,1.138,True,2.0
266.93,77.84,677,42900,0.235,44.2,677,0.0,33,1.138,True,1.0
315.21,57.29,627,42900,0.269,46.72,627,0.0,34,1.172,True,1.0
324.91,238.23,717,42900,0.152,46.94,717,0.0,34,1.172,True,2.0
325.93,141.14,763,42900,0.255,51.39,763,0.0,34,1.172,True,1.0
327.03,269.21,789,42900,0.206,49.39,789,0.0,34,1.172,True,2.0
341.74,66.57,663,42900,0.139,52.95,663,0.0,34,1.172,True,1.0
341.64,430.99,663,42900,0.173,53.84,663,0.0,34,1.172,True,3.0
352.09,118.16,634,42900,0.465,47.83,634,0.0,34,1.172,True,1.0
350.72,251.73,337,42900,0.264,26.25,337,0.0,34,1.172,True,2.0
351.66,429.97,567,42900,0.39,41.38,567,0.0,34,1.172,True,3.0
351.68,457.89,565,42900,0.221,46.72,565,0.0,34,1.172,True,3.0
354.87,301.29,520,42900,0.253,36.71,520,0.0,34,1.172,True,2.0
313.99,459.76,677,42900,0.329,47.17,677,0.0,34,1.172,True,3.0
348.99,291.88,491,42900,0.553,39.16,491,0.0,34,1.172,True,2.0
313.43,236.28,468,42900,0.252,36.71,468,0.0,34,1.172,True,2.0
360.73,123.62,223,42900,0.311,18.47,223,0.0,34,1.172,False,0.0
299.96,284.07,699,42900,0.279,44.72,699,0.0,34,1.172,True,2.0
58.06,425.06,721,42900,0.372,56.73,721,0.0,34,1.172,True,3.0
232.87,74.02,712,42900,0.256,49.61,712,0.0,34,1.172,True,1.0
240.9,492.05,643,42900,0.326,48.28,643,0.0,34,1.172,True,3.0
251.92,439.87,672,42900,0.325,47.17,672,0.0,34,1.172,True,3.0
254.06,499.12,767,42900,0.359,52.28,767,0.0,34,1.172,True,3.0
259.0,234.06,785,42900,0.29,51.39,785,0.0,34,1.172,True,2.0
310.0,451.66,720,42900,0.307,48.72,720,0.0,34,1.172,True,3.0
264.55,104.91,686,42900,0.149,51.17,686,0.0,34,1.172,True,1.0
276.01,480.07,752,42900,0.337,53.62,752,0.0,34,1.172,True,3.0
277.91,103.65,738,42900,0.172,48.28,738,0.0,34,1.172,True,1.0
283.93,120.15,739,42900,0.242,46.5,739,0.0,34,1.172,True,1.0
289.88,307.83,627,42900,0.287,45.39,627,0.0,34,1.172,True,2.0
298.01,328.36,626,42900,0.276,39.6,626,0.0,34,1.172,True,2.0
263.05,76.04,705,42900,0.306,45.39,705,0.0,34,1.172,True,1.0
313.95,460.01,676,42900,0.323,49.56,676,0.0,35,1.207,True,3.0
322.1,141.32,751,42900,0.287,48.89,751,0.0,35,1.207,True,1.0
322.89,238.23,716,42900,0.154,50.23,716,0.0,35,1.207,True,2.0
326.87,269.12,741,42900,0.175,47.09,741,0.0,35,1.207,True,2.0
341.15,67.22,817,42900,0.182,55.17,817,0.0,35,1.207,True,1.0
341.58,430.82,668,42900,0.15,55.84,668,0.0,35,1.207,True,3.0
352.19,117.17,623,42900,0.432,44.18,623,0.0,35,1.207,True,1.0
350.06,250.13,369,42900,0.29,26.91,369,0.0,35,1.207,True,2.0
351.62,429.87,555,42900,0.344,41.49,555,0.0,35,1.207,True,3.0
351.71,457.8,569,42900,0.265,45.75,569,0.0,35,1.207,True,3.0
353.85,301.62,499,42900,0.225,34.76,499,0.0,35,1.207,True,2.0
314.35,57.22,598,42900,0.26,46.64,598,0.0,35,1.207,True,1.0
348.99,288.28,473,42900,0.531,40.14,473,0.0,35,1.207,True,2.0
312.35,236.24,504,42900,0.254,39.92,504,0.0,35,1.207,True,2.0
360.85,122.48,206,42900,0.391,17.94,206,0.0,35,1.207,False,0.0
299.04,284.69,675,42900,0.21,41.93,675,0.0,35,1.207,True,2.0
57.03,425.01,703,42900,0.374,55.84,703,0.0,35,1.207,True,3.0
230.94,73.81,729,42900,0.266,52.03,729,0.0,35,1.207,True,1.0
236.19,490.95,657,42900,0.364,54.27,657,0.0,35,1.207,True,3.0
248.96,441.97,690,42900,0.353,48.21,690,0.0,35,1.207,True,3.0
254.96,499.19,754,42900,0.308,50.9,754,0.0,35,1.207,True,3.0
258.49,234.0,648,42900,0.191,53.37,648,0.0,35,1.207,True,2.0
309.97,451.65,713,42900,0.292,49.33,713,0.0,35,1.207,True,3.0
262.11,105.3,730,42900,0.206,47.99,730,0.0,35,1.207,True,1.0
271.29,478.98,680,42900,0.322,57.18,680,0.0,35,1.207,True,3.0
276.02,104.28,737,42900,0.25,46.87,737,0.0,35,1.207,True,1.0
280.05,120.22,732,42900,0.308,47.77,732,0.0,35,1.207,True,1.0
286.94,306.97,640,42900,0.33,45.3,640,0.0,35,1.207,True,2.0
296.79,328.77,545,42900,0.227,40.14,545,0.0,35,1.207,True,2.0
261.99,75.17,733,42900,0.306,48.44,733,0.0,35,1.207,True,1.0
312.39,236.2,502,42900,0.274,38.69,502,0.0,36,1.241,True,2.0
313.32,56.94,593,42900,0.308,51.36,593,0.0,36,1.241,True,1.0
321.99,141.27,751,42900,0.276,50.25,751,0.0,36,1.241,True,1.0
321.83,238.23,690,42900,0.146,47.58,690,0.0,36,1.241,True,2.0
324.94,268.81,732,42900,0.248,46.25,732,0.0,36,1.241,True,2.0
340.95,429.83,762,42900,0.234,56.7,762,0.0,36,1.241,True,3.0
350.91,425.16,516,42900,0.484,40.02,516,0.0,36,1.241,True,3.0
349.21,288.13,526,42900,0.499,40.02,526,0.0,36,1.241,True,2.0
349.82,248.94,374,42900,0.341,26.68,374,0.0,36,1.241,True,2.0
352.29,115.11,602,42900,0.45,42.25,602,0.0,36,1.241,True,1.0
351.89,301.11,535,42900,0.29,38.69,535,0.0,36,1.241,True,2.0
351.73,457.91,573,42900,0.234,46.92,573,0.0,36,1.241,True,3.0
310.17,460.75,629,42900,0.311,48.69,629,0.0,36,1.241,True,3.0
341.7,67.17,788,42900,0.23,56.03,788,0.0,36,1.241,True,1.0
361.54,118.1,212,42900,0.414,15.56,212,0.0,36,1.241,False,0.0
309.99,451.65,707,42900,0.294,48.47,707,0.0,36,1.241,True,3.0
292.19,282.17,607,42900,0.297,43.14,607,0.0,36,1.241,True,2.0
294.86,328.93,562,42900,0.271,40.02,562,0.0,36,1.241,True,2.0
55.91,425.16,683,42900,0.332,56.03,683,0.0,36,1.241,True,3.0
229.87,73.74,702,42900,0.253,49.81,702,0.0,36,1.241,True,1.0
236.02,490.91,707,42900,0.376,53.81,707,0.0,36,1.241,True,3.0
253.93,499.23,746,42900,0.301,49.36,746,0.0,36,1.241,True,3.0
255.99,234.05,761,42900,0.296,52.7,761,0.0,36,1.241,True,2.0
247.73,442.88,674,42900,0.314,46.69,674,0.0,36,1.241,True,3.0
260.73,106.73,691,42900,0.172,48.47,691,0.0,36,1.241,True,1.0
272.05,479.04,757,42900,0.38,55.81,757,0.0,36,1.241,True,3.0
275.95,104.77,752,42900,0.238,48.03,752,0.0,36,1.241,True,1.0
280.98,119.96,744,42900,0.245,47.14,744,0.0,36,1.241,True,1.0
284.94,306.16,639,42900,0.321,45.14,639,0.0,36,1.241,True,2.0
260.02,74.05,722,42900,0.335,46.69,722,0.0,36,1.241,True,1.0
340.84,429.14,744,42900,0.26,57.14,744,0.0,37,1.276,True,3.0
316.11,141.28,696,42900,0.278,48.4,696,0.0,37,1.276,True,1.0
319.92,238.11,681,42900,0.2,46.6,681,0.0,37,1.276,True,2.0
323.95,268.77,721,42900,0.223,46.16,721,0.0,37,1.276,True,2.0
340.95,67.34,792,42900,0.186,51.09,792,0.0,37,1.276,True,1.0
348.43,244.35,347,42900,0.38,29.35,347,0.0,37,1.276,True,2.0
362.01,113.19,202,42900,0.53,16.8,202,0.0,37,1.276,False,0.0
350.91,301.39,565,42900,0.246,37.87,565,0.0,37,1.276,True,2.0
350.95,425.11,521,42900,0.481,41.0,521,0.0,37,1.276,True,3.0
351.8,457.77,583,42900,0.245,47.72,583,0.0,37,1.276,True,3.0
352.95,112.99,603,42900,0.497,44.14,603,0.0,37,1.276,True,1.0
357.31,246.76,272,42900,0.422,22.63,272,0.0,37,1.276,False,0.0
313.07,56.84,641,42900,0.321,50.64,641,0.0,37,1.276,True,1.0
349.39,287.14,532,42900,0.437,38.76,532,0.0,37,1.276,True,2.0
311.02,460.95,681,42900,0.394,48.85,681,0.0,37,1.276,True,3.0
227.05,73.0,729,42900,0.313,50.41,729,0.0,37,1.276,True,1.0
291.92,328.93,596,42900,0.306,39.88,596,0.0,37,1.276,True,2.0
53.98,425.25,685,42900,0.321,55.34,685,0.0,37,1.276,True,3.0
235.87,490.91,660,42900,0.336,50.19,660,0.0,37,1.276,True,3.0
242.2,446.05,629,42900,0.346,47.05,629,0.0,37,1.276,True,3.0
252.81,499.18,719,42900,0.235,49.29,719,0.0,37,1.276,True,3.0
255.59,73.29,541,42900,0.273,47.05,541,0.0,37,1.276,True,1.0
254.93,234.02,732,42900,0.307,49.74,732,0.0,37,1.276,True,2.0
309.97,451.66,721,42900,0.291,50.86,721,0.0,37,1.276,True,3.0
271.94,479.07,765,42900,0.328,54.89,765,0.0,37,1.276,True,3.0
274.88,105.21,734,42900,0.223,50.64,734,0.0,37,1.276,True,1.0
279.96,120.16,732,42900,0.23,45.26,732,0.0,37,1.276,True,1.0
282.93,305.86,637,42900,0.308,45.93,637,0.0,37,1.276,True,2.0
291.08,281.84,646,42900,0.321,42.8,646,0.0,37,1.276,True,2.0
258.8,108.01,707,42900,0.199,47.95,707,0.0,37,1.276,True,1.0
315.09,140.97,740,42900,0.339,51.76,740,0.0,38,1.31,True,1.0
317.36,267.87,591,42900,0.219,44.4,591,0.0,38,1.31,True,2.0
317.88,238.09,680,42900,0.187,45.52,680,0.0,38,1.31,True,2.0
339.89,428.68,705,42900,0.283,49.09,705,0.0,38,1.31,True,3.0
340.56,67.93,731,42900,0.166,51.1,731,0.0,38,1.31,True,1.0
348.31,301.45,510,42900,0.198,35.48,510,0.0,38,1.31,True,2.0
350.69,119.89,575,42900,0.259,46.41,575,0.0,38,1.31,True,1.0
349.69,287.79,537,42900,0.469,39.27,537,0.0,38,1.31,True,2.0
351.02,425.08,531,42900,0.47,41.95,531,0.0,38,1.31,True,3.0
351.86,457.66,576,42900,0.257,46.41,576,0.0,38,1.31,True,3.0
353.88,111.61,573,42900,0.504,47.97,573,0.0,38,1.31,True,1.0
311.95,461.33,692,42900,0.3,47.53,692,0.0,38,1.31,True,3.0
361.99,112.07,268,42900,0.53,21.64,268,0.0,38,1.31,False,0.0
348.92,243.01,460,42900,0.438,34.36,460,0.0,38,1.31,True,2.0
357.36,244.92,288,42900,0.414,22.09,288,0.0,38,1.31,False,0.0
312.04,56.53,654,42900,0.227,48.64,654,0.0,38,1.31,True,1.0
290.75,328.57,552,42900,0.18,39.27,552,0.0,38,1.31,True,2.0
309.97,451.65,697,42900,0.284,47.53,697,0.0,38,1.31,True,3.0
49.09,426.83,680,42900,0.344,56.9,680,0.0,38,1.31,True,3.0
226.85,72.9,715,42900,0.245,50.65,715,0.0,38,1.31,True,1.0
