y,x,frame,t,vial,climbing,1
112.47,737.98,113,4.52,4,climbing,
93.67,709.81,113,4.52,4,climbing,
82.56,746.39,113,4.52,4,climbing,
64.57,793.94,113,4.52,4,climbing,
38.91,728.69,113,4.52,4,climbing,
34.99,720.0,113,4.52,4,climbing,
30.76,770.94,113,4.52,4,climbing,
29.94,735.76,113,4.52,4,climbing,
26.63,721.02,113,4.52,4,climbing,
323.41,733.11,114,4.56,4,climbing,
234.74,778.25,114,4.56,4,climbing,
222.3,796.92,114,4.56,4,climbing,
220.66,755.12,114,4.56,4,climbing,
205.75,796.84,114,4.56,4,climbing,
201.56,706.81,114,4.56,4,climbing,
194.67,762.02,114,4.56,4,climbing,
188.61,709.56,114,4.56,4,climbing,
174.59,769.84,114,4.56,4,climbing,
173.68,794.2,114,4.56,4,climbing,
167.47,777.99,114,4.56,4,climbing,
135.43,785.02,114,4.56,4,climbing,
110.8,738.0,114,4.56,4,climbing,
93.71,710.67,114,4.56,4,climbing,
83.52,746.75,114,4.56,4,climbing,
64.57,793.95,114,4.56,4,climbing,
38.95,728.65,114,4.56,4,climbing,
36.73,774.77,114,4.56,4,climbing,
34.79,718.09,114,4.56,4,climbing,
30.31,738.65,114,4.56,4,climbing,
325.52,731.19,115,4.6,4,climbing,
237.63,779.68,115,4.6,4,climbing,
223.74,796.27,115,4.6,4,climbing,
218.01,756.94,115,4.6,4,climbing,
205.83,796.02,115,4.6,4,climbing,
203.66,706.92,115,4.6,4,climbing,
194.63,761.15,115,4.6,4,climbing,
188.7,708.89,115,4.6,4,climbing,
177.34,767.32,115,4.6,4,climbing,
174.63,795.08,115,4.6,4,climbing,
168.35,779.63,115,4.6,4,climbing,
136.67,784.1,115,4.6,4,climbing,
113.73,736.99,115,4.6,4,climbing,
93.75,710.79,115,4.6,4,climbing,
83.7,747.0,115,4.6,4,climbing,
63.7,793.13,115,4.6,4,climbing,
38.81,728.41,115,4.6,4,climbing,
36.59,777.73,115,4.6,4,climbing,
34.11,715.07,115,4.6,4,climbing,
30.92,770.09,115,4.6,4,climbing,
30.63,739.77,115,4.6,4,climbing,
326.64,730.39,116,4.64,4,climbing,
240.5,780.59,116,4.64,4,climbing,
226.26,795.07,116,4.64,4,climbing,
223.4,751.27,116,4.64,4,climbing,
207.43,795.31,116,4.64,4,climbing,
205.79,706.62,116,4.64,4,climbing,
194.79,760.59,116,4.64,4,climbing,
189.27,708.94,116,4.64,4,climbing,
177.34,767.35,116,4.64,4,climbing,
175.73,795.89,116,4.64,4,climbing,
166.76,780.73,116,4.64,4,climbing,
137.82,783.39,116,4.64,4,climbing,
114.69,736.92,116,4.64,4,climbing,
94.72,711.01,116,4.64,4,climbing,
86.42,747.95,116,4.64,4,climbing,
63.78,792.92,116,4.64,4,climbing,
38.96,728.7,116,4.64,4,climbing,
36.49,779.73,116,4.64,4,climbing,
33.44,711.34,116,4.64,4,climbing,
31.1,741.72,116,4.64,4,climbing,
31.05,770.07,116,4.64,4,climbing,
327.65,729.94,117,4.68,4,climbing,
242.46,780.42,117,4.68,4,climbing,
229.35,794.63,117,4.68,4,climbing,
224.61,749.39,117,4.68,4,climbing,
208.6,706.8,117,4.68,4,climbing,
207.73,794.91,117,4.68,4,climbing,
195.84,760.62,117,4.68,4,climbing,
189.46,708.99,117,4.68,4,climbing,
176.57,796.18,117,4.68,4,climbing,
174.6,769.83,117,4.68,4,climbing,
168.42,781.68,117,4.68,4,climbing,
138.68,782.43,117,4.68,4,climbing,
115.63,736.7,117,4.68,4,climbing,
96.34,711.31,117,4.68,4,climbing,
86.69,748.38,117,4.68,4,climbing,
63.26,792.2,117,4.68,4,climbing,
38.93,728.82,117,4.68,4,climbing,
36.67,778.85,117,4.68,4,climbing,
33.19,710.0,117,4.68,4,climbing,
31.47,743.63,117,4.68,4,climbing,
31.06,769.99,117,4.68,4,climbing,
23.34,742.91,117,4.68,4,climbing,
328.68,727.98,118,4.72,4,climbing,
244.35,780.79,118,4.72,4,climbing,
231.32,793.48,118,4.72,4,climbing,
225.6,748.08,118,4.72,4,climbing,
209.72,706.84,118,4.72,4,climbing,
208.59,794.29,118,4.72,4,climbing,
193.76,758.08,118,4.72,4,climbing,
189.6,709.53,118,4.72,4,climbing,
177.55,796.77,118,4.72,4,climbing,
174.69,769.93,118,4.72,4,climbing,
169.52,781.16,118,4.72,4,climbing,
139.62,781.47,118,4.72,4,climbing,
115.68,736.72,118,4.72,4,climbing,
96.6,711.3,118,4.72,4,climbing,
88.32,748.79,118,4.72,4,climbing,
63.71,792.16,118,4.72,4,climbing,
38.96,728.8,118,4.72,4,climbing,
36.72,777.92,118,4.72,4,climbing,
32.9,709.28,118,4.72,4,climbing,
31.72,744.64,118,4.72,4,climbing,
30.94,769.91,118,4.72,4,climbing,
23.52,743.91,118,4.72,4,climbing,
329.83,727.01,119,4.76,4,climbing,
242.81,781.16,119,4.76,4,climbing,
232.58,793.12,119,4.76,4,climbing,
226.78,747.13,119,4.76,4,climbing,
211.72,707.09,119,4.76,4,climbing,
209.55,793.93,119,4.76,4,climbing,
193.78,758.14,119,4.76,4,climbing,
190.51,709.63,119,4.76,4,climbing,
178.72,797.2,119,4.76,4,climbing,
174.71,769.95,119,4.76,4,climbing,
152.18,782.89,119,4.76,4,climbing,
139.62,781.07,119,4.76,4,climbing,
119.19,735.41,119,4.76,4,climbing,
97.5,711.27,119,4.76,4,climbing,
89.58,748.7,119,4.76,4,climbing,
62.78,791.2,119,4.76,4,climbing,
39.01,728.79,119,4.76,4,climbing,
36.73,777.77,119,4.76,4,climbing,
32.65,709.91,119,4.76,4,climbing,
31.92,745.84,119,4.76,4,climbing,
30.91,769.84,119,4.76,4,climbing,
333.49,725.76,120,4.8,4,climbing,
246.66,782.29,120,4.8,4,climbing,
235.47,792.27,120,4.8,4,climbing,
228.44,746.06,120,4.8,4,climbing,
212.82,707.13,120,4.8,4,climbing,
209.79,793.91,120,4.8,4,climbing,
193.83,757.94,120,4.8,4,climbing,
191.52,709.25,120,4.8,4,climbing,
180.63,797.68,120,4.8,4,climbing,
174.65,769.87,120,4.8,4,climbing,
136.79,783.42,120,4.8,4,climbing,
129.69,767.28,120,4.8,4,climbing,
116.76,736.06,120,4.8,4,climbing,
98.25,711.29,120,4.8,4,climbing,
91.5,749.02,120,4.8,4,climbing,
62.78,790.28,120,4.8,4,climbing,
39.09,729.05,120,4.8,4,climbing,
36.96,777.75,120,4.8,4,climbing,
32.62,709.2,120,4.8,4,climbing,
32.45,747.62,120,4.8,4,climbing,
30.92,769.81,120,4.8,4,climbing,
24.29,747.16,120,4.8,4,climbing,
335.41,724.12,121,4.84,4,climbing,
249.21,782.59,121,4.84,4,climbing,
238.32,791.05,121,4.84,4,climbing,
229.37,745.91,121,4.84,4,climbing,
213.89,707.17,121,4.84,4,climbing,
210.01,793.98,121,4.84,4,climbing,
194.84,757.15,121,4.84,4,climbing,
192.52,709.21,121,4.84,4,climbing,
181.76,798.07,121,4.84,4,climbing,
174.58,769.87,121,4.84,4,climbing,
116.78,736.09,121,4.84,4,climbing,
97.68,711.67,121,4.84,4,climbing,
93.3,749.82,121,4.84,4,climbing,
63.07,789.3,121,4.84,4,climbing,
39.11,729.19,121,4.84,4,climbing,
37.13,777.99,121,4.84,4,climbing,
32.99,747.65,121,4.84,4,climbing,
32.73,709.92,121,4.84,4,climbing,
30.9,769.25,121,4.84,4,climbing,
335.7,722.85,122,4.88,4,climbing,
250.44,782.8,122,4.88,4,climbing,
239.35,789.99,122,4.88,4,climbing,
229.8,745.32,122,4.88,4,climbing,
214.8,707.17,122,4.88,4,climbing,
210.88,793.86,122,4.88,4,climbing,
194.9,757.07,122,4.88,4,climbing,
185.82,706.68,122,4.88,4,climbing,
183.76,798.34,122,4.88,4,climbing,
173.8,770.7,122,4.88,4,climbing,
119.64,735.35,122,4.88,4,climbing,
98.37,711.64,122,4.88,4,climbing,
92.81,750.12,122,4.88,4,climbing,
63.67,789.82,122,4.88,4,climbing,
39.11,729.04,122,4.88,4,climbing,
37.04,779.64,122,4.88,4,climbing,
32.8,747.93,122,4.88,4,climbing,
32.56,709.73,122,4.88,4,climbing,
30.88,769.07,122,4.88,4,climbing,
337.44,721.79,123,4.92,4,climbing,
251.66,783.79,123,4.92,4,climbing,
239.79,789.25,123,4.92,4,climbing,
230.54,744.49,123,4.92,4,climbing,
214.78,707.1,123,4.92,4,climbing,
210.93,793.9,123,4.92,4,climbing,
197.52,755.3,123,4.92,4,climbing,
193.57,709.02,123,4.92,4,climbing,
185.68,798.95,123,4.92,4,climbing,
174.6,769.87,123,4.92,4,climbing,
119.62,735.37,123,4.92,4,climbing,
98.37,711.67,123,4.92,4,climbing,
94.69,751.02,123,4.92,4,climbing,
63.71,789.82,123,4.92,4,climbing,
39.12,729.2,123,4.92,4,climbing,
38.58,738.05,123,4.92,4,climbing,
36.86,779.92,123,4.92,4,climbing,
33.0,748.07,123,4.92,4,climbing,
32.26,709.15,123,4.92,4,climbing,
30.94,769.04,123,4.92,4,climbing,
29.33,783.86,123,4.92,4,climbing,
24.85,748.24,123,4.92,4,climbing,
337.77,721.03,124,4.96,4,climbing,
252.77,784.21,124,4.96,4,climbing,
239.38,787.15,124,4.96,4,climbing,
229.84,744.1,124,4.96,4,climbing,
215.68,707.62,124,4.96,4,climbing,
211.55,793.68,124,4.96,4,climbing,
196.44,754.08,124,4.96,4,climbing,
193.64,709.08,124,4.96,4,climbing,
187.58,799.01,124,4.96,4,climbing,
174.61,769.84,124,4.96,4,climbing,
116.78,736.17,124,4.96,4,climbing,
97.69,711.75,124,4.96,4,climbing,
97.41,751.79,124,4.96,4,climbing,
63.66,789.83,124,4.96,4,climbing,
39.25,729.03,124,4.96,4,climbing,
38.1,737.18,124,4.96,4,climbing,
36.47,780.63,124,4.96,4,climbing,
33.08,748.07,124,4.96,4,climbing,
31.51,709.14,124,4.96,4,climbing,
31.03,769.04,124,4.96,4,climbing,
24.88,748.34,124,4.96,4,climbing,
339.44,719.94,125,5.0,4,climbing,
254.75,784.22,125,5.0,4,climbing,
238.99,786.01,125,5.0,4,climbing,
227.8,745.86,125,5.0,4,climbing,
216.65,708.01,125,5.0,4,climbing,
211.8,794.22,125,5.0,4,climbing,
195.64,753.95,125,5.0,4,climbing,
193.76,708.94,125,5.0,4,climbing,
189.49,799.14,125,5.0,4,climbing,
174.61,769.84,125,5.0,4,climbing,
119.59,735.45,125,5.0,4,climbing,
98.68,751.86,125,5.0,4,climbing,
97.68,711.76,125,5.0,4,climbing,
63.11,789.0,125,5.0,4,climbing,
38.03,736.9,125,5.0,4,climbing,
35.99,780.82,125,5.0,4,climbing,
33.1,748.14,125,5.0,4,climbing,
31.04,708.77,125,5.0,4,climbing,
30.93,769.74,125,5.0,4,climbing,
24.92,748.65,125,5.0,4,climbing,
340.71,719.81,126,5.04,4,climbing,
257.49,784.75,126,5.04,4,climbing,
238.69,784.13,126,5.04,4,climbing,
231.32,741.98,126,5.04,4,climbing,
216.69,708.12,126,5.04,4,climbing,
211.9,794.72,126,5.04,4,climbing,
196.65,752.22,126,5.04,4,climbing,
194.55,708.72,126,5.04,4,climbing,
191.47,799.48,126,5.04,4,climbing,
186.62,706.98,126,5.04,4,climbing,
174.61,769.84,126,5.04,4,climbing,
116.79,736.17,126,5.04,4,climbing,
100.61,754.54,126,5.04,4,climbing,
97.67,711.76,126,5.04,4,climbing,
63.75,789.73,126,5.04,4,climbing,
38.0,736.87,126,5.04,4,climbing,
36.09,780.99,126,5.04,4,climbing,
33.41,749.02,126,5.04,4,climbing,
30.95,769.07,126,5.04,4,climbing,
30.69,708.74,126,5.04,4,climbing,
341.81,719.11,127,5.08,4,climbing,
258.58,785.95,127,5.08,4,climbing,
239.06,782.09,127,5.08,4,climbing,
231.79,741.21,127,5.08,4,climbing,
217.65,708.62,127,5.08,4,climbing,
213.88,794.31,127,5.08,4,climbing,
197.55,751.14,127,5.08,4,climbing,
194.68,708.68,127,5.08,4,climbing,
192.57,799.35,127,5.08,4,climbing,
186.83,706.98,127,5.08,4,climbing,
174.61,769.85,127,5.08,4,climbing,
119.53,735.8,127,5.08,4,climbing,
100.45,756.66,127,5.08,4,climbing,
98.29,711.67,127,5.08,4,climbing,
63.68,789.16,127,5.08,4,climbing,
37.99,736.94,127,5.08,4,climbing,
35.83,781.98,127,5.08,4,climbing,
33.86,750.25,127,5.08,4,climbing,
30.95,769.08,127,5.08,4,climbing,
29.7,708.69,127,5.08,4,climbing,
343.49,717.87,128,5.12,4,climbing,
260.58,786.76,128,5.12,4,climbing,
239.65,780.97,128,5.12,4,climbing,
233.35,740.14,128,5.12,4,climbing,
217.77,708.9,128,5.12,4,climbing,
216.79,794.74,128,5.12,4,climbing,
197.85,750.14,128,5.12,4,climbing,
194.77,708.69,128,5.12,4,climbing,
193.73,799.45,128,5.12,4,climbing,
174.6,769.87,128,5.12,4,climbing,
116.81,736.7,128,5.12,4,climbing,
99.8,755.89,128,5.12,4,climbing,
98.31,711.69,128,5.12,4,climbing,
63.75,788.98,128,5.12,4,climbing,
37.98,736.92,128,5.12,4,climbing,
35.52,782.91,128,5.12,4,climbing,
34.18,752.99,128,5.12,4,climbing,
30.96,769.08,128,5.12,4,climbing,
29.58,708.88,128,5.12,4,climbing,
344.56,717.22,129,5.16,4,climbing,
262.37,786.83,129,5.16,4,climbing,
242.5,777.49,129,5.16,4,climbing,
234.7,739.27,129,5.16,4,climbing,
218.86,794.98,129,5.16,4,climbing,
217.82,709.02,129,5.16,4,climbing,
197.62,749.89,129,5.16,4,climbing,
196.49,799.4,129,5.16,4,climbing,
195.7,708.69,129,5.16,4,climbing,
174.12,770.22,129,5.16,4,climbing,
119.61,737.09,129,5.16,4,climbing,
100.87,756.75,129,5.16,4,climbing,
98.3,711.67,129,5.16,4,climbing,
64.92,788.82,129,5.16,4,climbing,
37.92,736.96,129,5.16,4,climbing,
35.82,755.09,129,5.16,4,climbing,
34.7,784.75,129,5.16,4,climbing,
30.95,769.08,129,5.16,4,climbing,
28.79,708.17,129,5.16,4,climbing,
345.43,717.12,130,5.2,4,climbing,
263.57,787.04,130,5.2,4,climbing,
242.0,777.98,130,5.2,4,climbing,
232.08,741.86,130,5.2,4,climbing,
221.72,795.11,130,5.2,4,climbing,
218.39,709.76,130,5.2,4,climbing,
197.87,748.05,130,5.2,4,climbing,
197.76,799.26,130,5.2,4,climbing,
197.45,709.01,130,5.2,4,climbing,
173.78,770.68,130,5.2,4,climbing,
119.64,737.31,130,5.2,4,climbing,
102.65,757.52,130,5.2,4,climbing,
98.29,711.68,130,5.2,4,climbing,
65.57,788.07,130,5.2,4,climbing,
38.9,729.02,130,5.2,4,climbing,
37.94,736.97,130,5.2,4,climbing,
36.9,756.6,130,5.2,4,climbing,
33.82,785.96,130,5.2,4,climbing,
30.95,769.06,130,5.2,4,climbing,
28.34,708.01,130,5.2,4,climbing,
342.97,718.0,131,5.24,4,climbing,
264.69,788.04,131,5.24,4,climbing,
244.95,774.17,131,5.24,4,climbing,
237.18,738.1,131,5.24,4,climbing,
222.85,795.38,131,5.24,4,climbing,
217.79,709.26,131,5.24,4,climbing,
200.49,799.08,131,5.24,4,climbing,
198.7,746.91,131,5.24,4,climbing,
198.54,708.94,131,5.24,4,climbing,
173.82,770.67,131,5.24,4,climbing,
119.64,737.36,131,5.24,4,climbing,
103.61,757.89,131,5.24,4,climbing,
98.29,711.69,131,5.24,4,climbing,
65.84,787.98,131,5.24,4,climbing,
38.92,729.06,131,5.24,4,climbing,
37.39,757.99,131,5.24,4,climbing,
33.35,787.83,131,5.24,4,climbing,
30.9,769.09,131,5.24,4,climbing,
28.35,708.06,131,5.24,4,climbing,
27.74,757.81,131,5.24,4,climbing,
342.9,718.15,132,5.28,4,climbing,
265.74,788.3,132,5.28,4,climbing,
248.4,770.41,132,5.28,4,climbing,
237.59,737.99,132,5.28,4,climbing,
225.79,795.41,132,5.28,4,climbing,
218.09,709.74,132,5.28,4,climbing,
201.76,799.14,132,5.28,4,climbing,
199.65,708.69,132,5.28,4,climbing,
199.65,744.08,132,5.28,4,climbing,
173.81,770.67,132,5.28,4,climbing,
119.56,737.38,132,5.28,4,climbing,
104.71,757.93,132,5.28,4,climbing,
98.29,711.68,132,5.28,4,climbing,
66.37,786.52,132,5.28,4,climbing,
38.92,729.11,132,5.28,4,climbing,
37.65,758.19,132,5.28,4,climbing,
32.87,789.75,132,5.28,4,climbing,
30.89,769.12,132,5.28,4,climbing,
28.35,708.07,132,5.28,4,climbing,
342.88,717.91,133,5.32,4,climbing,
268.31,788.72,133,5.32,4,climbing,
248.61,768.14,133,5.32,4,climbing,
236.69,738.84,133,5.32,4,climbing,
227.84,795.27,133,5.32,4,climbing,
217.66,710.53,133,5.32,4,climbing,
204.7,799.39,133,5.32,4,climbing,
200.59,741.23,133,5.32,4,climbing,
197.82,708.09,133,5.32,4,climbing,
173.82,770.69,133,5.32,4,climbing,
118.66,737.18,133,5.32,4,climbing,
106.54,758.57,133,5.32,4,climbing,
98.3,711.68,133,5.32,4,climbing,
65.97,787.13,133,5.32,4,climbing,
38.92,729.12,133,5.32,4,climbing,
37.9,759.22,133,5.32,4,climbing,
32.51,790.87,133,5.32,4,climbing,
30.87,769.11,133,5.32,4,climbing,
28.36,708.11,133,5.32,4,climbing,
344.77,717.06,134,5.36,4,climbing,
268.7,788.9,134,5.36,4,climbing,
250.46,766.07,134,5.36,4,climbing,
238.78,738.0,134,5.36,4,climbing,
232.65,796.13,134,5.36,4,climbing,
217.65,710.76,134,5.36,4,climbing,
206.77,799.47,134,5.36,4,climbing,
201.59,740.13,134,5.36,4,climbing,
199.74,708.28,134,5.36,4,climbing,
173.82,770.68,134,5.36,4,climbing,
118.57,737.03,134,5.36,4,climbing,
107.62,758.83,134,5.36,4,climbing,
97.69,711.77,134,5.36,4,climbing,
66.38,786.33,134,5.36,4,climbing,
38.83,729.1,134,5.36,4,climbing,
37.96,759.97,134,5.36,4,climbing,
32.13,792.12,134,5.36,4,climbing,
30.87,769.08,134,5.36,4,climbing,
29.53,783.63,134,5.36,4,climbing,
28.41,708.34,134,5.36,4,climbing,
347.37,716.04,135,5.4,4,climbing,
268.69,790.08,135,5.4,4,climbing,
251.8,764.1,135,5.4,4,climbing,
239.76,738.05,135,5.4,4,climbing,
234.71,796.33,135,5.4,4,climbing,
218.0,711.75,135,5.4,4,climbing,
209.57,799.91,135,5.4,4,climbing,
201.84,739.84,135,5.4,4,climbing,
201.71,708.56,135,5.4,4,climbing,
173.83,770.68,135,5.4,4,climbing,
118.5,737.04,135,5.4,4,climbing,
107.62,758.93,135,5.4,4,climbing,
97.69,711.77,135,5.4,4,climbing,
66.44,786.29,135,5.4,4,climbing,
38.73,729.13,135,5.4,4,climbing,
38.39,760.18,135,5.4,4,climbing,
31.91,793.64,135,5.4,4,climbing,
30.86,769.1,135,5.4,4,climbing,
29.56,783.76,135,5.4,4,climbing,
28.18,709.24,135,5.4,4,climbing,
350.21,715.2,136,5.44,4,climbing,
270.44,791.84,136,5.44,4,climbing,
253.59,761.32,136,5.44,4,climbing,
244.53,737.4,136,5.44,4,climbing,
237.7,796.35,136,5.44,4,climbing,
218.91,712.63,136,5.44,4,climbing,
211.72,799.5,136,5.44,4,climbing,
203.7,708.52,136,5.44,4,climbing,
202.14,737.96,136,5.44,4,climbing,
173.83,770.68,136,5.44,4,climbing,
117.65,737.01,136,5.44,4,climbing,
107.58,759.03,136,5.44,4,climbing,
97.67,711.77,136,5.44,4,climbing,
66.65,786.24,136,5.44,4,climbing,
38.67,729.16,136,5.44,4,climbing,
38.47,759.84,136,5.44,4,climbing,
32.03,793.95,136,5.44,4,climbing,
30.88,769.1,136,5.44,4,climbing,
29.48,783.68,136,5.44,4,climbing,
27.67,710.73,136,5.44,4,climbing,
352.45,715.21,137,5.48,4,climbing,
270.59,791.99,137,5.48,4,climbing,
254.73,759.98,137,5.48,4,climbing,
247.23,737.16,137,5.48,4,climbing,
239.77,797.08,137,5.48,4,climbing,
219.62,713.61,137,5.48,4,climbing,
215.69,799.32,137,5.48,4,climbing,
204.85,708.73,137,5.48,4,climbing,
202.8,735.15,137,5.48,4,climbing,
196.74,707.09,137,5.48,4,climbing,
174.63,769.84,137,5.48,4,climbing,
117.61,737.03,137,5.48,4,climbing,
109.56,760.7,137,5.48,4,climbing,
97.7,711.77,137,5.48,4,climbing,
66.44,786.14,137,5.48,4,climbing,
42.46,733.57,137,5.48,4,climbing,
38.55,759.03,137,5.48,4,climbing,
30.92,794.8,137,5.48,4,climbing,
30.84,769.15,137,5.48,4,climbing,
29.52,783.76,137,5.48,4,climbing,
26.93,712.12,137,5.48,4,climbing,
355.32,715.11,138,5.52,4,climbing,
270.59,792.07,138,5.52,4,climbing,
255.99,759.15,138,5.52,4,climbing,
248.57,736.88,138,5.52,4,climbing,
240.84,797.22,138,5.52,4,climbing,
220.64,714.56,138,5.52,4,climbing,
217.64,799.65,138,5.52,4,climbing,
205.77,708.74,138,5.52,4,climbing,
203.57,734.13,138,5.52,4,climbing,
194.98,707.3,138,5.52,4,climbing,
174.63,769.84,138,5.52,4,climbing,
115.78,737.2,138,5.52,4,climbing,
110.74,760.75,138,5.52,4,climbing,
97.67,711.77,138,5.52,4,climbing,
66.09,787.75,138,5.52,4,climbing,
41.8,732.91,138,5.52,4,climbing,
38.77,757.3,138,5.52,4,climbing,
31.21,794.53,138,5.52,4,climbing,
30.83,769.11,138,5.52,4,climbing,
29.51,783.72,138,5.52,4,climbing,
26.47,712.77,138,5.52,4,climbing,
356.31,715.15,139,5.56,4,climbing,
271.64,792.79,139,5.56,4,climbing,
258.4,755.14,139,5.56,4,climbing,
250.6,736.96,139,5.56,4,climbing,
242.89,797.4,139,5.56,4,climbing,
221.56,715.43,139,5.56,4,climbing,
215.95,799.66,139,5.56,4,climbing,
206.64,708.72,139,5.56,4,climbing,
204.48,732.97,139,5.56,4,climbing,
197.67,707.71,139,5.56,4,climbing,
174.62,769.84,139,5.56,4,climbing,
116.54,736.91,139,5.56,4,climbing,
111.46,760.18,139,5.56,4,climbing,
98.29,711.68,139,5.56,4,climbing,
66.08,787.75,139,5.56,4,climbing,
41.75,732.97,139,5.56,4,climbing,
38.78,756.12,139,5.56,4,climbing,
31.08,793.92,139,5.56,4,climbing,
30.85,769.1,139,5.56,4,climbing,
29.53,783.69,139,5.56,4,climbing,
26.07,713.25,139,5.56,4,climbing,
372.7,714.16,140,5.6,4,climbing,
356.48,714.84,140,5.6,4,climbing,
272.5,793.01,140,5.6,4,climbing,
259.54,753.12,140,5.6,4,climbing,
252.69,737.67,140,5.6,4,climbing,
247.71,798.11,140,5.6,4,climbing,
222.76,799.2,140,5.6,4,climbing,
222.6,715.69,140,5.6,4,climbing,
206.76,708.65,140,5.6,4,climbing,
204.97,732.02,140,5.6,4,climbing,
196.86,707.22,140,5.6,4,climbing,
174.64,769.84,140,5.6,4,climbing,
116.24,736.71,140,5.6,4,climbing,
111.66,759.15,140,5.6,4,climbing,
98.29,711.7,140,5.6,4,climbing,
66.6,787.01,140,5.6,4,climbing,
41.63,733.01,140,5.6,4,climbing,
38.92,754.87,140,5.6,4,climbing,
31.23,793.96,140,5.6,4,climbing,
30.84,769.1,140,5.6,4,climbing,
29.56,783.68,140,5.6,4,climbing,
26.3,715.34,140,5.6,4,climbing,
372.57,714.36,141,5.64,4,climbing,
356.74,714.85,141,5.64,4,climbing,
272.77,793.03,141,5.64,4,climbing,
261.34,750.26,141,5.64,4,climbing,
254.59,738.08,141,5.64,4,climbing,
248.68,798.76,141,5.64,4,climbing,
224.71,799.42,141,5.64,4,climbing,
223.8,715.98,141,5.64,4,climbing,
207.8,708.67,141,5.64,4,climbing,
205.12,731.02,141,5.64,4,climbing,
197.77,707.11,141,5.64,4,climbing,
174.63,769.86,141,5.64,4,climbing,
114.51,760.64,141,5.64,4,climbing,
112.8,735.98,141,5.64,4,climbing,
98.29,711.69,141,5.64,4,climbing,
66.66,787.01,141,5.64,4,climbing,
41.54,733.06,141,5.64,4,climbing,
38.97,753.23,141,5.64,4,climbing,
31.77,794.08,141,5.64,4,climbing,
30.83,769.13,141,5.64,4,climbing,
29.58,783.72,141,5.64,4,climbing,
25.84,717.09,141,5.64,4,climbing,
372.63,714.72,142,5.68,4,climbing,
363.85,714.69,142,5.68,4,climbing,
274.51,793.84,142,5.68,4,climbing,
262.42,748.41,142,5.68,4,climbing,
252.88,738.04,142,5.68,4,climbing,
249.92,798.92,142,5.68,4,climbing,
228.58,799.79,142,5.68,4,climbing,
224.8,716.79,142,5.68,4,climbing,
208.76,708.66,142,5.68,4,climbing,
205.97,730.76,142,5.68,4,climbing,
198.74,707.09,142,5.68,4,climbing,
174.65,769.85,142,5.68,4,climbing,
115.5,761.58,142,5.68,4,climbing,
115.36,736.58,142,5.68,4,climbing,
98.3,711.7,142,5.68,4,climbing,
66.63,786.99,142,5.68,4,climbing,
39.12,729.91,142,5.68,4,climbing,
38.92,751.88,142,5.68,4,climbing,
31.77,794.26,142,5.68,4,climbing,
30.92,768.87,142,5.68,4,climbing,
29.56,783.74,142,5.68,4,climbing,
26.15,718.27,142,5.68,4,climbing,
365.37,714.31,143,5.72,4,climbing,
275.55,794.53,143,5.72,4,climbing,
264.73,748.33,143,5.72,4,climbing,
258.54,739.97,143,5.72,4,climbing,
251.9,799.08,143,5.72,4,climbing,
231.49,799.86,143,5.72,4,climbing,
226.44,717.92,143,5.72,4,climbing,
210.5,708.19,143,5.72,4,climbing,
207.47,728.9,143,5.72,4,climbing,
198.75,706.86,143,5.72,4,climbing,
174.66,769.86,143,5.72,4,climbing,
115.22,736.63,143,5.72,4,climbing,
111.73,760.27,143,5.72,4,climbing,
98.3,711.72,143,5.72,4,climbing,
66.63,786.93,143,5.72,4,climbing,
39.04,729.99,143,5.72,4,climbing,
38.95,750.78,143,5.72,4,climbing,
32.38,794.91,143,5.72,4,climbing,
30.87,768.76,143,5.72,4,climbing,
29.57,783.82,143,5.72,4,climbing,
26.32,720.77,143,5.72,4,climbing,
365.55,713.39,144,5.76,4,climbing,
276.44,794.78,144,5.76,4,climbing,
267.68,749.17,144,5.76,4,climbing,
260.67,740.97,144,5.76,4,climbing,
253.79,799.43,144,5.76,4,climbing,
233.67,799.77,144,5.76,4,climbing,
227.83,718.7,144,5.76,4,climbing,
211.32,707.98,144,5.76,4,climbing,
209.01,727.22,144,5.76,4,climbing,
199.87,706.69,144,5.76,4,climbing,
173.88,770.72,144,5.76,4,climbing,
117.61,762.77,144,5.76,4,climbing,
114.59,736.61,144,5.76,4,climbing,
98.34,711.7,144,5.76,4,climbing,
66.62,786.9,144,5.76,4,climbing,
39.01,749.89,144,5.76,4,climbing,
38.71,730.04,144,5.76,4,climbing,
35.11,721.47,144,5.76,4,climbing,
32.49,795.16,144,5.76,4,climbing,
30.8,766.28,144,5.76,4,climbing,
29.54,783.83,144,5.76,4,climbing,
26.05,721.86,144,5.76,4,climbing,
36.1,892.08,0,0.0,5,climbing,
33.59,957.8,0,0.0,5,climbing,
32.89,883.78,0,0.0,5,climbing,
28.75,921.98,0,0.0,5,climbing,
25.73,943.14,0,0.0,5,climbing,
25.38,897.01,0,0.0,5,climbing,
25.04,910.81,0,0.0,5,climbing,
24.45,968.79,0,0.0,5,climbing,
35.89,892.76,1,0.04,5,climbing,
34.45,883.19,1,0.04,5,climbing,
33.52,957.3,1,0.04,5,climbing,
29.49,922.05,1,0.04,5,climbing,
25.82,943.29,1,0.04,5,climbing,
25.09,909.73,1,0.04,5,climbing,
24.43,968.87,1,0.04,5,climbing,
35.98,892.68,2,0.08,5,climbing,
34.67,883.2,2,0.08,5,climbing,
33.64,957.89,2,0.08,5,climbing,
