y,x,frame,t,vial,climbing,1
347.82,424.35,111,4.44,2,climbing,
321.73,405.01,111,4.44,2,climbing,
154.41,429.49,111,4.44,2,climbing,
94.77,402.27,111,4.44,2,climbing,
82.58,434.2,111,4.44,2,climbing,
41.6,430.31,111,4.44,2,climbing,
39.94,396.03,111,4.44,2,climbing,
32.22,370.05,111,4.44,2,climbing,
28.59,425.01,111,4.44,2,climbing,
371.89,423.69,112,4.48,2,climbing,
351.57,424.0,112,4.48,2,climbing,
325.47,406.12,112,4.48,2,climbing,
155.57,428.21,112,4.48,2,climbing,
96.86,402.34,112,4.48,2,climbing,
84.68,433.9,112,4.48,2,climbing,
39.95,396.12,112,4.48,2,climbing,
38.95,430.45,112,4.48,2,climbing,
32.44,369.93,112,4.48,2,climbing,
29.08,425.94,112,4.48,2,climbing,
371.94,423.64,113,4.52,2,climbing,
353.59,424.09,113,4.52,2,climbing,
325.81,405.12,113,4.52,2,climbing,
157.34,427.41,113,4.52,2,climbing,
98.79,402.76,113,4.52,2,climbing,
86.5,433.72,113,4.52,2,climbing,
39.92,396.11,113,4.52,2,climbing,
38.18,430.68,113,4.52,2,climbing,
32.47,369.14,113,4.52,2,climbing,
29.29,425.98,113,4.52,2,climbing,
371.93,424.12,114,4.56,2,climbing,
354.55,424.41,114,4.56,2,climbing,
329.58,404.77,114,4.56,2,climbing,
159.37,426.29,114,4.56,2,climbing,
100.75,403.15,114,4.56,2,climbing,
88.55,433.05,114,4.56,2,climbing,
39.97,396.1,114,4.56,2,climbing,
38.15,431.07,114,4.56,2,climbing,
32.54,369.92,114,4.56,2,climbing,
29.53,426.81,114,4.56,2,climbing,
372.02,424.79,115,4.6,2,climbing,
354.79,424.99,115,4.6,2,climbing,
330.55,404.41,115,4.6,2,climbing,
161.32,425.31,115,4.6,2,climbing,
102.57,403.79,115,4.6,2,climbing,
90.63,432.73,115,4.6,2,climbing,
40.03,396.03,115,4.6,2,climbing,
38.08,431.72,115,4.6,2,climbing,
32.53,369.22,115,4.6,2,climbing,
29.77,425.0,115,4.6,2,climbing,
371.89,425.19,116,4.64,2,climbing,
355.54,425.0,116,4.64,2,climbing,
332.22,403.29,116,4.64,2,climbing,
162.63,425.09,116,4.64,2,climbing,
104.39,403.99,116,4.64,2,climbing,
92.22,432.34,116,4.64,2,climbing,
40.05,396.06,116,4.64,2,climbing,
37.96,431.72,116,4.64,2,climbing,
32.63,369.21,116,4.64,2,climbing,
29.66,424.18,116,4.64,2,climbing,
355.65,425.41,117,4.68,2,climbing,
332.66,403.83,117,4.68,2,climbing,
164.77,424.12,117,4.68,2,climbing,
105.7,404.1,117,4.68,2,climbing,
90.88,432.85,117,4.68,2,climbing,
40.06,396.04,117,4.68,2,climbing,
37.79,431.97,117,4.68,2,climbing,
32.53,369.22,117,4.68,2,climbing,
30.0,424.91,117,4.68,2,climbing,
355.93,426.03,118,4.72,2,climbing,
334.52,403.27,118,4.72,2,climbing,
166.68,422.98,118,4.72,2,climbing,
107.67,404.17,118,4.72,2,climbing,
93.64,432.74,118,4.72,2,climbing,
40.06,395.91,118,4.72,2,climbing,
37.87,432.36,118,4.72,2,climbing,
32.57,369.18,118,4.72,2,climbing,
30.66,425.9,118,4.72,2,climbing,
362.38,425.21,119,4.76,2,climbing,
334.67,401.21,119,4.76,2,climbing,
168.76,422.37,119,4.76,2,climbing,
109.6,404.62,119,4.76,2,climbing,
95.34,432.19,119,4.76,2,climbing,
39.98,395.46,119,4.76,2,climbing,
37.6,432.8,119,4.76,2,climbing,
32.13,369.85,119,4.76,2,climbing,
30.6,426.09,119,4.76,2,climbing,
362.43,425.71,120,4.8,2,climbing,
335.52,401.15,120,4.8,2,climbing,
170.74,421.03,120,4.8,2,climbing,
111.56,404.85,120,4.8,2,climbing,
96.26,432.12,120,4.8,2,climbing,
40.06,396.01,120,4.8,2,climbing,
37.15,432.69,120,4.8,2,climbing,
32.17,369.86,120,4.8,2,climbing,
30.03,426.87,120,4.8,2,climbing,
362.45,425.42,121,4.84,2,climbing,
337.43,400.84,121,4.84,2,climbing,
173.33,419.11,121,4.84,2,climbing,
112.8,404.85,121,4.84,2,climbing,
96.47,432.33,121,4.84,2,climbing,
40.07,396.1,121,4.84,2,climbing,
32.23,369.13,121,4.84,2,climbing,
30.58,427.28,121,4.84,2,climbing,
362.47,425.21,122,4.88,2,climbing,
338.54,400.4,122,4.88,2,climbing,
173.82,418.12,122,4.88,2,climbing,
115.67,405.87,122,4.88,2,climbing,
98.46,432.64,122,4.88,2,climbing,
40.09,396.26,122,4.88,2,climbing,
37.3,428.98,122,4.88,2,climbing,
32.3,369.1,122,4.88,2,climbing,
362.45,425.16,123,4.92,2,climbing,
340.36,400.05,123,4.92,2,climbing,
176.58,416.11,123,4.92,2,climbing,
117.73,406.04,123,4.92,2,climbing,
96.92,432.67,123,4.92,2,climbing,
40.16,396.4,123,4.92,2,climbing,
37.96,428.76,123,4.92,2,climbing,
32.17,369.11,123,4.92,2,climbing,
362.44,425.22,124,4.96,2,climbing,
341.55,398.05,124,4.96,2,climbing,
177.82,415.08,124,4.96,2,climbing,
118.86,406.2,124,4.96,2,climbing,
100.57,432.66,124,4.96,2,climbing,
40.08,396.35,124,4.96,2,climbing,
37.96,428.8,124,4.96,2,climbing,
32.4,369.03,124,4.96,2,climbing,
362.46,425.2,125,5.0,2,climbing,
342.6,398.04,125,5.0,2,climbing,
180.58,413.08,125,5.0,2,climbing,
122.46,406.77,125,5.0,2,climbing,
99.86,432.8,125,5.0,2,climbing,
39.92,396.32,125,5.0,2,climbing,
38.91,429.1,125,5.0,2,climbing,
32.71,369.78,125,5.0,2,climbing,
362.54,425.01,126,5.04,2,climbing,
343.81,398.12,126,5.04,2,climbing,
181.78,412.05,126,5.04,2,climbing,
123.73,407.05,126,5.04,2,climbing,
101.87,432.9,126,5.04,2,climbing,
41.89,429.19,126,5.04,2,climbing,
39.94,397.05,126,5.04,2,climbing,
32.66,368.14,126,5.04,2,climbing,
355.84,425.84,127,5.08,2,climbing,
345.68,396.95,127,5.08,2,climbing,
183.8,411.02,127,5.08,2,climbing,
125.86,407.37,127,5.08,2,climbing,
103.08,433.24,127,5.08,2,climbing,
43.91,429.13,127,5.08,2,climbing,
40.01,397.1,127,5.08,2,climbing,
32.61,369.71,127,5.08,2,climbing,
355.67,425.94,128,5.12,2,climbing,
349.45,394.76,128,5.12,2,climbing,
185.81,409.01,128,5.12,2,climbing,
128.81,407.3,128,5.12,2,climbing,
103.98,433.01,128,5.12,2,climbing,
49.59,430.1,128,5.12,2,climbing,
40.01,397.16,128,5.12,2,climbing,
32.67,368.98,128,5.12,2,climbing,
355.53,425.32,129,5.16,2,climbing,
350.72,395.11,129,5.16,2,climbing,
189.18,406.03,129,5.16,2,climbing,
131.85,408.16,129,5.16,2,climbing,
106.73,432.85,129,5.16,2,climbing,
47.95,428.97,129,5.16,2,climbing,
39.98,397.19,129,5.16,2,climbing,
32.64,368.93,129,5.16,2,climbing,
355.55,425.32,130,5.2,2,climbing,
354.36,394.52,130,5.2,2,climbing,
190.6,405.02,130,5.2,2,climbing,
133.8,409.02,130,5.2,2,climbing,
107.73,433.1,130,5.2,2,climbing,
54.54,430.1,130,5.2,2,climbing,
39.92,397.18,130,5.2,2,climbing,
32.21,368.9,130,5.2,2,climbing,
355.48,425.07,131,5.24,2,climbing,
354.64,394.22,131,5.24,2,climbing,
192.68,403.12,131,5.24,2,climbing,
138.17,409.82,131,5.24,2,climbing,
109.75,433.33,131,5.24,2,climbing,
55.7,430.22,131,5.24,2,climbing,
39.95,397.17,131,5.24,2,climbing,
32.23,368.85,131,5.24,2,climbing,
355.63,424.38,132,5.28,2,climbing,
354.79,393.47,132,5.28,2,climbing,
194.61,402.14,132,5.28,2,climbing,
140.39,409.73,132,5.28,2,climbing,
111.85,433.18,132,5.28,2,climbing,
57.64,430.1,132,5.28,2,climbing,
40.0,397.2,132,5.28,2,climbing,
32.24,368.22,132,5.28,2,climbing,
355.65,424.41,133,5.32,2,climbing,
354.9,394.12,133,5.32,2,climbing,
197.36,400.02,133,5.32,2,climbing,
141.7,410.01,133,5.32,2,climbing,
113.0,433.36,133,5.32,2,climbing,
59.61,430.08,133,5.32,2,climbing,
40.02,397.21,133,5.32,2,climbing,
32.23,368.15,133,5.32,2,climbing,
360.48,394.78,134,5.36,2,climbing,
355.73,424.15,134,5.36,2,climbing,
199.39,397.93,134,5.36,2,climbing,
143.74,410.13,134,5.36,2,climbing,
118.49,433.38,134,5.36,2,climbing,
60.7,429.83,134,5.36,2,climbing,
40.05,397.21,134,5.36,2,climbing,
32.48,368.67,134,5.36,2,climbing,
360.51,395.14,135,5.4,2,climbing,
355.83,423.69,135,5.4,2,climbing,
200.62,396.97,135,5.4,2,climbing,
146.59,410.75,135,5.4,2,climbing,
121.49,432.84,135,5.4,2,climbing,
62.64,430.14,135,5.4,2,climbing,
40.1,397.17,135,5.4,2,climbing,
32.63,367.99,135,5.4,2,climbing,
360.61,395.41,136,5.44,2,climbing,
355.95,423.05,136,5.44,2,climbing,
202.72,395.0,136,5.44,2,climbing,
147.74,411.35,136,5.44,2,climbing,
123.59,433.07,136,5.44,2,climbing,
64.58,429.77,136,5.44,2,climbing,
40.1,397.21,136,5.44,2,climbing,
32.74,367.92,136,5.44,2,climbing,
360.86,418.86,137,5.48,2,climbing,
360.75,396.78,137,5.48,2,climbing,
205.4,392.9,137,5.48,2,climbing,
149.69,411.86,137,5.48,2,climbing,
127.39,432.75,137,5.48,2,climbing,
66.45,429.94,137,5.48,2,climbing,
39.95,397.28,137,5.48,2,climbing,
32.75,367.87,137,5.48,2,climbing,
32.67,431.23,137,5.48,2,climbing,
362.26,417.36,138,5.52,2,climbing,
360.91,398.8,138,5.52,2,climbing,
207.44,391.51,138,5.52,2,climbing,
150.74,412.04,138,5.52,2,climbing,
129.56,432.18,138,5.52,2,climbing,
67.6,429.67,138,5.52,2,climbing,
40.41,399.71,138,5.52,2,climbing,
32.67,367.39,138,5.52,2,climbing,
32.11,429.38,138,5.52,2,climbing,
362.67,416.4,139,5.56,2,climbing,
361.06,399.79,139,5.56,2,climbing,
209.32,390.24,139,5.56,2,climbing,
152.7,412.02,139,5.56,2,climbing,
132.44,432.25,139,5.56,2,climbing,
69.64,429.79,139,5.56,2,climbing,
40.04,397.28,139,5.56,2,climbing,
32.64,367.25,139,5.56,2,climbing,
32.01,427.08,139,5.56,2,climbing,
362.47,415.17,140,5.6,2,climbing,
361.36,400.13,140,5.6,2,climbing,
210.76,389.46,140,5.6,2,climbing,
154.36,411.71,140,5.6,2,climbing,
134.61,432.39,140,5.6,2,climbing,
70.73,429.47,140,5.6,2,climbing,
40.43,399.7,140,5.6,2,climbing,
32.88,367.07,140,5.6,2,climbing,
31.99,426.02,140,5.6,2,climbing,
24.83,368.17,140,5.6,2,climbing,
362.47,414.27,141,5.64,2,climbing,
361.41,401.79,141,5.64,2,climbing,
212.75,388.08,141,5.64,2,climbing,
154.82,411.18,141,5.64,2,climbing,
137.44,432.14,141,5.64,2,climbing,
72.61,429.36,141,5.64,2,climbing,
40.45,399.7,141,5.64,2,climbing,
32.89,366.94,141,5.64,2,climbing,
32.21,424.25,141,5.64,2,climbing,
24.75,368.15,141,5.64,2,climbing,
362.52,413.48,142,5.68,2,climbing,
361.1,401.3,142,5.68,2,climbing,
214.61,386.18,142,5.68,2,climbing,
158.41,411.8,142,5.68,2,climbing,
140.58,432.39,142,5.68,2,climbing,
72.69,429.19,142,5.68,2,climbing,
40.38,398.94,142,5.68,2,climbing,
32.92,366.79,142,5.68,2,climbing,
32.32,422.98,142,5.68,2,climbing,
24.84,368.26,142,5.68,2,climbing,
362.49,413.08,143,5.72,2,climbing,
361.07,401.23,143,5.72,2,climbing,
216.62,384.21,143,5.72,2,climbing,
159.61,411.81,143,5.72,2,climbing,
143.6,432.59,143,5.72,2,climbing,
74.34,428.3,143,5.72,2,climbing,
40.47,399.72,143,5.72,2,climbing,
32.96,366.27,143,5.72,2,climbing,
32.44,421.96,143,5.72,2,climbing,
24.83,368.26,143,5.72,2,climbing,
361.96,411.96,144,5.76,2,climbing,
361.03,401.09,144,5.76,2,climbing,
219.5,381.51,144,5.76,2,climbing,
160.68,411.35,144,5.76,2,climbing,
145.65,432.39,144,5.76,2,climbing,
74.63,427.5,144,5.76,2,climbing,
40.46,398.88,144,5.76,2,climbing,
32.94,366.17,144,5.76,2,climbing,
32.4,420.93,144,5.76,2,climbing,
24.85,368.24,144,5.76,2,climbing,
87.54,561.14,0,0.0,3,climbing,
47.58,544.43,0,0.0,3,climbing,
45.55,609.84,0,0.0,3,climbing,
40.58,581.83,0,0.0,3,climbing,
39.43,571.88,0,0.0,3,climbing,
38.15,602.07,0,0.0,3,climbing,
36.69,546.83,0,0.0,3,climbing,
31.97,528.22,0,0.0,3,climbing,
31.57,586.87,0,0.0,3,climbing,
31.47,567.67,0,0.0,3,climbing,
30.09,614.86,0,0.0,3,climbing,
24.66,601.88,0,0.0,3,climbing,
24.05,582.57,0,0.0,3,climbing,
90.56,561.12,1,0.04,3,climbing,
45.66,547.52,1,0.04,3,climbing,
45.28,609.71,1,0.04,3,climbing,
41.88,582.66,1,0.04,3,climbing,
39.26,570.32,1,0.04,3,climbing,
37.08,547.12,1,0.04,3,climbing,
32.94,528.05,1,0.04,3,climbing,
30.37,614.76,1,0.04,3,climbing,
25.1,586.83,1,0.04,3,climbing,
24.86,603.83,1,0.04,3,climbing,
23.79,549.71,1,0.04,3,climbing,
91.83,561.11,2,0.08,3,climbing,
46.01,547.0,2,0.08,3,climbing,
44.1,609.35,2,0.08,3,climbing,
41.81,582.08,2,0.08,3,climbing,
39.39,568.91,2,0.08,3,climbing,
38.71,529.06,2,0.08,3,climbing,
37.36,548.21,2,0.08,3,climbing,
36.21,597.93,2,0.08,3,climbing,
30.44,614.0,2,0.08,3,climbing,
25.19,586.99,2,0.08,3,climbing,
24.72,604.96,2,0.08,3,climbing,
24.12,551.7,2,0.08,3,climbing,
97.52,561.4,3,0.12,3,climbing,
51.63,604.16,3,0.12,3,climbing,
46.08,546.99,3,0.12,3,climbing,
44.96,609.75,3,0.12,3,climbing,
44.32,590.78,3,0.12,3,climbing,
42.46,529.27,3,0.12,3,climbing,
41.98,581.78,3,0.12,3,climbing,
38.94,567.23,3,0.12,3,climbing,
37.5,549.93,3,0.12,3,climbing,
36.85,597.85,3,0.12,3,climbing,
30.1,612.87,3,0.12,3,climbing,
25.35,605.75,3,0.12,3,climbing,
24.83,584.05,3,0.12,3,climbing,
24.11,547.97,3,0.12,3,climbing,
100.47,560.97,4,0.16,3,climbing,
52.91,603.91,4,0.16,3,climbing,
47.42,530.17,4,0.16,3,climbing,
46.5,591.28,4,0.16,3,climbing,
45.24,547.58,4,0.16,3,climbing,
44.96,609.62,4,0.16,3,climbing,
42.17,580.99,4,0.16,3,climbing,
38.68,563.52,4,0.16,3,climbing,
37.64,550.29,4,0.16,3,climbing,
36.96,597.19,4,0.16,3,climbing,
33.31,573.8,4,0.16,3,climbing,
32.73,557.95,4,0.16,3,climbing,
26.55,604.7,4,0.16,3,climbing,
25.29,587.96,4,0.16,3,climbing,
24.33,557.93,4,0.16,3,climbing,
102.68,561.57,5,0.2,3,climbing,
57.68,602.65,5,0.2,3,climbing,
50.28,529.76,5,0.2,3,climbing,
48.65,590.86,5,0.2,3,climbing,
47.68,544.46,5,0.2,3,climbing,
45.62,582.91,5,0.2,3,climbing,
45.0,609.81,5,0.2,3,climbing,
39.83,562.52,5,0.2,3,climbing,
37.49,551.6,5,0.2,3,climbing,
37.04,596.55,5,0.2,3,climbing,
33.57,573.81,5,0.2,3,climbing,
32.52,559.06,5,0.2,3,climbing,
30.5,545.07,5,0.2,3,climbing,
28.71,608.79,5,0.2,3,climbing,
25.3,588.01,5,0.2,3,climbing,
24.14,560.57,5,0.2,3,climbing,
106.59,561.89,6,0.24,3,climbing,
61.73,602.69,6,0.24,3,climbing,
53.72,610.32,6,0.24,3,climbing,
51.75,590.05,6,0.24,3,climbing,
50.82,529.73,6,0.24,3,climbing,
47.76,544.55,6,0.24,3,climbing,
47.42,582.95,6,0.24,3,climbing,
45.03,610.0,6,0.24,3,climbing,
38.9,563.85,6,0.24,3,climbing,
37.57,596.19,6,0.24,3,climbing,
37.56,551.95,6,0.24,3,climbing,
32.35,585.19,6,0.24,3,climbing,
29.52,543.13,6,0.24,3,climbing,
28.46,606.07,6,0.24,3,climbing,
25.12,589.92,6,0.24,3,climbing,
23.94,560.91,6,0.24,3,climbing,
107.72,561.75,7,0.28,3,climbing,
63.78,601.89,7,0.28,3,climbing,
58.68,532.57,7,0.28,3,climbing,
56.59,610.58,7,0.28,3,climbing,
55.6,587.66,7,0.28,3,climbing,
47.67,544.46,7,0.28,3,climbing,
47.67,582.71,7,0.28,3,climbing,
44.79,610.06,7,0.28,3,climbing,
39.44,559.13,7,0.28,3,climbing,
37.69,595.84,7,0.28,3,climbing,
32.08,585.07,7,0.28,3,climbing,
31.89,564.82,7,0.28,3,climbing,
29.28,542.14,7,0.28,3,climbing,
28.7,605.77,7,0.28,3,climbing,
25.55,589.97,7,0.28,3,climbing,
109.75,562.45,8,0.32,3,climbing,
68.53,601.68,8,0.32,3,climbing,
59.77,533.19,8,0.32,3,climbing,
58.56,610.74,8,0.32,3,climbing,
57.73,587.07,8,0.32,3,climbing,
49.59,582.91,8,0.32,3,climbing,
47.69,544.46,8,0.32,3,climbing,
44.11,610.32,8,0.32,3,climbing,
38.91,560.79,8,0.32,3,climbing,
37.91,595.04,8,0.32,3,climbing,
37.71,552.27,8,0.32,3,climbing,
32.72,586.06,8,0.32,3,climbing,
31.82,566.18,8,0.32,3,climbing,
28.93,541.22,8,0.32,3,climbing,
28.76,602.58,8,0.32,3,climbing,
23.37,566.94,8,0.32,3,climbing,
113.76,562.84,9,0.36,3,climbing,
70.73,601.37,9,0.36,3,climbing,
60.57,610.69,9,0.36,3,climbing,
59.91,533.96,9,0.36,3,climbing,
59.73,587.3,9,0.36,3,climbing,
51.65,582.79,9,0.36,3,climbing,
47.68,544.48,9,0.36,3,climbing,
44.38,610.34,9,0.36,3,climbing,
38.77,559.75,9,0.36,3,climbing,
37.9,594.71,9,0.36,3,climbing,
32.91,586.87,9,0.36,3,climbing,
31.72,568.94,9,0.36,3,climbing,
28.99,605.97,9,0.36,3,climbing,
28.92,541.03,9,0.36,3,climbing,
25.92,590.97,9,0.36,3,climbing,
118.53,561.98,10,0.4,3,climbing,
72.76,600.14,10,0.4,3,climbing,
62.66,610.7,10,0.4,3,climbing,
61.5,536.12,10,0.4,3,climbing,
61.44,585.81,10,0.4,3,climbing,
47.7,544.47,10,0.4,3,climbing,
44.58,610.4,10,0.4,3,climbing,
38.06,593.15,10,0.4,3,climbing,
37.98,557.9,10,0.4,3,climbing,
36.85,606.56,10,0.4,3,climbing,
36.5,566.28,10,0.4,3,climbing,
32.49,583.79,10,0.4,3,climbing,
30.75,571.9,10,0.4,3,climbing,
28.86,540.84,10,0.4,3,climbing,
28.7,595.97,10,0.4,3,climbing,
119.72,562.24,11,0.44,3,climbing,
76.69,599.05,11,0.44,3,climbing,
64.74,610.89,11,0.44,3,climbing,
63.01,538.86,11,0.44,3,climbing,
55.49,581.68,11,0.44,3,climbing,
47.71,544.47,11,0.44,3,climbing,
38.15,591.16,11,0.44,3,climbing,
37.75,553.26,11,0.44,3,climbing,
37.71,606.97,11,0.44,3,climbing,
37.06,563.17,11,0.44,3,climbing,
31.94,581.35,11,0.44,3,climbing,
30.35,572.91,11,0.44,3,climbing,
28.86,540.81,11,0.44,3,climbing,
28.34,593.02,11,0.44,3,climbing,
124.5,561.38,12,0.48,3,climbing,
79.68,598.11,12,0.48,3,climbing,
68.59,610.22,12,0.48,3,climbing,
64.73,540.95,12,0.48,3,climbing,
63.63,583.42,12,0.48,3,climbing,
55.73,581.05,12,0.48,3,climbing,
47.62,544.49,12,0.48,3,climbing,
38.78,589.2,12,0.48,3,climbing,
37.99,606.99,12,0.48,3,climbing,
37.66,554.02,12,0.48,3,climbing,
30.62,598.0,12,0.48,3,climbing,
29.64,574.32,12,0.48,3,climbing,
28.79,540.79,12,0.48,3,climbing,
126.5,561.2,13,0.52,3,climbing,
83.56,595.24,13,0.52,3,climbing,
67.72,610.08,13,0.52,3,climbing,
65.65,542.03,13,0.52,3,climbing,
57.53,580.4,13,0.52,3,climbing,
47.72,544.48,13,0.52,3,climbing,
42.41,615.86,13,0.52,3,climbing,
38.87,606.81,13,0.52,3,climbing,
38.84,588.98,13,0.52,3,climbing,
37.75,558.93,13,0.52,3,climbing,
30.82,598.01,13,0.52,3,climbing,
28.96,576.2,13,0.52,3,climbing,
28.9,586.39,13,0.52,3,climbing,
28.36,540.53,13,0.52,3,climbing,
126.76,561.63,14,0.56,3,climbing,
86.52,595.06,14,0.56,3,climbing,
69.8,609.98,14,0.56,3,climbing,
68.95,542.83,14,0.56,3,climbing,
65.72,579.33,14,0.56,3,climbing,
57.73,579.74,14,0.56,3,climbing,
47.72,544.48,14,0.56,3,climbing,
42.43,615.83,14,0.56,3,climbing,
40.81,606.75,14,0.56,3,climbing,
38.02,559.1,14,0.56,3,climbing,
37.94,585.62,14,0.56,3,climbing,
32.66,576.22,14,0.56,3,climbing,
31.42,598.8,14,0.56,3,climbing,
29.02,585.08,14,0.56,3,climbing,
27.83,539.59,14,0.56,3,climbing,
24.7,547.09,14,0.56,3,climbing,
132.38,560.92,15,0.6,3,climbing,
88.59,593.81,15,0.6,3,climbing,
74.66,608.9,15,0.6,3,climbing,
72.77,544.1,15,0.6,3,climbing,
66.72,578.08,15,0.6,3,climbing,
57.9,579.07,15,0.6,3,climbing,
47.69,544.49,15,0.6,3,climbing,
46.35,604.82,15,0.6,3,climbing,
42.34,615.73,15,0.6,3,climbing,
38.05,584.74,15,0.6,3,climbing,
37.85,560.93,15,0.6,3,climbing,
37.3,549.88,15,0.6,3,climbing,
31.47,598.86,15,0.6,3,climbing,
29.4,585.11,15,0.6,3,climbing,
28.18,577.14,15,0.6,3,climbing,
27.74,538.96,15,0.6,3,climbing,
24.66,547.1,15,0.6,3,climbing,
134.48,560.11,16,0.64,3,climbing,
91.74,592.19,16,0.64,3,climbing,
75.8,544.97,16,0.64,3,climbing,
75.78,608.8,16,0.64,3,climbing,
67.08,576.98,16,0.64,3,climbing,
47.67,544.49,16,0.64,3,climbing,
47.55,603.79,16,0.64,3,climbing,
41.33,615.05,16,0.64,3,climbing,
38.89,581.75,16,0.64,3,climbing,
37.88,562.82,16,0.64,3,climbing,
36.49,546.99,16,0.64,3,climbing,
31.61,598.82,16,0.64,3,climbing,
28.95,585.23,16,0.64,3,climbing,
28.2,577.08,16,0.64,3,climbing,
27.53,537.98,16,0.64,3,climbing,
24.86,546.98,16,0.64,3,climbing,
137.41,560.01,17,0.68,3,climbing,
94.75,592.14,17,0.68,3,climbing,
78.65,608.08,17,0.68,3,climbing,
77.95,545.92,17,0.68,3,climbing,
68.62,573.11,17,0.68,3,climbing,
61.42,577.06,17,0.68,3,climbing,
49.43,602.86,17,0.68,3,climbing,
47.69,544.49,17,0.68,3,climbing,
41.01,614.89,17,0.68,3,climbing,
39.48,578.28,17,0.68,3,climbing,
38.27,564.77,17,0.68,3,climbing,
35.82,545.06,17,0.68,3,climbing,
31.45,598.14,17,0.68,3,climbing,
28.08,586.12,17,0.68,3,climbing,
28.07,576.4,17,0.68,3,climbing,
27.51,537.86,17,0.68,3,climbing,
25.02,546.93,17,0.68,3,climbing,
139.72,560.02,18,0.72,3,climbing,
98.55,589.46,18,0.72,3,climbing,
81.84,547.16,18,0.72,3,climbing,
81.53,607.24,18,0.72,3,climbing,
68.65,570.4,18,0.72,3,climbing,
62.57,576.56,18,0.72,3,climbing,
51.24,601.04,18,0.72,3,climbing,
47.71,544.47,18,0.72,3,climbing,
40.45,614.46,18,0.72,3,climbing,
39.59,577.21,18,0.72,3,climbing,
38.08,565.99,18,0.72,3,climbing,
36.25,543.25,18,0.72,3,climbing,
31.47,598.12,18,0.72,3,climbing,
28.01,586.24,18,0.72,3,climbing,
27.94,575.44,18,0.72,3,climbing,
27.5,538.02,18,0.72,3,climbing,
24.95,546.89,18,0.72,3,climbing,
141.72,558.95,19,0.76,3,climbing,
101.4,587.07,19,0.76,3,climbing,
85.69,550.05,19,0.76,3,climbing,
80.79,606.96,19,0.76,3,climbing,
68.78,569.28,19,0.76,3,climbing,
53.53,599.49,19,0.76,3,climbing,
47.7,544.47,19,0.76,3,climbing,
40.0,614.39,19,0.76,3,climbing,
39.77,577.83,19,0.76,3,climbing,
38.24,567.01,19,0.76,3,climbing,
31.47,598.13,19,0.76,3,climbing,
27.65,573.98,19,0.76,3,climbing,
27.58,586.76,19,0.76,3,climbing,
27.28,537.07,19,0.76,3,climbing,
24.88,546.82,19,0.76,3,climbing,
143.7,558.98,20,0.8,3,climbing,
103.57,585.93,20,0.8,3,climbing,
86.77,550.14,20,0.8,3,climbing,
85.32,605.3,20,0.8,3,climbing,
69.41,567.12,20,0.8,3,climbing,
63.71,575.21,20,0.8,3,climbing,
54.58,598.96,20,0.8,3,climbing,
47.7,544.48,20,0.8,3,climbing,
41.39,577.11,20,0.8,3,climbing,
39.71,614.5,20,0.8,3,climbing,
38.19,567.61,20,0.8,3,climbing,
33.78,534.9,20,0.8,3,climbing,
31.64,598.8,20,0.8,3,climbing,
26.91,587.02,20,0.8,3,climbing,
26.57,569.37,20,0.8,3,climbing,
24.96,546.73,20,0.8,3,climbing,
145.79,559.04,21,0.84,3,climbing,
104.56,582.95,21,0.84,3,climbing,
89.92,553.93,21,0.84,3,climbing,
83.83,605.08,21,0.84,3,climbing,
70.03,565.13,21,0.84,3,climbing,
65.43,574.01,21,0.84,3,climbing,
56.42,596.98,21,0.84,3,climbing,
47.69,544.49,21,0.84,3,climbing,
39.39,614.54,21,0.84,3,climbing,
38.9,576.02,21,0.84,3,climbing,
38.1,566.83,21,0.84,3,climbing,
33.88,533.87,21,0.84,3,climbing,
31.56,598.82,21,0.84,3,climbing,
26.46,567.97,21,0.84,3,climbing,
26.09,587.54,21,0.84,3,climbing,
24.81,546.07,21,0.84,3,climbing,
148.74,557.9,22,0.88,3,climbing,
107.35,580.05,22,0.88,3,climbing,
91.65,556.11,22,0.88,3,climbing,
86.42,603.15,22,0.88,3,climbing,
69.86,563.14,22,0.88,3,climbing,
65.84,574.12,22,0.88,3,climbing,
57.9,595.18,22,0.88,3,climbing,
47.7,544.46,22,0.88,3,climbing,
39.32,614.47,22,0.88,3,climbing,
38.6,574.18,22,0.88,3,climbing,
37.46,560.29,22,0.88,3,climbing,
33.78,530.94,22,0.88,3,climbing,
31.58,598.83,22,0.88,3,climbing,
27.32,536.73,22,0.88,3,climbing,
25.49,562.4,22,0.88,3,climbing,
25.32,587.97,22,0.88,3,climbing,
24.73,545.98,22,0.88,3,climbing,
153.36,557.12,23,0.92,3,climbing,
107.92,579.07,23,0.92,3,climbing,
92.95,558.96,23,0.92,3,climbing,
87.46,602.27,23,0.92,3,climbing,
69.93,561.94,23,0.92,3,climbing,
67.72,573.18,23,0.92,3,climbing,
59.71,592.4,23,0.92,3,climbing,
47.67,544.5,23,0.92,3,climbing,
39.43,614.44,23,0.92,3,climbing,
37.9,563.07,23,0.92,3,climbing,
37.28,573.05,23,0.92,3,climbing,
31.61,598.85,23,0.92,3,climbing,
27.07,536.06,23,0.92,3,climbing,
24.77,560.92,23,0.92,3,climbing,
24.7,588.85,23,0.92,3,climbing,
24.66,545.93,23,0.92,3,climbing,
155.58,556.99,24,0.96,3,climbing,
108.51,577.83,24,0.96,3,climbing,
93.55,562.19,24,0.96,3,climbing,
