y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,particle,track_completeness,vial
423.8958031225495,1135.4117800096262,559,140660,0.341,46.77,559,0.0,84,3.36,True,31,0.8896551724137931,6.0
474.5558031225495,941.8317800096261,744,140660,0.297,53.15,744,0.0,84,3.36,True,33,0.9793103448275862,5.0
538.7158031225496,556.5717800096261,641,140660,0.4,45.4,641,0.0,84,3.36,True,35,0.9172413793103448,3.0
522.3458031225496,970.5417800096261,602,140660,0.213,39.69,602,0.0,84,3.36,True,36,0.9793103448275862,5.0
521.8158031225495,409.4717800096261,680,140660,0.447,50.42,680,0.0,84,3.36,True,38,0.9724137931034482,2.0
513.2958031225495,560.2117800096261,662,140660,0.293,48.36,662,0.0,84,3.36,True,40,0.9172413793103448,3.0
533.4958031225495,529.231780009626,487,140660,0.231,40.15,487,0.0,84,3.36,True,41,0.9241379310344827,3.0
409.6658031225495,753.001780009626,758,140660,0.265,57.26,758,0.0,84,3.36,True,45,0.9862068965517241,4.0
406.49580312254955,902.4217800096261,676,140660,0.317,47.45,676,0.0,84,3.36,True,46,1.0,5.0
464.6758031225495,1077.6317800096263,599,140660,0.294,42.2,599,0.0,84,3.36,True,48,0.903448275862069,6.0
473.5258031225495,1125.7517800096261,718,140660,0.452,57.94,718,0.0,84,3.36,True,49,0.9172413793103448,6.0
543.5958031225496,524.3317800096261,526,140660,0.279,38.1,526,0.0,84,3.36,True,51,0.6827586206896552,3.0
460.45580312254947,757.4517800096261,785,140660,0.346,53.84,785,0.0,84,3.36,True,53,0.9586206896551724,4.0
427.5758031225495,883.6917800096261,524,140660,0.327,38.1,524,0.0,84,3.36,True,54,0.8689655172413793,5.0
425.49580312254955,771.5717800096261,686,140660,0.334,47.68,686,0.0,84,3.36,True,55,0.9793103448275862,4.0
553.1458031225495,612.4317800096261,379,140660,0.144,25.32,379,0.0,84,3.36,True,59,0.9586206896551724,3.0
488.6758031225495,157.56178000962612,661,140660,0.046,53.61,661,0.0,84,3.36,True,61,0.993103448275862,1.0
570.5458031225495,948.741780009626,503,140660,0.412,41.06,503,0.0,84,3.36,True,62,0.9241379310344827,5.0
561.5258031225495,744.601780009626,570,140660,0.143,50.87,570,0.0,84,3.36,True,64,0.8482758620689655,4.0
344.7858031225495,747.121780009626,635,140660,0.284,46.08,635,0.0,84,3.36,True,73,0.9655172413793104,4.0
564.3158031225495,1128.1117800096263,505,140660,0.443,43.57,505,0.0,84,3.36,True,77,0.9103448275862069,6.0
535.3358031225495,1136.4617800096262,634,140660,0.242,44.48,634,0.0,84,3.36,True,88,0.9862068965517241,6.0
300.50580312254954,421.26178000962614,664,140660,0.34,47.91,664,0.0,84,3.36,True,90,0.9793103448275862,2.0
332.74580312254955,557.1717800096261,611,140660,0.313,50.64,611,0.0,84,3.36,True,91,0.903448275862069,3.0
558.2058031225495,898.381780009626,323,140660,0.107,28.06,323,0.0,84,3.36,True,92,0.903448275862069,5.0
412.7958031225495,889.3017800096261,460,140660,0.313,37.18,460,0.0,84,3.36,True,94,0.9724137931034482,5.0
504.5758031225495,752.2117800096261,709,140660,0.255,48.59,709,0.0,84,3.36,True,95,0.9655172413793104,4.0
376.6658031225495,1169.6717800096262,664,140660,0.175,43.12,664,0.0,84,3.36,True,99,0.9586206896551724,6.0
556.2158031225496,534.3417800096261,364,140660,0.317,35.82,364,0.0,84,3.36,True,100,0.9172413793103448,3.0
431.98580312254956,613.1617800096261,579,140660,0.213,42.2,579,0.0,84,3.36,True,101,0.9448275862068966,3.0
454.9058031225495,611.9217800096261,565,140660,0.178,45.17,565,0.0,84,3.36,True,102,0.9379310344827586,3.0
563.7058031225495,589.5817800096261,281,140660,0.492,23.04,281,0.0,84,3.36,False,103,0.503448275862069,0.0
562.2558031225495,953.1517800096261,514,140660,0.414,39.01,514,0.0,84,3.36,True,104,0.5655172413793104,5.0
481.5258031225495,745.7717800096261,681,140660,0.31,48.13,681,0.0,84,3.36,True,107,0.7310344827586207,4.0
556.6058031225496,910.381780009626,521,140660,0.521,48.59,521,0.0,84,3.36,True,108,0.7379310344827587,5.0
463.74580312254955,1125.1717800096262,677,140660,0.45,55.21,677,0.0,84,3.36,True,110,0.8896551724137931,6.0
566.0058031225495,715.3917800096261,162,140660,0.419,12.55,162,0.0,84,3.36,False,111,0.8206896551724138,0.0
451.7158031225496,1167.1617800096262,526,140660,0.208,39.47,526,0.0,84,3.36,True,114,0.896551724137931,6.0
517.6958031225495,714.4017800096261,748,140660,0.311,49.5,748,0.0,84,3.36,True,115,0.8482758620689655,4.0
422.49580312254955,1168.4317800096262,677,140660,0.226,46.54,677,0.0,84,3.36,True,117,0.903448275862069,6.0
413.5158031225495,716.741780009626,684,140660,0.339,48.82,684,0.0,84,3.36,True,119,0.8413793103448276,4.0
418.72580312254956,1081.3517800096263,585,140660,0.328,42.2,585,0.0,84,3.36,True,120,0.8620689655172413,6.0
469.9058031225495,1097.7117800096262,676,140660,0.453,54.75,676,0.0,84,3.36,True,122,0.7655172413793103,6.0
520.3158031225495,162.5817800096261,556,140660,0.258,43.34,556,0.0,84,3.36,True,124,0.8689655172413793,1.0
532.6258031225495,900.6917800096261,617,140660,0.36,46.54,617,0.0,84,3.36,True,126,0.8,5.0
554.8158031225495,941.1817800096261,639,140660,0.113,56.8,639,0.0,84,3.36,True,127,0.8206896551724138,5.0
477.5158031225495,1091.1717800096262,594,140660,0.282,41.52,594,0.0,84,3.36,True,129,0.6689655172413793,6.0
563.6858031225495,1111.3317800096263,567,140660,0.391,40.38,567,0.0,84,3.36,True,135,0.6896551724137931,6.0
512.7858031225495,1067.6817800096262,546,140660,0.241,36.5,546,0.0,84,3.36,True,138,0.6482758620689655,6.0
474.2858031225495,952.7917800096261,706,140660,0.279,52.92,706,0.0,84,3.36,True,139,0.7655172413793103,5.0
472.72580312254956,1155.4417800096262,700,140660,0.344,53.61,700,0.0,84,3.36,True,141,0.4,6.0
527.7358031225496,373.32178000962614,563,140660,0.414,42.2,563,0.0,84,3.36,True,144,0.7172413793103448,2.0
566.6658031225495,560.8317800096261,296,140660,0.124,30.8,296,0.0,84,3.36,True,145,0.6758620689655173,3.0
556.7158031225496,775.601780009626,534,140660,0.457,48.13,534,0.0,84,3.36,True,147,0.6827586206896552,4.0
554.2858031225495,715.5617800096261,669,140660,0.252,52.01,669,0.0,84,3.36,True,152,0.30344827586206896,4.0
443.37580312254954,769.4617800096261,621,140660,0.421,44.48,621,0.0,84,3.36,True,153,0.6482758620689655,4.0
553.5158031225495,1085.5317800096261,565,140660,0.467,55.43,565,0.0,84,3.36,True,154,0.6689655172413793,6.0
459.34580312254957,1159.4717800096262,526,140660,0.237,38.1,526,0.0,84,3.36,True,155,0.6413793103448275,6.0
553.9558031225495,1136.8317800096263,656,140660,0.298,58.17,656,0.0,84,3.36,True,156,0.6896551724137931,6.0
555.0458031225495,723.731780009626,348,140660,0.104,42.89,348,0.0,84,3.36,True,163,0.5793103448275863,4.0
435.2858031225495,780.361780009626,547,140660,0.303,36.5,547,0.0,84,3.36,True,164,0.2206896551724138,4.0
567.7458031225495,402.4617800096261,178,140660,0.564,16.42,178,0.0,84,3.36,False,166,0.5517241379310345,0.0
548.6858031225495,961.5617800096261,594,140660,0.441,49.96,594,0.0,84,3.36,True,173,0.5586206896551724,5.0
553.6658031225495,588.9017800096261,600,140660,0.311,44.71,600,0.0,84,3.36,True,174,0.5517241379310345,3.0
541.0858031225495,164.9117800096261,300,140660,0.169,26.46,300,0.0,84,3.36,True,176,0.5310344827586206,1.0
562.6658031225495,376.20178000962613,118,140660,0.578,12.32,118,0.0,84,3.36,False,180,0.503448275862069,0.0
541.6058031225496,1067.3717800096263,594,140660,0.379,43.57,594,0.0,84,3.36,True,182,0.3793103448275862,6.0
483.5658031225495,1099.3717800096263,667,140660,0.328,50.42,667,0.0,84,3.36,True,185,0.4413793103448276,6.0
561.5858031225495,1079.8917800096262,169,140660,0.162,14.6,169,0.0,84,3.36,False,186,0.09655172413793103,0.0
565.6158031225496,934.371780009626,360,140660,0.476,26.69,360,0.0,84,3.36,True,187,0.3724137931034483,5.0
447.1758031225495,609.4617800096261,633,140660,0.29,48.13,633,0.0,84,3.36,True,188,0.43448275862068964,3.0
258.780297504572,211.349757537716,574,140660,0.28,42.71,574,0.0,85,3.4,True,0,1.0,1.0
557.690297504572,397.259757537716,421,140660,0.459,42.71,421,0.0,85,3.4,True,1,0.9448275862068966,2.0
308.700297504572,520.8597575377161,636,140660,0.272,47.08,636,0.0,85,3.4,True,2,0.993103448275862,3.0
385.62029750457197,1111.569757537716,699,140660,0.378,46.35,699,0.0,85,3.4,True,4,1.0,6.0
458.49029750457197,1131.879757537716,618,140660,0.393,47.08,618,0.0,85,3.4,True,5,0.8827586206896552,6.0
332.480297504572,1109.6897575377159,662,140660,0.312,45.86,662,0.0,85,3.4,True,6,1.0,6.0
437.64029750457195,704.919757537716,554,140660,0.287,39.8,554,0.0,85,3.4,True,8,0.7034482758620689,4.0
529.660297504572,1149.779757537716,636,140660,0.299,42.71,636,0.0,85,3.4,True,11,0.9793103448275862,6.0
329.300297504572,381.589757537716,667,140660,0.228,45.38,667,0.0,85,3.4,True,12,1.0,2.0
310.69029750457196,1109.049757537716,488,140660,0.305,38.58,488,0.0,85,3.4,True,13,0.8482758620689655,6.0
436.100297504572,522.4897575377161,544,140660,0.072,44.16,544,0.0,85,3.4,True,14,0.9793103448275862,3.0
489.81029750457196,428.639757537716,648,140660,0.272,43.92,648,0.0,85,3.4,True,15,0.993103448275862,2.0
414.480297504572,1140.309757537716,615,140660,0.325,43.44,615,0.0,85,3.4,True,16,0.993103448275862,6.0
479.300297504572,565.5797575377161,736,140660,0.485,51.44,736,0.0,85,3.4,True,19,0.9862068965517241,3.0
347.51029750457195,1137.059757537716,634,140660,0.272,41.98,634,0.0,85,3.4,True,20,1.0,6.0
417.590297504572,760.8097575377161,808,140660,0.341,57.51,808,0.0,85,3.4,True,22,0.993103448275862,4.0
499.900297504572,1071.919757537716,498,140660,0.254,40.04,498,0.0,85,3.4,True,23,0.9103448275862069,6.0
557.840297504572,429.679757537716,487,140660,0.466,38.58,487,0.0,85,3.4,True,26,0.9793103448275862,2.0
565.700297504572,535.419757537716,107,140660,0.588,9.22,107,0.0,85,3.4,False,28,0.5103448275862069,0.0
560.020297504572,230.729757537716,400,140660,0.259,27.91,400,0.0,85,3.4,True,29,1.0,1.0
568.900297504572,362.549757537716,198,140660,0.173,20.38,198,0.0,85,3.4,False,30,0.7172413793103448,0.0
424.480297504572,1135.499757537716,551,140660,0.321,43.44,551,0.0,85,3.4,True,31,0.8896551724137931,6.0
573.110297504572,1121.879757537716,172,140660,0.261,19.66,172,0.0,85,3.4,False,32,0.8758620689655172,0.0
475.49029750457197,942.409757537716,692,140660,0.316,51.44,692,0.0,85,3.4,True,33,0.9793103448275862,5.0
538.790297504572,558.509757537716,587,140660,0.38,45.62,587,0.0,85,3.4,True,35,0.9172413793103448,3.0
519.710297504572,969.999757537716,553,140660,0.284,39.07,553,0.0,85,3.4,True,36,0.9793103448275862,5.0
522.760297504572,411.569757537716,687,140660,0.459,51.44,687,0.0,85,3.4,True,38,0.9724137931034482,2.0
514.310297504572,560.369757537716,662,140660,0.29,49.26,662,0.0,85,3.4,True,40,0.9172413793103448,3.0
534.490297504572,529.3597575377161,471,140660,0.216,39.07,471,0.0,85,3.4,True,41,0.9241379310344827,3.0
408.020297504572,753.4497575377161,677,140660,0.296,61.88,677,0.0,85,3.4,True,45,0.9862068965517241,4.0
403.58029750457194,902.1997575377161,713,140660,0.253,45.38,713,0.0,85,3.4,True,46,1.0,5.0
464.590297504572,1077.649757537716,615,140660,0.304,42.47,615,0.0,85,3.4,True,48,0.903448275862069,6.0
475.540297504572,1127.649757537716,743,140660,0.439,50.23,743,0.0,85,3.4,True,49,0.9172413793103448,6.0
544.650297504572,524.4397575377161,492,140660,0.274,35.19,492,0.0,85,3.4,True,51,0.6827586206896552,3.0
460.76029750457195,762.2097575377161,634,140660,0.392,54.11,634,0.0,85,3.4,True,53,0.9586206896551724,4.0
428.410297504572,883.8097575377161,511,140660,0.326,37.13,511,0.0,85,3.4,True,54,0.8689655172413793,5.0
425.57029750457195,771.4797575377161,669,140660,0.311,44.16,669,0.0,85,3.4,True,55,0.9793103448275862,4.0
554.630297504572,612.049757537716,418,140660,0.097,26.94,418,0.0,85,3.4,True,59,0.9586206896551724,3.0
489.360297504572,157.989757537716,661,140660,0.052,49.75,661,0.0,85,3.4,True,61,0.993103448275862,1.0
571.740297504572,947.799757537716,514,140660,0.379,39.55,514,0.0,85,3.4,True,62,0.9241379310344827,5.0
555.850297504572,743.389757537716,629,140660,0.127,57.75,629,0.0,85,3.4,True,64,0.8482758620689655,4.0
343.58029750457194,746.529757537716,659,140660,0.373,46.83,659,0.0,85,3.4,True,73,0.9655172413793104,4.0
564.620297504572,1126.679757537716,567,140660,0.452,43.19,567,0.0,85,3.4,True,77,0.9103448275862069,6.0
535.510297504572,1136.889757537716,638,140660,0.248,43.92,638,0.0,85,3.4,True,88,0.9862068965517241,6.0
297.800297504572,420.909757537716,615,140660,0.26,48.29,615,0.0,85,3.4,True,90,0.9793103448275862,2.0
331.68029750457197,558.509757537716,642,140660,0.357,49.5,642,0.0,85,3.4,True,91,0.903448275862069,3.0
558.210297504572,897.9797575377161,411,140660,0.186,35.67,411,0.0,85,3.4,True,92,0.903448275862069,5.0
414.400297504572,889.9397575377161,499,140660,0.313,36.64,499,0.0,85,3.4,True,94,0.9724137931034482,5.0
501.860297504572,750.8097575377161,611,140660,0.27,48.05,611,0.0,85,3.4,True,95,0.9655172413793104,4.0
375.770297504572,1168.9897575377158,658,140660,0.143,42.95,658,0.0,85,3.4,True,99,0.9586206896551724,6.0
557.240297504572,534.5697575377161,356,140660,0.321,34.94,356,0.0,85,3.4,True,100,0.9172413793103448,3.0
434.43029750457197,612.7197575377161,676,140660,0.241,43.44,676,0.0,85,3.4,True,101,0.9448275862068966,3.0
455.730297504572,612.0597575377161,604,140660,0.234,44.89,604,0.0,85,3.4,True,102,0.9379310344827586,3.0
564.630297504572,589.4897575377161,276,140660,0.526,22.08,276,0.0,85,3.4,False,103,0.503448275862069,0.0
562.890297504572,949.7297575377161,506,140660,0.417,37.86,506,0.0,85,3.4,True,104,0.5655172413793104,5.0
480.480297504572,746.3597575377161,675,140660,0.326,46.83,675,0.0,85,3.4,True,107,0.7310344827586207,4.0
557.400297504572,912.509757537716,567,140660,0.444,50.96,567,0.0,85,3.4,True,108,0.7379310344827587,5.0
464.57029750457195,1126.349757537716,694,140660,0.451,55.33,694,0.0,85,3.4,True,110,0.8896551724137931,6.0
566.790297504572,713.779757537716,172,140660,0.456,13.83,172,0.0,85,3.4,False,111,0.8206896551724138,0.0
450.800297504572,1167.819757537716,547,140660,0.236,41.74,547,0.0,85,3.4,True,114,0.896551724137931,6.0
517.650297504572,713.5997575377161,760,140660,0.3,48.29,760,0.0,85,3.4,True,115,0.8482758620689655,4.0
421.62029750457197,1168.4597575377159,695,140660,0.222,45.86,695,0.0,85,3.4,True,117,0.903448275862069,6.0
503.50029750457196,796.3297575377161,651,140660,0.195,50.72,651,0.0,85,3.4,True,118,0.696551724137931,4.0
412.730297504572,716.669757537716,626,140660,0.376,50.96,626,0.0,85,3.4,True,119,0.8413793103448276,4.0
419.50029750457196,1081.7197575377159,584,140660,0.365,43.68,584,0.0,85,3.4,True,120,0.8620689655172413,6.0
470.69029750457196,1096.549757537716,628,140660,0.5,54.84,628,0.0,85,3.4,True,122,0.7655172413793103,6.0
516.540297504572,163.269757537716,634,140660,0.319,42.71,634,0.0,85,3.4,True,124,0.8689655172413793,1.0
533.620297504572,900.879757537716,616,140660,0.354,46.83,616,0.0,85,3.4,True,126,0.8,5.0
555.530297504572,941.7097575377161,734,140660,0.184,58.0,734,0.0,85,3.4,True,127,0.8206896551724138,5.0
480.63029750457196,1085.7197575377159,551,140660,0.353,43.19,551,0.0,85,3.4,True,129,0.6689655172413793,6.0
565.530297504572,1112.7397575377158,543,140660,0.35,38.1,543,0.0,85,3.4,True,135,0.6896551724137931,6.0
512.060297504572,1067.559757537716,495,140660,0.212,38.83,495,0.0,85,3.4,True,138,0.6482758620689655,6.0
473.300297504572,951.6897575377161,736,140660,0.337,52.17,736,0.0,85,3.4,True,139,0.7655172413793103,5.0
473.220297504572,1155.569757537716,601,140660,0.324,41.98,601,0.0,85,3.4,True,141,0.4,6.0
527.510297504572,372.579757537716,635,140660,0.418,47.8,635,0.0,85,3.4,True,144,0.7172413793103448,2.0
567.690297504572,561.0697575377161,304,140660,0.12,31.06,304,0.0,85,3.4,True,145,0.6758620689655173,3.0
557.410297504572,773.799757537716,570,140660,0.479,48.78,570,0.0,85,3.4,True,147,0.6827586206896552,4.0
555.600297504572,716.1897575377161,667,140660,0.197,48.29,667,0.0,85,3.4,True,152,0.30344827586206896,4.0
442.64029750457195,766.6897575377161,622,140660,0.449,43.68,622,0.0,85,3.4,True,153,0.6482758620689655,4.0
554.330297504572,1085.7097575377159,557,140660,0.5,51.93,557,0.0,85,3.4,True,154,0.6689655172413793,6.0
457.37029750457197,1160.4497575377159,538,140660,0.091,37.86,538,0.0,85,3.4,True,155,0.6413793103448275,6.0
554.650297504572,1137.009757537716,686,140660,0.335,59.69,686,0.0,85,3.4,True,156,0.6896551724137931,6.0
434.43029750457197,781.799757537716,528,140660,0.351,35.19,528,0.0,85,3.4,True,164,0.2206896551724138,4.0
561.700297504572,404.709757537716,415,140660,0.509,31.3,415,0.0,85,3.4,True,166,0.5517241379310345,2.0
550.460297504572,965.3097575377161,584,140660,0.318,46.35,584,0.0,85,3.4,True,173,0.5586206896551724,5.0
554.120297504572,587.749757537716,594,140660,0.266,44.16,594,0.0,85,3.4,True,174,0.5517241379310345,3.0
542.520297504572,165.189757537716,363,140660,0.11,26.94,363,0.0,85,3.4,True,176,0.5310344827586206,1.0
563.670297504572,376.299757537716,124,140660,0.574,12.62,124,0.0,85,3.4,False,180,0.503448275862069,0.0
541.670297504572,1067.349757537716,567,140660,0.291,40.28,567,0.0,85,3.4,True,182,0.3793103448275862,6.0
482.670297504572,1100.339757537716,667,140660,0.332,48.53,667,0.0,85,3.4,True,185,0.4413793103448276,6.0
567.590297504572,936.3597575377161,343,140660,0.41,25.96,343,0.0,85,3.4,True,187,0.3724137931034483,5.0
448.160297504572,609.1997575377161,549,140660,0.37,46.59,549,0.0,85,3.4,True,188,0.43448275862068964,3.0
403.780297504572,719.8397575377161,595,140660,0.3,49.5,595,0.0,85,3.4,True,191,0.41379310344827586,4.0
566.340297504572,898.1897575377161,226,140660,0.175,22.57,226,0.0,85,3.4,False,192,0.020689655172413793,0.0
257.86755025182475,210.65723006518854,613,140660,0.297,47.94,613,0.0,86,3.44,True,0,1.0,1.0
558.6675502518248,397.2072300651885,385,140660,0.409,38.17,385,0.0,86,3.44,True,1,0.9448275862068966,2.0
308.7075502518247,520.5172300651886,667,140660,0.335,47.71,667,0.0,86,3.44,True,2,0.993103448275862,3.0
385.7075502518247,1108.5872300651886,697,140660,0.396,45.62,697,0.0,86,3.44,True,4,1.0,6.0
461.5275502518247,1134.4372300651885,542,140660,0.409,43.99,542,0.0,86,3.44,True,5,0.8827586206896552,6.0
328.68755025182475,1107.7472300651887,665,140660,0.299,47.48,665,0.0,86,3.44,True,6,1.0,6.0
435.9675502518247,704.9272300651886,518,140660,0.242,39.1,518,0.0,86,3.44,True,8,0.7034482758620689,4.0
529.6575502518247,1150.4372300651885,683,140660,0.315,44.45,683,0.0,86,3.44,True,11,0.9793103448275862,6.0
324.66755025182476,383.37723006518854,664,140660,0.328,46.78,664,0.0,86,3.44,True,12,1.0,2.0
308.8975502518248,1107.0772300651886,485,140660,0.338,40.96,485,0.0,86,3.44,True,13,0.8482758620689655,6.0
436.3975502518247,522.4572300651886,567,140660,0.037,43.29,567,0.0,86,3.44,True,14,0.9793103448275862,3.0
489.6475502518247,429.43723006518854,639,140660,0.276,40.96,639,0.0,86,3.44,True,15,0.993103448275862,2.0
414.48755025182476,1140.6072300651886,635,140660,0.353,45.85,635,0.0,86,3.44,True,16,0.993103448275862,6.0
479.9575502518247,563.5272300651886,765,140660,0.443,53.99,765,0.0,86,3.44,True,19,0.9862068965517241,3.0
345.60755025182476,1136.1672300651885,639,140660,0.287,41.43,639,0.0,86,3.44,True,20,1.0,6.0
507.66755025182476,789.4072300651886,651,140660,0.168,51.2,651,0.0,86,3.44,True,21,0.9310344827586207,4.0
416.6575502518247,760.7772300651886,814,140660,0.338,55.86,814,0.0,86,3.44,True,22,0.993103448275862,4.0
500.59755025182477,1071.6472300651885,548,140660,0.37,40.5,548,0.0,86,3.44,True,23,0.9103448275862069,6.0
558.6875502518247,430.43723006518854,504,140660,0.515,42.59,504,0.0,86,3.44,True,26,0.9793103448275862,2.0
560.1775502518248,232.50723006518854,409,140660,0.255,29.79,409,0.0,86,3.44,True,29,1.0,1.0
570.1875502518247,362.31723006518854,203,140660,0.061,21.41,203,0.0,86,3.44,False,30,0.7172413793103448,0.0
421.99755025182475,1136.3872300651885,525,140660,0.3,44.69,525,0.0,86,3.44,True,31,0.8896551724137931,6.0
574.0675502518247,1122.2772300651886,178,140660,0.306,18.85,178,0.0,86,3.44,False,32,0.8758620689655172,0.0
474.59755025182477,942.3172300651886,723,140660,0.326,51.67,723,0.0,86,3.44,True,33,0.9793103448275862,5.0
539.7475502518248,559.2772300651886,579,140660,0.37,47.94,579,0.0,86,3.44,True,35,0.9172413793103448,3.0
518.6075502518247,970.1172300651886,585,140660,0.226,39.57,585,0.0,86,3.44,True,36,0.9793103448275862,5.0
523.7875502518248,412.63723006518853,689,140660,0.462,53.53,689,0.0,86,3.44,True,38,0.9724137931034482,2.0
513.0475502518248,561.2772300651886,560,140660,0.308,48.18,560,0.0,86,3.44,True,40,0.9172413793103448,3.0
535.5975502518247,529.3372300651886,468,140660,0.211,38.17,468,0.0,86,3.44,True,41,0.9241379310344827,3.0
407.1575502518247,755.3572300651886,613,140660,0.311,57.49,613,0.0,86,3.44,True,45,0.9862068965517241,4.0
402.6575502518247,902.2272300651886,709,140660,0.281,46.55,709,0.0,86,3.44,True,46,1.0,5.0
463.9075502518247,1076.5072300651887,587,140660,0.28,43.06,587,0.0,86,3.44,True,48,0.903448275862069,6.0
479.5275502518247,1124.5972300651886,699,140660,0.426,48.64,699,0.0,86,3.44,True,49,0.9172413793103448,6.0
432.87755025182474,787.5572300651886,710,140660,0.229,38.4,710,0.0,86,3.44,True,50,0.9448275862068966,4.0
545.6775502518248,524.4072300651886,486,140660,0.249,36.54,486,0.0,86,3.44,True,51,0.6827586206896552,3.0
461.63755025182473,762.3772300651885,735,140660,0.412,55.39,735,0.0,86,3.44,True,53,0.9586206896551724,4.0
427.5875502518247,883.8472300651886,501,140660,0.334,35.14,501,0.0,86,3.44,True,54,0.8689655172413793,5.0
422.82755025182473,768.8472300651886,565,140660,0.322,42.36,565,0.0,86,3.44,True,55,0.9793103448275862,4.0
555.7075502518247,612.2572300651887,424,140660,0.123,24.9,424,0.0,86,3.44,True,59,0.9586206896551724,3.0
489.8975502518247,158.02723006518855,646,140660,0.045,47.94,646,0.0,86,3.44,True,61,0.993103448275862,1.0
572.8775502518247,946.6672300651886,519,140660,0.38,36.54,519,0.0,86,3.44,True,62,0.9241379310344827,5.0
556.5275502518248,742.2772300651886,740,140660,0.195,56.79,740,0.0,86,3.44,True,64,0.8482758620689655,4.0
340.7775502518247,747.8072300651886,639,140660,0.31,46.78,639,0.0,86,3.44,True,73,0.9655172413793104,4.0
565.5375502518248,1127.7972300651886,561,140660,0.437,45.15,561,0.0,86,3.44,True,77,0.9103448275862069,6.0
535.3775502518247,1137.3372300651886,642,140660,0.239,43.52,642,0.0,86,3.44,True,88,0.9862068965517241,6.0
296.00755025182474,420.88723006518853,601,140660,0.262,48.41,601,0.0,86,3.44,True,90,0.9793103448275862,2.0
332.53755025182477,557.5672300651886,661,140660,0.315,49.57,661,0.0,86,3.44,True,91,0.903448275862069,3.0
559.1475502518247,897.7072300651886,392,140660,0.162,38.17,392,0.0,86,3.44,True,92,0.903448275862069,5.0
412.60755025182476,890.4972300651885,504,140660,0.401,38.4,504,0.0,86,3.44,True,94,0.9724137931034482,5.0
505.55755025182475,751.4372300651886,692,140660,0.28,48.18,692,0.0,86,3.44,True,95,0.9655172413793104,4.0
374.81755025182474,1168.6172300651886,694,140660,0.17,45.62,694,0.0,86,3.44,True,99,0.9586206896551724,6.0
558.3575502518247,534.5072300651887,371,140660,0.281,37.01,371,0.0,86,3.44,True,100,0.9172413793103448,3.0
431.84755025182477,613.4772300651886,641,140660,0.238,44.92,641,0.0,86,3.44,True,101,0.9448275862068966,3.0
460.50755025182474,612.5272300651886,576,140660,0.376,44.45,576,0.0,86,3.44,True,102,0.9379310344827586,3.0
565.7775502518248,588.5772300651886,269,140660,0.509,21.41,269,0.0,86,3.44,False,103,0.503448275862069,0.0
563.5075502518248,947.7472300651885,462,140660,0.511,38.17,462,0.0,86,3.44,True,104,0.5655172413793104,5.0
477.78755025182477,747.7272300651886,658,140660,0.325,47.94,658,0.0,86,3.44,True,107,0.7310344827586207,4.0
558.5575502518248,913.5072300651887,496,140660,0.47,46.08,496,0.0,86,3.44,True,108,0.7379310344827587,5.0
465.6475502518247,1127.1672300651885,669,140660,0.453,56.09,669,0.0,86,3.44,True,110,0.8896551724137931,6.0
567.5875502518247,713.7472300651885,200,140660,0.314,17.92,200,0.0,86,3.44,False,111,0.8206896551724138,0.0
449.98755025182476,1167.8072300651886,529,140660,0.24,40.03,529,0.0,86,3.44,True,114,0.896551724137931,6.0
516.0575502518248,712.5672300651886,640,140660,0.282,46.08,640,0.0,86,3.44,True,115,0.8482758620689655,4.0
420.84755025182477,1168.3372300651886,667,140660,0.209,45.15,667,0.0,86,3.44,True,117,0.903448275862069,6.0
502.7075502518247,796.6772300651886,670,140660,0.23,50.27,670,0.0,86,3.44,True,118,0.696551724137931,4.0
414.59755025182477,716.3072300651886,695,140660,0.354,53.06,695,0.0,86,3.44,True,119,0.8413793103448276,4.0
418.5875502518247,1081.8372300651886,605,140660,0.337,44.92,605,0.0,86,3.44,True,120,0.8620689655172413,6.0
468.72755025182477,1096.5472300651886,615,140660,0.448,50.5,615,0.0,86,3.44,True,122,0.7655172413793103,6.0
515.5175502518248,163.86723006518855,615,140660,0.301,44.22,615,0.0,86,3.44,True,124,0.8689655172413793,1.0
534.8875502518247,900.0872300651886,580,140660,0.393,49.34,580,0.0,86,3.44,True,126,0.8,5.0
556.4175502518248,942.0472300651886,731,140660,0.128,52.83,731,0.0,86,3.44,True,127,0.8206896551724138,5.0
475.86755025182475,1092.8372300651886,595,140660,0.271,46.55,595,0.0,86,3.44,True,129,0.6689655172413793,6.0
566.6675502518248,1112.9472300651887,497,140660,0.35,38.17,497,0.0,86,3.44,True,135,0.6896551724137931,6.0
566.9775502518248,396.3972300651885,119,140660,0.448,11.17,119,0.0,86,3.44,False,137,0.21379310344827587,0.0
511.9075502518247,1067.5672300651886,543,140660,0.25,39.57,543,0.0,86,3.44,True,138,0.6482758620689655,6.0
472.44755025182474,950.7672300651886,710,140660,0.338,49.57,710,0.0,86,3.44,True,139,0.7655172413793103,5.0
469.99755025182475,1157.3772300651885,585,140660,0.307,47.94,585,0.0,86,3.44,True,141,0.4,6.0
527.4375502518247,373.36723006518855,658,140660,0.37,46.55,658,0.0,86,3.44,True,144,0.7172413793103448,2.0
568.7775502518248,561.0672300651886,293,140660,0.171,29.79,293,0.0,86,3.44,True,145,0.6758620689655173,3.0
558.3175502518247,771.7172300651886,591,140660,0.428,50.04,591,0.0,86,3.44,True,147,0.6827586206896552,4.0
