y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,particle,track_completeness,vial
522.5424559150448,592.1099249018222,596,140660,0.413,45.48,596,0.0,49,1.96,True,19,0.9862068965517241,3.0
395.7824559150448,1130.9399249018222,628,140660,0.373,41.48,628,0.0,49,1.96,True,20,1.0,6.0
489.1224559150448,768.4699249018221,510,140660,0.385,43.48,510,0.0,49,1.96,True,21,0.9310344827586207,4.0
450.1424559150448,749.7199249018221,711,140660,0.323,55.47,711,0.0,49,1.96,True,22,0.993103448275862,4.0
503.3224559150448,1082.7099249018222,653,140660,0.327,49.47,653,0.0,49,1.96,True,23,0.9103448275862069,6.0
533.2024559150449,395.9799249018222,259,140660,0.396,18.99,259,0.0,49,1.96,False,26,0.9793103448275862,0.0
527.5624559150448,532.8499249018222,471,140660,0.326,31.48,471,0.0,49,1.96,True,28,0.5103448275862069,3.0
528.6924559150448,232.91992490182216,594,140660,0.483,43.98,594,0.0,49,1.96,True,29,1.0,1.0
532.0324559150448,365.74992490182217,345,140660,0.238,35.48,345,0.0,49,1.96,True,30,0.7172413793103448,2.0
464.1724559150448,1092.2099249018222,560,140660,0.287,43.98,560,0.0,49,1.96,True,31,0.8896551724137931,6.0
534.1024559150449,1117.9899249018222,107,140660,0.517,8.75,107,0.0,49,1.96,False,32,0.8758620689655172,0.0
475.1624559150448,927.8599249018222,598,140660,0.363,46.72,598,0.0,49,1.96,True,33,0.9793103448275862,5.0
522.7424559150448,559.6499249018221,567,140660,0.534,46.97,567,0.0,49,1.96,True,35,0.9172413793103448,3.0
518.2324559150449,970.4099249018221,674,140660,0.246,56.47,674,0.0,49,1.96,True,36,0.9793103448275862,5.0
509.7124559150448,360.6299249018222,675,140660,0.326,46.97,675,0.0,49,1.96,True,38,0.9724137931034482,2.0
498.8424559150448,561.6199249018222,668,140660,0.307,46.97,668,0.0,49,1.96,True,40,0.9172413793103448,3.0
509.6724559150448,537.1799249018221,625,140660,0.317,51.22,625,0.0,49,1.96,True,41,0.9241379310344827,3.0
460.8424559150448,741.7499249018222,669,140660,0.388,48.47,669,0.0,49,1.96,True,45,0.9862068965517241,4.0
450.7124559150448,924.9999249018222,727,140660,0.25,48.97,727,0.0,49,1.96,True,46,1.0,5.0
492.8724559150448,1095.7899249018224,679,140660,0.31,47.72,679,0.0,49,1.96,True,48,0.903448275862069,6.0
443.7424559150448,741.9699249018221,689,140660,0.372,51.97,689,0.0,49,1.96,True,50,0.9448275862068966,4.0
481.4924559150448,544.9999249018222,652,140660,0.403,42.98,652,0.0,49,1.96,True,51,0.6827586206896552,3.0
487.4424559150448,945.1899249018221,656,140660,0.33,47.47,656,0.0,49,1.96,True,52,0.9448275862068966,5.0
474.0224559150448,718.2899249018221,706,140660,0.271,52.97,706,0.0,49,1.96,True,53,0.9586206896551724,4.0
464.7924559150448,887.6999249018221,636,140660,0.27,41.73,636,0.0,49,1.96,True,54,0.8689655172413793,5.0
457.1124559150448,781.3499249018222,535,140660,0.181,37.48,535,0.0,49,1.96,True,55,0.9793103448275862,4.0
505.8124559150448,1148.1999249018222,719,140660,0.263,47.72,719,0.0,49,1.96,True,57,0.47586206896551725,6.0
529.8324559150449,612.7799249018221,500,140660,0.191,35.23,500,0.0,49,1.96,True,59,0.9586206896551724,3.0
461.9524559150448,197.86992490182217,656,140660,0.458,45.73,656,0.0,49,1.96,True,61,0.993103448275862,1.0
526.5124559150448,952.6399249018222,404,140660,0.457,32.73,404,0.0,49,1.96,True,62,0.9241379310344827,5.0
398.7724559150448,782.1199249018222,630,140660,0.301,41.98,630,0.0,49,1.96,True,73,0.9655172413793104,4.0
533.6224559150448,962.3099249018221,490,140660,0.229,35.98,490,0.0,49,1.96,True,75,0.3724137931034483,5.0
520.6524559150448,381.7399249018222,602,140660,0.496,45.73,602,0.0,49,1.96,True,76,0.4413793103448276,2.0
503.7924559150448,1119.1399249018223,729,140660,0.512,58.72,729,0.0,49,1.96,True,77,0.9103448275862069,6.0
531.7824559150448,1131.6699249018222,607,140660,0.265,41.48,607,0.0,49,1.96,True,88,0.9862068965517241,6.0
361.9724559150448,433.0799249018222,572,140660,0.233,40.73,572,0.0,49,1.96,True,90,0.9793103448275862,2.0
391.1924559150448,544.8999249018221,626,140660,0.343,54.97,626,0.0,49,1.96,True,91,0.903448275862069,3.0
534.2724559150448,911.8099249018221,645,140660,0.335,50.72,645,0.0,49,1.96,True,92,0.903448275862069,5.0
420.8024559150448,888.8699249018222,606,140660,0.238,37.73,606,0.0,49,1.96,True,94,0.9724137931034482,5.0
476.8424559150448,755.8499249018222,726,140660,0.295,50.72,726,0.0,49,1.96,True,95,0.9655172413793104,4.0
528.5224559150448,787.2199249018221,261,140660,0.149,24.74,261,0.0,49,1.96,True,97,0.4896551724137931,4.0
519.2724559150448,1087.5299249018221,526,140660,0.316,49.72,526,0.0,49,1.96,True,98,0.4482758620689655,6.0
429.9524559150448,1154.8599249018223,675,140660,0.338,47.47,675,0.0,49,1.96,True,99,0.9586206896551724,6.0
531.9124559150448,543.9399249018221,621,140660,0.317,50.97,621,0.0,49,1.96,True,100,0.9172413793103448,3.0
491.0924559150448,587.9799249018222,645,140660,0.288,46.23,645,0.0,49,1.96,True,101,0.9448275862068966,3.0
436.8924559150448,608.0399249018221,623,140660,0.201,33.73,623,0.0,49,1.96,True,102,0.9379310344827586,3.0
541.9024559150448,598.9599249018221,206,140660,0.536,20.49,206,0.0,49,1.96,False,103,0.503448275862069,0.0
522.5224559150448,933.7099249018221,795,140660,0.416,63.72,795,0.0,49,1.96,True,104,0.5655172413793104,5.0
501.5824559150448,722.6699249018221,654,140660,0.321,44.98,654,0.0,49,1.96,True,107,0.7310344827586207,4.0
533.9324559150448,888.9999249018222,556,140660,0.552,44.73,556,0.0,49,1.96,True,108,0.7379310344827587,5.0
473.7824559150448,1102.9399249018222,715,140660,0.288,48.47,715,0.0,49,1.96,True,110,0.8896551724137931,6.0
522.9924559150448,725.2499249018222,200,140660,0.06,25.49,200,0.0,49,1.96,True,111,0.8206896551724138,4.0
422.7924559150448,1121.8999249018223,732,140660,0.509,53.72,732,0.0,49,1.96,True,114,0.896551724137931,6.0
531.1024559150449,733.5699249018221,440,140660,0.276,31.73,440,0.0,49,1.96,True,115,0.8482758620689655,4.0
436.8624559150448,1162.1499249018223,599,140660,0.304,44.23,599,0.0,49,1.96,True,117,0.903448275862069,6.0
505.0924559150448,770.8299249018221,656,140660,0.315,48.97,656,0.0,49,1.96,True,118,0.696551724137931,4.0
440.8624559150448,723.8699249018222,641,140660,0.398,50.72,641,0.0,49,1.96,True,119,0.8413793103448276,4.0
451.0424559150448,1097.2599249018222,639,140660,0.292,47.72,639,0.0,49,1.96,True,120,0.8620689655172413,6.0
552.6424559150448,1068.6699249018222,229,140660,0.257,16.74,229,0.0,49,1.96,False,121,0.25517241379310346,0.0
499.9824559150448,1137.9499249018222,705,140660,0.268,46.47,705,0.0,49,1.96,True,122,0.7655172413793103,6.0
537.0224559150448,194.80992490182217,548,140660,0.492,39.98,548,0.0,49,1.96,True,124,0.8689655172413793,1.0
525.8324559150449,918.5799249018221,212,140660,0.311,19.99,212,0.0,49,1.96,False,126,0.8,0.0
537.6824559150448,954.3899249018222,505,140660,0.342,39.48,505,0.0,49,1.96,True,127,0.8206896551724138,5.0
430.7124559150448,742.0899249018221,681,140660,0.366,49.72,681,0.0,49,1.96,True,128,0.30344827586206896,4.0
497.6924559150448,1106.8699249018223,587,140660,0.323,41.73,587,0.0,49,1.96,True,129,0.6689655172413793,6.0
530.5724559150449,1093.7999249018224,572,140660,0.403,47.22,572,0.0,49,1.96,True,135,0.6896551724137931,6.0
528.6724559150448,382.7599249018222,311,140660,0.451,29.98,311,0.0,49,1.96,True,137,0.21379310344827587,2.0
487.0024559150448,1107.7199249018222,719,140660,0.388,50.72,719,0.0,49,1.96,True,138,0.6482758620689655,6.0
510.8924559150448,957.8499249018222,750,140660,0.347,54.72,750,0.0,49,1.96,True,139,0.7655172413793103,5.0
483.9924559150448,1083.8699249018223,607,140660,0.331,43.48,607,0.0,49,1.96,True,141,0.4,6.0
534.7724559150448,1103.9099249018223,150,140660,0.036,15.74,150,0.0,49,1.96,False,143,0.07586206896551724,0.0
522.8024559150448,372.8799249018222,638,140660,0.429,48.72,638,0.0,49,1.96,True,144,0.7172413793103448,2.0
523.1824559150448,900.6199249018222,634,140660,0.262,57.97,634,0.0,49,1.96,True,146,0.2827586206896552,5.0
528.6624559150448,763.6299249018222,646,140660,0.365,59.47,646,0.0,49,1.96,True,147,0.6827586206896552,4.0
516.3924559150448,706.6199249018222,239,140660,0.128,24.99,239,0.0,49,1.96,True,151,0.0896551724137931,4.0
495.8724559150448,707.8499249018222,543,140660,0.369,42.23,543,0.0,49,1.96,True,152,0.30344827586206896,4.0
527.7024559150449,1070.7599249018222,543,140660,0.244,49.72,543,0.0,49,1.96,True,154,0.6689655172413793,6.0
494.8224559150448,1151.5199249018222,598,140660,0.259,40.98,598,0.0,49,1.96,True,155,0.6413793103448275,6.0
526.6624559150448,1151.7599249018222,401,140660,0.359,32.73,401,0.0,49,1.96,True,156,0.6896551724137931,6.0
531.9424559150448,932.9799249018222,278,140660,0.494,23.24,278,0.0,49,1.96,False,159,0.04827586206896552,0.0
528.7424559150448,600.8299249018221,514,140660,0.505,37.23,514,0.0,49,1.96,True,160,0.06206896551724138,3.0
314.9871497925958,220.61982286100584,607,140660,0.329,40.4,607,0.0,50,2.0,True,0,1.0,1.0
526.3171497925958,399.48982286100585,526,140660,0.27,35.16,526,0.0,50,2.0,True,1,0.9448275862068966,2.0
345.1571497925958,536.6698228610059,663,140660,0.324,48.63,663,0.0,50,2.0,True,2,0.993103448275862,3.0
373.9071497925958,1112.669822861006,664,140660,0.498,47.63,664,0.0,50,2.0,True,3,0.47586206896551725,6.0
397.3671497925958,1171.889822861006,635,140660,0.15,48.63,635,0.0,50,2.0,True,4,1.0,6.0
452.82714979259583,1088.959822861006,636,140660,0.298,46.63,636,0.0,50,2.0,True,5,0.8827586206896552,6.0
363.3171497925958,1106.699822861006,564,140660,0.312,42.89,564,0.0,50,2.0,True,6,1.0,6.0
522.8971497925959,543.4298228610058,655,140660,0.179,51.12,655,0.0,50,2.0,True,7,0.5241379310344828,3.0
463.6871497925958,707.9298228610058,514,140660,0.082,45.39,514,0.0,50,2.0,True,8,0.7034482758620689,4.0
519.6571497925959,171.79982286100585,792,140660,0.164,62.84,792,0.0,50,2.0,True,9,0.4827586206896552,1.0
507.0671497925958,1104.739822861006,598,140660,0.349,46.14,598,0.0,50,2.0,True,10,0.4413793103448276,6.0
497.1571497925958,1161.5598228610058,538,140660,0.156,43.89,538,0.0,50,2.0,True,11,0.9793103448275862,6.0
375.9771497925958,417.66982286100585,647,140660,0.319,42.4,647,0.0,50,2.0,True,12,1.0,2.0
376.9971497925958,1130.2998228610059,549,140660,0.309,43.14,549,0.0,50,2.0,True,13,0.8482758620689655,6.0
439.0671497925958,550.8798228610058,608,140660,0.334,43.64,608,0.0,50,2.0,True,14,0.9793103448275862,3.0
500.9371497925958,371.93982286100584,682,140660,0.32,49.13,682,0.0,50,2.0,True,15,0.993103448275862,2.0
460.2271497925958,1159.679822861006,496,140660,0.272,43.64,496,0.0,50,2.0,True,16,0.993103448275862,6.0
521.2271497925958,596.7798228610059,608,140660,0.385,43.39,608,0.0,50,2.0,True,19,0.9862068965517241,3.0
395.7571497925958,1129.849822861006,631,140660,0.315,41.9,631,0.0,50,2.0,True,20,1.0,6.0
488.9871497925958,769.4798228610058,607,140660,0.399,44.39,607,0.0,50,2.0,True,21,0.9310344827586207,4.0
450.0371497925958,749.8798228610058,807,140660,0.345,58.85,807,0.0,50,2.0,True,22,0.993103448275862,4.0
503.3571497925958,1084.509822861006,669,140660,0.357,49.88,669,0.0,50,2.0,True,23,0.9103448275862069,6.0
534.3771497925958,398.75982286100583,271,140660,0.402,20.2,271,0.0,50,2.0,False,26,0.9793103448275862,0.0
528.6071497925958,533.5398228610059,455,140660,0.376,30.42,455,0.0,50,2.0,True,28,0.5103448275862069,3.0
529.7571497925958,231.85982286100585,588,140660,0.443,45.39,588,0.0,50,2.0,True,29,1.0,1.0
533.0471497925959,366.43982286100584,274,140660,0.459,30.42,274,0.0,50,2.0,True,30,0.7172413793103448,2.0
463.1071497925958,1091.0198228610059,618,140660,0.292,44.89,618,0.0,50,2.0,True,31,0.8896551724137931,6.0
536.0771497925958,1117.739822861006,109,140660,0.486,9.98,109,0.0,50,2.0,False,32,0.8758620689655172,0.0
475.13714979259584,928.5598228610058,610,140660,0.381,47.88,610,0.0,50,2.0,True,33,0.9793103448275862,5.0
523.8171497925958,556.7698228610059,576,140660,0.543,44.89,576,0.0,50,2.0,True,35,0.9172413793103448,3.0
519.3971497925959,969.9498228610058,725,140660,0.287,58.6,725,0.0,50,2.0,True,36,0.9793103448275862,5.0
508.2871497925958,362.66982286100585,668,140660,0.306,52.12,668,0.0,50,2.0,True,38,0.9724137931034482,2.0
498.9671497925958,561.4298228610058,659,140660,0.331,45.64,659,0.0,50,2.0,True,40,0.9172413793103448,3.0
511.07714979259583,536.7798228610059,587,140660,0.343,42.64,587,0.0,50,2.0,True,41,0.9241379310344827,3.0
459.1671497925958,741.5298228610059,699,140660,0.358,52.87,699,0.0,50,2.0,True,45,0.9862068965517241,4.0
448.7971497925958,924.5498228610059,704,140660,0.256,47.13,704,0.0,50,2.0,True,46,1.0,5.0
493.0271497925958,1095.659822861006,604,140660,0.296,42.64,604,0.0,50,2.0,True,48,0.903448275862069,6.0
467.0271497925958,1164.409822861006,570,140660,0.283,38.16,570,0.0,50,2.0,True,49,0.9172413793103448,6.0
441.1871497925958,742.5198228610059,683,140660,0.35,59.6,683,0.0,50,2.0,True,50,0.9448275862068966,4.0
484.07714979259583,543.6498228610059,658,140660,0.391,44.39,658,0.0,50,2.0,True,51,0.6827586206896552,3.0
487.8171497925958,947.8098228610058,713,140660,0.355,48.38,713,0.0,50,2.0,True,52,0.9448275862068966,5.0
473.0971497925958,718.8098228610058,775,140660,0.325,63.59,775,0.0,50,2.0,True,53,0.9586206896551724,4.0
461.57714979259583,888.5198228610059,501,140660,0.204,40.65,501,0.0,50,2.0,True,54,0.8689655172413793,5.0
454.2871497925958,781.4698228610058,481,140660,0.285,38.4,481,0.0,50,2.0,True,55,0.9793103448275862,4.0
504.9171497925958,1148.459822861006,706,140660,0.273,47.13,706,0.0,50,2.0,True,57,0.47586206896551725,6.0
530.7171497925958,612.7098228610058,475,140660,0.175,35.66,475,0.0,50,2.0,True,59,0.9586206896551724,3.0
463.88714979259584,200.49982286100587,647,140660,0.312,43.64,647,0.0,50,2.0,True,61,0.993103448275862,1.0
527.8671497925958,952.5198228610059,423,140660,0.492,36.16,423,0.0,50,2.0,True,62,0.9241379310344827,5.0
398.0071497925958,781.5998228610058,650,140660,0.308,41.15,650,0.0,50,2.0,True,73,0.9655172413793104,4.0
530.0671497925958,961.0398228610059,434,140660,0.285,34.17,434,0.0,50,2.0,True,75,0.3724137931034483,5.0
521.7471497925958,380.7198228610058,625,140660,0.51,46.14,625,0.0,50,2.0,True,76,0.4413793103448276,2.0
506.7971497925958,1116.859822861006,716,140660,0.505,57.86,716,0.0,50,2.0,True,77,0.9103448275862069,6.0
532.0771497925958,1132.659822861006,566,140660,0.343,37.41,566,0.0,50,2.0,True,88,0.9862068965517241,6.0
359.9771497925958,432.9498228610058,582,140660,0.259,39.9,582,0.0,50,2.0,True,90,0.9793103448275862,2.0
390.1271497925958,546.4698228610058,634,140660,0.296,51.37,634,0.0,50,2.0,True,91,0.903448275862069,3.0
535.1971497925958,910.8998228610059,603,140660,0.392,53.37,603,0.0,50,2.0,True,92,0.903448275862069,5.0
420.0571497925958,887.8298228610058,589,140660,0.25,37.66,589,0.0,50,2.0,True,94,0.9724137931034482,5.0
477.8171497925958,755.0498228610059,684,140660,0.237,47.13,684,0.0,50,2.0,True,95,0.9655172413793104,4.0
529.6871497925958,786.6898228610058,250,140660,0.112,24.44,250,0.0,50,2.0,True,97,0.4896551724137931,4.0
520.1971497925958,1082.709822861006,612,140660,0.413,48.13,612,0.0,50,2.0,True,98,0.4482758620689655,6.0
427.0971497925958,1154.609822861006,633,140660,0.317,47.88,633,0.0,50,2.0,True,99,0.9586206896551724,6.0
532.9771497925958,543.7598228610058,574,140660,0.324,47.38,574,0.0,50,2.0,True,100,0.9172413793103448,3.0
489.0971497925958,587.8998228610059,648,140660,0.289,44.89,648,0.0,50,2.0,True,101,0.9448275862068966,3.0
436.1571497925958,609.4998228610058,621,140660,0.068,34.91,621,0.0,50,2.0,True,102,0.9379310344827586,3.0
542.8871497925959,599.7898228610059,213,140660,0.516,21.2,213,0.0,50,2.0,False,103,0.503448275862069,0.0
523.1871497925958,933.4898228610058,767,140660,0.411,58.85,767,0.0,50,2.0,True,104,0.5655172413793104,5.0
498.4371497925958,724.2798228610059,530,140660,0.28,45.14,530,0.0,50,2.0,True,107,0.7310344827586207,4.0
534.9171497925959,887.7698228610059,553,140660,0.566,44.39,553,0.0,50,2.0,True,108,0.7379310344827587,5.0
473.8971497925958,1102.5598228610058,732,140660,0.28,50.38,732,0.0,50,2.0,True,110,0.8896551724137931,6.0
524.0271497925959,724.9898228610058,232,140660,0.062,28.68,232,0.0,50,2.0,True,111,0.8206896551724138,4.0
423.6171497925958,1122.689822861006,705,140660,0.44,50.87,705,0.0,50,2.0,True,114,0.896551724137931,6.0
533.9371497925958,733.0298228610059,517,140660,0.284,29.18,517,0.0,50,2.0,True,115,0.8482758620689655,4.0
436.2171497925958,1163.5198228610059,559,140660,0.334,43.89,559,0.0,50,2.0,True,117,0.903448275862069,6.0
503.2571497925958,771.9198228610059,683,140660,0.309,48.13,683,0.0,50,2.0,True,118,0.696551724137931,4.0
439.9371497925958,723.7098228610058,639,140660,0.406,48.63,639,0.0,50,2.0,True,119,0.8413793103448276,4.0
450.0871497925958,1097.5698228610058,632,140660,0.343,46.14,632,0.0,50,2.0,True,120,0.8620689655172413,6.0
554.9071497925959,1070.259822861006,220,140660,0.256,16.21,220,0.0,50,2.0,False,121,0.25517241379310346,0.0
496.5671497925958,1137.389822861006,520,140660,0.199,43.64,520,0.0,50,2.0,True,122,0.7655172413793103,6.0
538.7371497925958,188.82982286100585,525,140660,0.478,39.15,525,0.0,50,2.0,True,124,0.8689655172413793,1.0
526.1271497925958,919.0198228610059,258,140660,0.241,22.94,258,0.0,50,2.0,False,126,0.8,0.0
538.7771497925959,954.2498228610058,527,140660,0.338,41.15,527,0.0,50,2.0,True,127,0.8206896551724138,5.0
431.88714979259584,739.5098228610058,663,140660,0.396,50.62,663,0.0,50,2.0,True,128,0.30344827586206896,4.0
497.8071497925958,1105.579822861006,576,140660,0.343,42.89,576,0.0,50,2.0,True,129,0.6689655172413793,6.0
532.0571497925959,1094.359822861006,525,140660,0.461,48.38,525,0.0,50,2.0,True,135,0.6896551724137931,6.0
529.7871497925959,382.6498228610058,324,140660,0.444,29.93,324,0.0,50,2.0,True,137,0.21379310344827587,2.0
487.13714979259584,1103.709822861006,711,140660,0.488,51.12,711,0.0,50,2.0,True,138,0.6482758620689655,6.0
510.0071497925958,957.6498228610059,764,140660,0.352,56.61,764,0.0,50,2.0,True,139,0.7655172413793103,5.0
483.0871497925958,1085.409822861006,601,140660,0.302,46.39,601,0.0,50,2.0,True,141,0.4,6.0
535.8571497925958,1103.5498228610059,168,140660,0.097,15.46,168,0.0,50,2.0,False,143,0.07586206896551724,0.0
523.9371497925958,372.7198228610058,641,140660,0.423,50.87,641,0.0,50,2.0,True,144,0.7172413793103448,2.0
524.3371497925958,900.7298228610058,729,140660,0.325,59.85,729,0.0,50,2.0,True,146,0.2827586206896552,5.0
530.4371497925958,765.3298228610058,645,140660,0.281,52.87,645,0.0,50,2.0,True,147,0.6827586206896552,4.0
517.7171497925958,705.8598228610058,247,140660,0.067,23.44,247,0.0,50,2.0,False,151,0.0896551724137931,0.0
494.1671497925958,707.7498228610058,535,140660,0.32,41.65,535,0.0,50,2.0,True,152,0.30344827586206896,4.0
485.1471497925958,718.9398228610058,653,140660,0.306,41.15,653,0.0,50,2.0,True,153,0.6482758620689655,4.0
528.9171497925959,1071.5598228610058,624,140660,0.322,51.12,624,0.0,50,2.0,True,154,0.6689655172413793,6.0
493.8071497925958,1149.859822861006,552,140660,0.323,40.15,552,0.0,50,2.0,True,155,0.6413793103448275,6.0
527.6471497925959,1151.5298228610059,404,140660,0.344,33.67,404,0.0,50,2.0,True,156,0.6896551724137931,6.0
533.8871497925959,932.6998228610058,316,140660,0.444,25.44,316,0.0,50,2.0,True,159,0.04827586206896552,5.0
530.0471497925959,601.9198228610059,439,140660,0.439,35.41,439,0.0,50,2.0,True,160,0.06206896551724138,3.0
314.8657212211673,221.70492490182218,617,140660,0.329,42.09,617,0.0,51,2.04,True,0,1.0,1.0
527.1857212211672,400.56492490182217,584,140660,0.324,41.58,584,0.0,51,2.04,True,1,0.9448275862068966,2.0
343.96572122116726,536.4449249018221,653,140660,0.329,46.22,653,0.0,51,2.04,True,2,0.993103448275862,3.0
376.01572122116727,1111.5549249018222,647,140660,0.46,49.06,647,0.0,51,2.04,True,3,0.47586206896551725,6.0
396.1857212211673,1172.0849249018222,664,140660,0.102,50.1,664,0.0,51,2.04,True,4,1.0,6.0
450.95572122116727,1089.8049249018222,598,140660,0.311,42.61,598,0.0,51,2.04,True,5,0.8827586206896552,6.0
362.2957212211673,1110.0849249018222,500,140660,0.377,47.77,500,0.0,51,2.04,True,6,1.0,6.0
523.7457212211673,543.3149249018221,658,140660,0.183,51.39,658,0.0,51,2.04,True,7,0.5241379310344828,3.0
465.57572122116727,707.7549249018222,531,140660,0.028,45.71,531,0.0,51,2.04,True,8,0.7034482758620689,4.0
520.0357212211673,171.62492490182217,804,140660,0.184,65.85,804,0.0,51,2.04,True,9,0.4827586206896552,1.0
507.83572122116726,1103.504924901822,610,140660,0.325,46.48,610,0.0,51,2.04,True,10,0.4413793103448276,6.0
497.89572122116726,1162.964924901822,542,140660,0.214,43.13,542,0.0,51,2.04,True,11,0.9793103448275862,6.0
372.21572122116726,415.71492490182214,566,140660,0.279,43.13,566,0.0,51,2.04,True,12,1.0,2.0
377.03572122116725,1130.8549249018222,656,140660,0.297,44.93,656,0.0,51,2.04,True,13,0.8482758620689655,6.0
438.84572122116725,550.5849249018222,648,140660,0.355,44.67,648,0.0,51,2.04,True,14,0.9793103448275862,3.0
498.0557212211673,373.87492490182217,727,140660,0.345,48.03,727,0.0,51,2.04,True,15,0.993103448275862,2.0
460.09572122116725,1158.3649249018222,554,140660,0.238,42.61,554,0.0,51,2.04,True,16,0.993103448275862,6.0
521.1057212211673,597.6049249018222,566,140660,0.372,42.35,566,0.0,51,2.04,True,19,0.9862068965517241,3.0
393.08572122116726,1127.8249249018222,547,140660,0.321,41.58,547,0.0,51,2.04,True,20,1.0,6.0
488.95572122116727,770.6649249018221,643,140660,0.417,48.03,643,0.0,51,2.04,True,21,0.9310344827586207,4.0
448.91572122116725,750.6949249018221,825,140660,0.357,58.36,825,0.0,51,2.04,True,22,0.993103448275862,4.0
503.51572122116727,1086.3949249018222,709,140660,0.365,49.06,709,0.0,51,2.04,True,23,0.9103448275862069,6.0
535.2757212211673,399.76492490182216,254,140660,0.42,19.37,254,0.0,51,2.04,False,26,0.9793103448275862,0.0
529.0557212211672,532.6749249018221,484,140660,0.258,29.18,484,0.0,51,2.04,True,28,0.5103448275862069,3.0
530.6857212211672,231.6949249018222,596,140660,0.474,44.93,596,0.0,51,2.04,True,29,1.0,1.0
534.1957212211672,367.59492490182214,284,140660,0.475,27.63,284,0.0,51,2.04,True,30,0.7172413793103448,2.0
461.9957212211673,1089.6849249018221,588,140660,0.354,42.61,588,0.0,51,2.04,True,31,0.8896551724137931,6.0
537.7757212211673,1112.694924901822,171,140660,0.639,15.24,171,0.0,51,2.04,False,32,0.8758620689655172,0.0
475.02572122116726,929.3749249018222,614,140660,0.355,50.87,614,0.0,51,2.04,True,33,0.9793103448275862,5.0
524.9757212211672,554.5249249018221,517,140660,0.543,44.16,517,0.0,51,2.04,True,35,0.9172413793103448,3.0
520.0557212211672,969.7449249018222,789,140660,0.313,60.43,789,0.0,51,2.04,True,36,0.9793103448275862,5.0
506.97572122116725,363.50492490182216,669,140660,0.347,47.26,669,0.0,51,2.04,True,38,0.9724137931034482,2.0
499.72572122116725,561.2549249018222,639,140660,0.266,44.16,639,0.0,51,2.04,True,40,0.9172413793103448,3.0
513.7257212211672,533.6249249018222,551,140660,0.342,43.64,551,0.0,51,2.04,True,41,0.9241379310344827,3.0
456.26572122116727,741.8949249018222,627,140660,0.259,54.49,627,0.0,51,2.04,True,45,0.9862068965517241,4.0
447.72572122116725,923.7949249018221,737,140660,0.232,50.36,737,0.0,51,2.04,True,46,1.0,5.0
494.7457212211673,1094.5549249018222,663,140660,0.305,49.32,663,0.0,51,2.04,True,48,0.903448275862069,6.0
467.21572122116726,1164.5749249018222,580,140660,0.271,41.32,580,0.0,51,2.04,True,49,0.9172413793103448,6.0
442.76572122116727,742.6649249018221,732,140660,0.365,59.39,732,0.0,51,2.04,True,50,0.9448275862068966,4.0
486.15572122116725,541.7149249018222,657,140660,0.387,43.9,657,0.0,51,2.04,True,51,0.6827586206896552,3.0
488.16572122116725,953.5249249018221,687,140660,0.453,48.55,687,0.0,51,2.04,True,52,0.9448275862068966,5.0
472.22572122116725,720.6349249018222,688,140660,0.272,56.81,688,0.0,51,2.04,True,53,0.9586206896551724,4.0
462.7957212211673,888.4249249018221,617,140660,0.292,40.54,617,0.0,51,2.04,True,54,0.8689655172413793,5.0
453.82572122116727,780.7049249018221,653,140660,0.381,48.29,653,0.0,51,2.04,True,55,0.9793103448275862,4.0
503.72572122116725,1148.5849249018222,679,140660,0.258,44.42,679,0.0,51,2.04,True,57,0.47586206896551725,6.0
531.2757212211673,612.5149249018222,444,140660,0.215,32.8,444,0.0,51,2.04,True,59,0.9586206896551724,3.0
463.7357212211673,197.43492490182217,649,140660,0.31,46.22,649,0.0,51,2.04,True,61,0.993103448275862,1.0
529.0757212211672,953.1649249018221,396,140660,0.377,38.99,396,0.0,51,2.04,True,62,0.9241379310344827,5.0
394.90572122116725,780.8849249018222,597,140660,0.322,40.03,597,0.0,51,2.04,True,73,0.9655172413793104,4.0
530.7957212211672,961.4249249018221,399,140660,0.287,33.31,399,0.0,51,2.04,True,75,0.3724137931034483,5.0
508.4457212211673,1115.6449249018222,768,140660,0.409,55.26,768,0.0,51,2.04,True,77,0.9103448275862069,6.0
533.8457212211672,1132.3749249018222,555,140660,0.266,38.22,555,0.0,51,2.04,True,88,0.9862068965517241,6.0
356.9857212211673,432.10492490182213,593,140660,0.219,40.54,593,0.0,51,2.04,True,90,0.9793103448275862,2.0
387.97572122116725,547.4249249018221,639,140660,0.295,48.03,639,0.0,51,2.04,True,91,0.903448275862069,3.0
535.4257212211672,910.5049249018222,573,140660,0.325,47.26,573,0.0,51,2.04,True,92,0.903448275862069,5.0
420.76572122116727,887.6449249018222,595,140660,0.184,38.48,595,0.0,51,2.04,True,94,0.9724137931034482,5.0
473.9857212211673,754.9349249018221,683,140660,0.288,48.03,683,0.0,51,2.04,True,95,0.9655172413793104,4.0
530.1457212211673,786.4749249018222,279,140660,0.26,27.37,279,0.0,51,2.04,True,97,0.4896551724137931,4.0
520.6457212211673,1091.204924901822,579,140660,0.295,58.36,579,0.0,51,2.04,True,98,0.4482758620689655,6.0
424.96572122116726,1153.8449249018222,640,140660,0.326,44.42,640,0.0,51,2.04,True,99,0.9586206896551724,6.0
533.9157212211672,543.6449249018222,569,140660,0.306,46.48,569,0.0,51,2.04,True,100,0.9172413793103448,3.0
